concept,n_concept,n_concept_list,category,concept_eng,list,exemplar,count,avg_rank_order,dominance,min_rank,max_rank,first_occur,availability_montefinese,availability,outliers,exemplar_string,classif,llama3.1,llama3.2,mistral,llava,idefics2,nemo,mixtral,llama3.1-70b
coltello,44,3,KITCHENWARE,knife,7,COLTELLO_svizzero,9,4.0,0.28125,1,8,0.03125,0.1388343641372951,0.1283112425135851,False,coltello svizzero,many_exemplars,5.68226432800293,5.991928577423096,7.278296947479248,6.449540138244629,4.640675067901611,6.372190952301025,7.326600074768066,5.428163528442383
coltello,44,3,KITCHENWARE,knife,7,COLTELLO_da carne,11,4.727272727272728,0.34375,2,8,0.0,0.1630548575488976,0.1259121017481015,False,coltello da carne,many_exemplars,5.951139450073242,6.261537551879883,7.635730743408203,6.476551532745361,4.93817663192749,7.566685199737549,8.638874053955078,5.534701824188232
coltello,44,3,KITCHENWARE,knife,7,COLTELLO_da pesce,8,3.75,0.25,1,7,0.03125,0.1159143620571922,0.104469516467573,False,coltello da pesce,many_exemplars,5.921995639801025,6.261465072631836,7.035916328430176,6.300426006317139,4.659244060516357,6.956942081451416,8.43613052368164,5.604255199432373
coltello,44,3,KITCHENWARE,knife,7,COLTELLO_da frutta,5,4.2,0.15625,1,10,0.03125,0.0601470996645845,0.0876207185251222,False,coltello da frutta,many_exemplars,5.819602966308594,6.234941005706787,7.499014377593994,6.2941741943359375,4.887656211853027,6.903992652893066,8.184952735900879,5.488584518432617
coltello,44,3,KITCHENWARE,knife,7,COLTELLO_da burro,7,4.0,0.21875,2,7,0.0,0.0800015991498522,0.0800015991498522,False,coltello da burro,many_exemplars,5.889303207397461,6.352574348449707,7.696466445922852,6.64444637298584,5.193719863891602,6.912755489349365,8.10749340057373,5.633186340332031
coltello,44,3,KITCHENWARE,knife,7,COLTELLO_a farfalla,6,3.833333333333333,0.1875,1,7,0.03125,0.069267077144482,0.0785852553819023,False,coltello a farfalla,many_exemplars,5.779382228851318,6.091227054595947,7.0953779220581055,6.306221008300781,4.873922824859619,6.565977096557617,8.208047866821289,5.562490463256836
coltello,44,3,KITCHENWARE,knife,7,COLTELLO_a scatto,6,5.166666666666667,0.1875,2,9,0.0,0.0566184726716132,0.078156765902812,False,coltello a scatto,many_exemplars,5.986048698425293,6.370561599731445,7.586905479431152,6.830208778381348,5.196613311767578,7.396864891052246,8.204981803894043,5.565929889678955
coltello,44,3,KITCHENWARE,knife,7,COLTELLO_mannaia,5,6.4,0.15625,1,11,0.03125,0.035433702623668,0.0604193748923767,False,mannaia,many_exemplars,6.051108360290527,6.411925315856934,8.760921478271484,7.246407508850098,5.666916847229004,7.875242710113525,9.197370529174805,5.64821195602417
coltello,44,3,KITCHENWARE,knife,7,COLTELLO_da caccia,4,3.0,0.125,2,5,0.0,0.0372346648232155,0.0481970422098677,False,coltello da caccia,many_exemplars,5.765571594238281,6.025736331939697,6.721673488616943,6.11787223815918,4.6999125480651855,6.908380508422852,7.744554042816162,5.332134246826172
coltello,44,3,KITCHENWARE,knife,7,COLTELLO_multifunzione,4,3.5,0.125,1,5,0.03125,0.040905230745108,0.0474110767757706,False,coltello multifunzione,many_exemplars,5.624732494354248,5.973793983459473,6.938004970550537,6.138842582702637,4.698655605316162,6.431253910064697,7.7591872215271,5.420497417449951
coltello,44,3,KITCHENWARE,knife,7,COLTELLO_da chef,5,4.2,0.15625,2,6,0.0,0.035508608285481,0.0452405119540026,False,coltello da chef,many_exemplars,6.093087673187256,6.349222660064697,7.691981792449951,6.445489883422852,5.205255508422852,7.249129295349121,7.940619945526123,5.580546379089356
coltello,44,3,KITCHENWARE,knife,7,COLTELLO_spelucchino,5,5.6,0.15625,4,7,0.0,0.0132190565900414,0.0289657384777031,False,coltello spelucchino,many_exemplars,5.9733195304870605,6.295977115631104,7.1796650886535645,6.38402271270752,4.870362758636475,6.699728965759277,8.12015438079834,5.560252666473389
coltello,44,3,KITCHENWARE,knife,7,COLTELLO_da macellaio,4,6.0,0.125,4,8,0.0,0.0050486406455055,0.0275423549088905,False,coltello da macellaio,many_exemplars,5.781415939331055,6.140385627746582,7.255446910858154,6.154380798339844,4.761143684387207,6.298632621765137,7.813087940216064,5.41002368927002
comodino,46,1,FURNITURE,bedside table,8,COMODINO_di legno,15,2.066666666666667,0.46875,1,4,0.15625,0.3979119478223925,0.2589473212225663,False,comodino di legno,medium_exemplars,5.982322692871094,6.162443161010742,7.785948276519775,6.500965118408203,5.713352203369141,6.83087158203125,9.06937313079834,5.941253185272217
comodino,46,1,FURNITURE,bedside table,8,COMODINO_a cassetti,10,2.7,0.3125,1,9,0.125,0.231641676647886,0.22593781819443,False,comodino a cassetti,medium_exemplars,6.138073921203613,6.503567695617676,8.419083595275879,7.456066131591797,5.812740802764893,7.14716911315918,8.758930206298828,6.0044026374816895
comodino,46,1,FURNITURE,bedside table,8,COMODINO_basso,4,3.5,0.125,1,9,0.0625,0.0693120131615071,0.0832176160165549,False,comodino basso,medium_exemplars,5.9607133865356445,6.325633049011231,8.228043556213379,6.905931949615479,5.846142292022705,6.858192443847656,9.437093734741213,5.863363265991211
comodino,46,1,FURNITURE,bedside table,8,COMODINO_di metallo,5,2.6,0.15625,1,4,0.03125,0.0741922331043112,0.0623890009650342,False,comodino di metallo,medium_exemplars,6.01925802230835,6.368846416473389,8.150423049926758,6.981173515319824,5.779194355010986,6.985736846923828,8.821093559265137,5.9720964431762695
comodino,46,1,FURNITURE,bedside table,8,COMODINO_sospeso,5,2.6,0.15625,1,4,0.03125,0.0741922331043112,0.0623890009650342,False,comodino sospeso,medium_exemplars,5.8846845626831055,6.150051593780518,7.702550411224365,6.52862024307251,5.658599376678467,6.775583744049072,7.8978095054626465,5.877490520477295
comodino,46,1,FURNITURE,bedside table,8,COMODINO_quadrato,4,2.75,0.125,1,5,0.03125,0.053967195436937,0.0618625150596504,False,comodino quadrato,medium_exemplars,5.938327312469482,6.320079803466797,8.101414680480957,6.482860088348389,5.240509510040283,6.514974594116211,8.519478797912598,5.91378116607666
comodino,46,1,FURNITURE,bedside table,8,COMODINO_di plastica,4,4.0,0.125,2,5,0.0,0.020561567641515,0.0294186127507956,False,comodino di plastica,medium_exemplars,5.953789710998535,6.2598958015441895,7.769496440887451,6.52125358581543,5.596574783325195,6.957760810852051,8.610973358154297,5.769637107849121
computer,47,8,HOBBIES,computer,2,COMPUTER_portatile,40,1.95,1.25,1,6,0.625,1.185146929309345,0.9189882967231708,False,computer portatile,few_exemplars,6.46950101852417,6.576076984405518,9.96760082244873,8.228874206542969,6.33693265914917,9.17072868347168,10.477489471435549,5.985203742980957
computer,47,8,HOBBIES,computer,2,COMPUTER_fisso,29,1.896551724137931,0.90625,1,4,0.21875,0.8431329094786516,0.5112034499180469,False,computer fisso,few_exemplars,6.534825325012207,6.556687355041504,9.099770545959473,7.820469379425049,6.067673206329346,9.60678005218506,10.698175430297852,5.981790065765381
computer,47,8,HOBBIES,computer,2,COMPUTER_pc,4,2.25,0.125,1,5,0.0625,0.0784729740807279,0.0832176160165549,False,pc,few_exemplars,6.316326141357422,6.477473258972168,9.529373168945312,7.84878396987915,5.546136856079102,9.904898643493652,10.43483543395996,6.020867824554443
computer,47,8,HOBBIES,computer,2,COMPUTER_mini,5,3.8,0.15625,3,6,0.0,0.0370156093566823,0.0483560787511282,False,computer mini,few_exemplars,6.7040557861328125,6.683562278747559,9.9645357131958,8.140331268310547,6.175759792327881,10.248263359069824,10.819451332092283,6.426868438720703
comò,45,4,FURNITURE,dresser,3,COMÒ_a cassetti,9,1.333333333333333,0.28125,1,2,0.1875,0.2578253031347796,0.1968992665990129,False,comò a cassetti,few_exemplars,6.529378890991211,6.800475120544434,9.351208686828612,8.301033020019531,6.503123760223389,8.806074142456055,10.928552627563477,6.012691020965576
comò,45,4,FURNITURE,dresser,3,COMÒ_di legno,8,1.5,0.25,1,3,0.1875,0.2198956352623817,0.1937661777326752,False,comò di legno,few_exemplars,6.367739677429199,6.622759819030762,8.661001205444336,7.393722534179687,6.359789848327637,8.287230491638184,10.557345390319824,5.996397972106934
comò,45,4,FURNITURE,dresser,3,COMÒ_comodino,10,1.7,0.3125,1,3,0.125,0.2647581023074352,0.1776075840818147,False,comodino,few_exemplars,6.232044696807861,6.614304542541504,9.62766933441162,7.755888938903809,6.622691631317139,8.297701835632324,11.03290557861328,6.126829147338867
coniglio,48,1,ANIMALS,rabbit,5,CONIGLIO_nano,12,1.916666666666667,0.375,1,5,0.21875,0.3193541351458347,0.2691523131458412,False,coniglio nano,medium_exemplars,6.029837131500244,6.1863789558410645,7.27799129486084,6.6901397705078125,5.145213127136231,7.8022685050964355,7.862329006195068,5.663627624511719
coniglio,48,1,ANIMALS,rabbit,5,CONIGLIO_bianco,10,1.9,0.3125,1,7,0.1875,0.2668522940148919,0.2545317450720109,False,coniglio bianco,medium_exemplars,5.977538585662842,6.029520988464356,6.856587886810303,5.974522113800049,4.390838146209717,7.3433837890625,7.391602993011475,5.569440364837647
coniglio,48,1,ANIMALS,rabbit,5,CONIGLIO_lepre,10,1.8,0.3125,1,4,0.15625,0.2621201899212585,0.2096797183813821,False,lepre,medium_exemplars,6.4394211769104,6.445623397827148,8.550745964050293,7.045900344848633,5.173238277435303,9.104511260986328,10.102511405944824,6.073434829711914
coniglio,48,1,ANIMALS,rabbit,5,CONIGLIO_selvatico,10,2.4,0.3125,1,5,0.0625,0.2280191500619176,0.1690185315284229,False,coniglio selvatico,medium_exemplars,5.579086780548096,5.88964319229126,6.671497821807861,5.828050136566162,4.253496170043945,7.339688777923584,7.139493942260742,5.431770324707031
coniglio,48,1,ANIMALS,rabbit,5,CONIGLIO_domestico,12,2.666666666666667,0.375,1,4,0.0625,0.2709085467361686,0.1424285601826845,False,coniglio domestico,medium_exemplars,5.741547107696533,6.027626514434815,7.033844947814941,6.11274003982544,4.620364189147949,6.985844135284424,7.938077449798584,5.37143611907959
coniglio,48,1,ANIMALS,rabbit,5,CONIGLIO_ariete,6,2.833333333333333,0.1875,1,8,0.125,0.1312116401364867,0.1365289063387637,False,coniglio ariete,medium_exemplars,6.007497310638428,6.246525287628174,7.922706604003906,6.647237300872803,5.130420684814453,7.521721839904785,8.319838523864746,5.630068778991699
coniglio,48,1,ANIMALS,rabbit,5,CONIGLIO_nero,5,3.8,0.15625,1,8,0.03125,0.0605285748908145,0.0802048595235315,False,coniglio nero,medium_exemplars,6.040153503417969,6.143457889556885,7.147764682769775,6.392072677612305,4.676556587219238,8.064446449279785,8.16605281829834,5.738336563110352
cornice,49,8,FURNISHINGS/FITTINGS,frame,6,CORNICE_di legno,23,1.565217391304348,0.71875,1,3,0.40625,0.6793469189243115,0.4849135599006808,False,cornice di legno,medium_exemplars,6.264419555664063,6.39599084854126,8.271239280700684,7.093990325927734,5.632268905639648,7.407749652862549,10.43845558166504,6.0781426429748535
cornice,49,8,FURNISHINGS/FITTINGS,frame,6,CORNICE_barocca,6,2.833333333333333,0.1875,1,6,0.03125,0.0987457567783026,0.0987457567783026,False,cornice barocca,medium_exemplars,6.210134506225586,6.257604598999023,8.199124336242676,7.1716837882995605,5.666630268096924,7.219783306121826,9.958854675292969,5.923713207244873
cornice,49,8,FURNISHINGS/FITTINGS,frame,6,CORNICE_di plastica,6,2.666666666666667,0.1875,1,5,0.03125,0.1005757124778063,0.0893419412529631,False,cornice di plastica,medium_exemplars,6.173905372619629,6.390151023864746,8.004782676696777,6.93319845199585,5.710346698760986,7.726569652557373,9.89145851135254,5.985579490661621
cornice,49,8,FURNISHINGS/FITTINGS,frame,6,CORNICE_d'argento,4,2.75,0.125,1,5,0.03125,0.053967195436937,0.0618625150596504,False,cornice d' argento,medium_exemplars,6.203716278076172,6.31226921081543,8.047964096069336,7.0928449630737305,5.530719757080078,7.348067283630371,10.413646697998049,6.008098602294922
cornice,49,8,FURNISHINGS/FITTINGS,frame,6,CORNICE_di alluminio,7,2.857142857142857,0.21875,2,4,0.0,0.1105638807253248,0.0591449130637308,False,cornice di alluminio,medium_exemplars,6.22830057144165,6.331598281860352,7.89095401763916,6.870871543884277,5.537169933319092,7.537251949310303,9.741732597351074,5.9705305099487305
cornice,49,8,FURNISHINGS/FITTINGS,frame,6,CORNICE_di metallo,4,2.5,0.125,1,4,0.03125,0.0556447796088251,0.0556447796088251,False,cornice di metallo,medium_exemplars,6.257927894592285,6.527222633361816,8.316398620605469,7.2486162185668945,5.741266250610352,7.738831996917725,10.564529418945312,6.153088569641113
cornice,49,8,FURNISHINGS/FITTINGS,frame,6,CORNICE_decorata,4,3.0,0.125,2,4,0.0,0.0311390009650342,0.0311390009650342,False,cornice decorata,medium_exemplars,6.347209453582764,6.41241979598999,8.42624568939209,7.18240213394165,5.697201728820801,7.446525573730469,10.44690227508545,6.184157848358154
credenza,50,8,FURNITURE,cupboard,1,CREDENZA_di legno,9,1.666666666666667,0.28125,1,6,0.21875,0.2496142933083262,0.241610702788429,False,credenza di legno,few_exemplars,6.12837553024292,6.3968000411987305,7.954513549804687,6.574275016784668,4.891176223754883,7.408640384674072,9.536455154418944,5.848384380340576
credenza,50,8,FURNITURE,cupboard,1,CREDENZA_vetrinetta,6,3.333333333333333,0.1875,1,9,0.09375,0.1119549825633332,0.1243625150596504,False,vetrinetta,few_exemplars,6.417810440063477,6.602806091308594,8.859062194824219,7.541249752044678,5.824807167053223,7.061154365539551,9.306191444396973,5.983454704284668
credenza,50,8,FURNITURE,cupboard,1,CREDENZA_religiosa,4,3.5,0.125,1,8,0.0625,0.0657790160840362,0.0772947319874044,False,credenza religiosa,few_exemplars,6.066240310668945,6.398784637451172,7.755463600158691,6.478580474853516,4.744510173797607,7.898594379425049,9.08942699432373,5.86293363571167
cruciverba,51,13,HOBBIES,crossword,3,CRUCIVERBA_a schema libero,11,1.727272727272727,0.34375,1,3,0.15625,0.2950219281570996,0.2020957739050569,False,cruciverba a schema libero,medium_exemplars,5.8804473876953125,6.107937335968018,7.51298189163208,6.670627117156982,4.861278533935547,6.073442459106445,7.524379730224609,5.406753063201904
cruciverba,51,13,HOBBIES,crossword,3,CRUCIVERBA_parole crociate,8,2.0,0.25,1,5,0.1875,0.2042916349448523,0.1937661777326752,False,parole crociate,medium_exemplars,6.171136856079102,6.367443561553955,7.614496231079102,6.887928485870361,4.9445109367370605,6.533114910125732,8.665952682495117,5.683376789093018
cruciverba,51,13,HOBBIES,crossword,3,CRUCIVERBA_rebus,9,2.222222222222222,0.28125,1,4,0.125,0.2099924156615382,0.1592720898313718,False,rebus,medium_exemplars,6.311030387878418,6.39669132232666,8.020760536193848,7.44087553024292,5.242640495300293,7.418867588043213,9.571107864379885,5.876839637756348
cruciverba,51,13,HOBBIES,crossword,3,CRUCIVERBA_a schema fisso,5,1.2,0.15625,1,2,0.125,0.1425845271502174,0.1281330888663376,False,cruciverba a schema fisso,medium_exemplars,5.813729763031006,6.048060417175293,7.324771881103516,6.564925670623779,4.960772514343262,6.288440704345703,7.003734111785889,5.253819465637207
cruciverba,51,13,HOBBIES,crossword,3,CRUCIVERBA_crittografato,10,3.0,0.3125,1,5,0.03125,0.1949124904184046,0.1202675550749602,False,cruciverba crittografato,medium_exemplars,5.862603664398193,6.12365198135376,7.346409320831299,6.558582305908203,4.555324554443359,5.502440452575684,7.240966320037842,5.240714550018311
cruciverba,51,13,HOBBIES,crossword,3,CRUCIVERBA_senza schema,9,2.555555555555556,0.28125,2,4,0.0,0.1831532168333732,0.0959530998663572,False,cruciverba senza schema,medium_exemplars,5.8671393394470215,6.1751580238342285,7.46610689163208,6.367789268493652,4.557156562805176,5.912910461425781,6.98239278793335,5.437612056732178
cruciverba,51,13,HOBBIES,crossword,3,CRUCIVERBA_sudoku,5,3.6,0.15625,2,9,0.0,0.0629626003607673,0.0910429191513345,False,sudoku,medium_exemplars,6.1353840827941895,6.372391223907471,7.815362930297852,6.565948009490967,4.71091365814209,7.255246639251709,8.620197296142578,5.949728488922119
cruciverba,51,13,HOBBIES,crossword,3,CRUCIVERBA_facilitato,5,3.6,0.15625,3,4,0.0,0.0364935216899,0.0228877093114309,False,cruciverba facilitato,medium_exemplars,5.797210693359375,6.084100246429443,6.964176654815674,6.153971195220947,4.280608654022217,5.898689270019531,7.515235900878906,5.401743412017822
cucchiaio,52,8,KITCHENWARE,spoon,9,CUCCHIAIO_cucchiaino,11,1.909090909090909,0.34375,1,5,0.1875,0.2890672980345323,0.2455919412529632,False,cucchiaino,many_exemplars,5.9116716384887695,5.957129001617432,6.520013332366943,5.813966274261475,4.3102335929870605,6.745484352111816,7.256234645843506,5.270277976989746
cucchiaio,52,8,KITCHENWARE,spoon,9,CUCCHIAIO_da tè,13,2.538461538461538,0.40625,1,6,0.125,0.3142362472511766,0.2430827539379466,False,cucchiaio da tè,many_exemplars,5.405410289764404,5.926235198974609,6.297679901123047,5.68896484375,4.228494644165039,6.27375078201294,6.947113037109375,5.063185214996338
cucchiaio,52,8,KITCHENWARE,spoon,9,CUCCHIAIO_di legno,11,2.636363636363636,0.34375,1,6,0.125,0.2546791894012841,0.210764569315958,False,cucchiaio di legno,many_exemplars,5.390307426452637,5.824416637420654,5.860403060913086,5.197006702423096,3.654005289077759,5.910953998565674,6.844008922576904,5.237795829772949
cucchiaio,52,8,KITCHENWARE,spoon,9,CUCCHIAIO_da dolce,12,2.583333333333333,0.375,1,5,0.09375,0.2775370369137833,0.1870945462501525,False,cucchiaio da dolce,many_exemplars,5.498363971710205,5.92989444732666,6.216544151306152,5.546910285949707,4.04867696762085,6.156325817108154,7.239525318145752,5.172111511230469
cucchiaio,52,8,KITCHENWARE,spoon,9,CUCCHIAIO_da caffè,8,3.0,0.25,1,5,0.03125,0.1416320566685455,0.1023699291623962,False,cucchiaio da caffè,many_exemplars,5.299792289733887,5.735490322113037,5.764315605163574,5.127726078033447,3.8640315532684326,5.834352493286133,6.825673580169678,5.012748718261719
cucchiaio,52,8,KITCHENWARE,spoon,9,CUCCHIAIO_da minestra,4,2.5,0.125,1,6,0.0625,0.0776936372212626,0.085360702788429,False,cucchiaio da minestra,many_exemplars,5.273317337036133,5.878919124603272,6.21806526184082,5.634660720825195,4.155974388122559,6.136392116546631,7.324364185333252,5.001472473144531
cucchiaio,52,8,KITCHENWARE,spoon,9,CUCCHIAIO_di acciaio,4,2.25,0.125,1,5,0.0625,0.0784729740807279,0.0832176160165549,False,cucchiaio di acciaio,many_exemplars,5.406603813171387,5.742483615875244,6.062954902648926,5.207583427429199,3.597970485687256,5.984733581542969,6.906502723693848,5.253248691558838
cucchiaio,52,8,KITCHENWARE,spoon,9,CUCCHIAIO_da zuppa,5,2.8,0.15625,1,5,0.0625,0.0810958957773361,0.0810958957773361,False,cucchiaio da zuppa,many_exemplars,5.406566143035889,5.856254577636719,6.043490886688232,5.447268009185791,4.1292266845703125,6.374560356140137,7.145101547241211,5.083152294158936
cucchiaio,52,8,KITCHENWARE,spoon,9,CUCCHIAIO_grande,4,1.5,0.125,1,2,0.0625,0.0915349387725569,0.0687661777326752,False,cucchiaio grande,many_exemplars,5.567751884460449,5.923974514007568,6.452094078063965,5.431549549102783,3.9175479412078857,6.584744930267334,7.986550807952881,5.406094074249268
cucchiaio,52,8,KITCHENWARE,spoon,9,CUCCHIAIO_mestolo,4,3.0,0.125,1,6,0.03125,0.0531878585774717,0.0665644228223201,False,mestolo,many_exemplars,6.105994701385498,6.3551344871521,7.450290679931641,6.807736396789551,4.993524074554443,7.454418659210205,8.121869087219238,5.438534736633301
cucchiaio,52,8,KITCHENWARE,spoon,9,CUCCHIAIO_da gelato,4,3.75,0.125,2,7,0.0,0.0324821475059143,0.0556270920465485,False,cucchiaio da gelato,many_exemplars,5.515799522399902,5.94053316116333,6.138063907623291,5.381405830383301,3.9643595218658447,6.254804611206055,7.0291032791137695,5.308362483978272
cucchiaio,52,8,KITCHENWARE,spoon,9,CUCCHIAIO_da tavola,4,3.0,0.125,2,4,0.0,0.0353011165052322,0.0353011165052322,False,cucchiaio da tavola,many_exemplars,5.220139503479004,5.746591091156006,5.799472332000732,5.137710094451904,3.691707849502564,6.160516262054443,6.534194469451904,4.985618114471436
cucina,53,13,HOUSING BUILDINGS,kitchen,9,CUCINA_italiana,15,3.066666666666667,0.46875,1,10,0.21875,0.3592073276242332,0.3250605183922499,False,cucina italiana,many_exemplars,5.636907577514648,5.890175342559815,6.796929836273193,5.794229030609131,4.032898902893066,7.120488166809082,8.869053840637207,5.420764923095703
cucina,53,13,HOUSING BUILDINGS,kitchen,9,CUCINA_cinese,10,4.1,0.3125,2,9,0.0,0.161546962909326,0.1509519236883308,False,cucina cinese,many_exemplars,5.792860984802246,5.958339214324951,7.112265110015869,6.102944374084473,4.454597473144531,6.79616641998291,8.547332763671875,5.544931411743164
cucina,53,13,HOUSING BUILDINGS,kitchen,9,CUCINA_vegetariana,8,4.875,0.25,2,14,0.0,0.0987111734954978,0.1437283178581094,False,cucina vegetariana,many_exemplars,5.649928092956543,5.876160144805908,6.776827812194824,5.510222434997559,3.9702823162078857,6.216416835784912,8.573043823242188,5.430357456207275
cucina,53,13,HOUSING BUILDINGS,kitchen,9,CUCINA_giapponese,9,4.777777777777778,0.28125,2,9,0.0,0.1180159736178383,0.1180159736178383,False,cucina giapponese,many_exemplars,5.535624980926514,5.677858829498291,6.439251899719238,5.660065650939941,4.024271965026856,6.2792744636535645,8.081306457519531,5.2567667961120605
cucina,53,13,HOUSING BUILDINGS,kitchen,9,CUCINA_ad angolo,6,1.666666666666667,0.1875,1,3,0.09375,0.1456589478780739,0.1166728869525284,False,cucina ad angolo,many_exemplars,6.078943252563477,6.336449146270752,7.968050479888916,6.426116943359375,5.0362229347229,6.993917942047119,9.733673095703123,5.7154035568237305
cucina,53,13,HOUSING BUILDINGS,kitchen,9,CUCINA_etnica,7,5.571428571428571,0.21875,1,12,0.03125,0.0659747392190345,0.1011991296242471,False,cucina etnica,many_exemplars,5.716432094573975,5.950446605682373,7.424251556396484,6.235706806182861,4.5069122314453125,6.390044689178467,8.871651649475098,5.538899898529053
cucina,53,13,HOUSING BUILDINGS,kitchen,9,CUCINA_tradizionale,5,3.4,0.15625,1,9,0.03125,0.0766280732105499,0.0988511514397413,False,cucina tradizionale,many_exemplars,5.751488208770752,5.9217047691345215,6.834657192230225,5.751339912414551,4.100706577301025,6.275584220886231,9.161831855773926,5.521371841430664
cucina,53,13,HOUSING BUILDINGS,kitchen,9,CUCINA_moderna,6,4.166666666666667,0.1875,1,8,0.03125,0.0783822451311644,0.0924102974101172,False,cucina moderna,many_exemplars,5.77478551864624,5.988466739654541,7.084542751312256,5.967141151428223,4.454342842102051,7.315251350402832,8.471685409545898,5.521549224853516
cucina,53,13,HOUSING BUILDINGS,kitchen,9,CUCINA_vegana,5,6.0,0.15625,1,15,0.03125,0.0529696390884471,0.0887581608310609,False,cucina vegana,many_exemplars,5.801127910614014,6.072606563568115,7.398634433746338,6.1465911865234375,4.468142509460449,6.359113693237305,8.9406099319458,5.536931037902832
cucina,53,13,HOUSING BUILDINGS,kitchen,9,CUCINA_a gas,4,3.5,0.125,1,8,0.0625,0.0657790160840362,0.0772947319874044,False,cucina a gas,many_exemplars,6.044600009918213,6.25860595703125,7.72747802734375,6.651212215423584,5.250747203826904,7.452167510986328,9.970335006713867,5.800065517425537
cucina,53,13,HOUSING BUILDINGS,kitchen,9,CUCINA_regionale,5,6.2,0.15625,2,13,0.0,0.037582575309627,0.0770995388912516,False,cucina regionale,many_exemplars,5.888221263885498,6.038814067840576,7.52056884765625,6.145402431488037,4.45653247833252,6.943628787994385,9.286949157714844,5.584200382232666
cucina,53,13,HOUSING BUILDINGS,kitchen,9,CUCINA_ad isola,6,2.666666666666667,0.1875,1,4,0.03125,0.0988826074443087,0.0732953378614412,False,cucina ad isola,many_exemplars,6.0680131912231445,6.188896179199219,7.667951107025146,6.403345108032227,4.885775089263916,6.90787410736084,9.544939041137695,5.855186462402344
cucina,53,13,HOUSING BUILDINGS,kitchen,9,CUCINA_indiana,5,7.0,0.15625,3,13,0.0,0.0153807175683749,0.0591045226799733,False,cucina indiana,many_exemplars,6.006580829620361,6.182626247406006,7.898293972015381,6.619012355804443,4.8055291175842285,7.120556354522705,8.653107643127441,5.741203784942627
cuore,54,11,BODY PARTS,heart,4,CUORE_anatomico,7,1.142857142857143,0.21875,1,2,0.1875,0.2087995520685577,0.1906330888663376,False,cuore anatomico,medium_exemplars,6.08311653137207,6.277614116668701,7.760200977325439,6.727777481079102,4.987033843994141,7.69263744354248,9.553915977478027,5.88112735748291
cuore,54,11,BODY PARTS,heart,4,CUORE_umano,11,1.909090909090909,0.34375,1,3,0.15625,0.2848188058448241,0.1885721535515413,False,cuore umano,medium_exemplars,6.176053047180176,6.381025791168213,7.604354858398437,6.993587493896484,4.988997459411621,8.233349800109863,9.24347972869873,5.9819865226745605
cuore,54,11,BODY PARTS,heart,4,CUORE_spezzato,4,1.0,0.125,1,1,0.125,0.125,0.125,False,cuore spezzato,medium_exemplars,6.13092851638794,6.328739643096924,7.803473949432373,6.987597942352295,5.053501129150391,7.455976009368896,10.23511791229248,5.967050075531006
cuore,54,11,BODY PARTS,heart,4,CUORE_animale,6,3.166666666666667,0.1875,2,5,0.0,0.0798695458983503,0.0670224860527958,False,cuore animale,medium_exemplars,6.259807109832764,6.490212917327881,8.543580055236816,7.613760948181152,5.488183975219727,8.249625205993652,10.22587776184082,6.074828147888184
cuore,54,11,BODY PARTS,heart,4,CUORE_di pietra,4,3.5,0.125,1,6,0.03125,0.0478991419157121,0.0590737473542703,False,cuore di pietra,medium_exemplars,6.190592288970947,6.362003326416016,7.841000080108643,7.099725723266602,5.031767845153809,7.928433895111084,10.089757919311523,6.077998638153076
cuore,54,11,BODY PARTS,heart,4,CUORE_disegnato,4,2.0,0.125,1,3,0.03125,0.067029160128766,0.0541728869525284,False,cuore disegnato,medium_exemplars,5.967866897583008,6.186097621917725,7.2723798751831055,6.600122928619385,4.695742607116699,7.130348205566406,10.216009140014648,5.834832668304443
cuscino,55,14,FURNISHINGS/FITTINGS,pillow,4,CUSCINO_in memory foam,13,1.538461538461538,0.40625,1,3,0.25,0.369997418196802,0.2859508748619615,False,cuscino in memory foam,many_exemplars,5.765998363494873,6.223618030548096,7.562649726867676,6.58473539352417,5.16992712020874,6.224754810333252,7.511619091033935,5.470388412475586
cuscino,55,14,FURNISHINGS/FITTINGS,pillow,4,CUSCINO_di piuma,14,2.642857142857143,0.4375,1,7,0.125,0.3418792372748763,0.2781574516308093,False,cuscino di piuma,many_exemplars,5.593554496765137,5.879126071929932,6.896034240722656,5.939889907836914,4.44486141204834,5.87827205657959,7.91908073425293,5.494812965393066
cuscino,55,14,FURNISHINGS/FITTINGS,pillow,4,CUSCINO_da divano,10,4.0,0.3125,2,8,0.0,0.162343412660331,0.13909508653752,False,cuscino da divano,many_exemplars,5.67313814163208,5.983875751495361,7.523299217224121,6.372631072998047,4.963680744171143,6.3701372146606445,8.907175064086914,5.493004322052002
cuscino,55,14,FURNISHINGS/FITTINGS,pillow,4,CUSCINO_ortopedico,6,2.666666666666667,0.1875,1,7,0.0625,0.1163868156393127,0.1227496623897316,False,cuscino ortopedico,many_exemplars,5.467988967895508,5.776389598846436,6.970747470855713,5.932583808898926,4.507428169250488,5.6644673347473145,7.263270378112793,5.275393009185791
cuscino,55,14,FURNISHINGS/FITTINGS,pillow,4,CUSCINO_di lattice,7,2.285714285714286,0.21875,1,4,0.0625,0.1440289419527679,0.1081564703513127,False,cuscino di lattice,many_exemplars,5.808988094329834,6.178163051605225,7.574275493621826,6.472146987915039,5.0207200050354,6.633099555969238,8.21570873260498,5.684185028076172
