participant,concept,exemplar,rank_order,normed_rank_order,count,average_normed_rank_order,dominance,min_rank,max_rank,first_occur,availability_montefinese,availability
gpt3.5_iter1,nave,nave da trasporto di grano,18,0.48484848484848486,1,0.48484848484848486,0.2,18,18,0.0,0.2,0.02005176874456075
gpt3.5_iter1,nave,nave da trasporto di bestiame,19,0.4545454545454546,1,0.4545454545454546,0.2,19,19,0.0,0.2,0.02005176874456075
gpt3.5_iter1,nave,nave da trasporto di legname,20,0.4242424242424242,1,0.4242424242424242,0.2,20,20,0.0,0.2,0.02005176874456075
gpt3.5_iter1,nave,nave da trasporto di minerali,21,0.3939393939393939,1,0.3939393939393939,0.2,21,21,0.0,0.2,0.02005176874456075
gpt3.5_iter1,nave,nave da trasporto di veicoli militari,22,0.36363636363636365,1,0.36363636363636365,0.2,22,22,0.0,0.2,0.02005176874456075
gpt3.5_iter1,nave,nave da trasporto di materiali per la costruzione,23,0.33333333333333337,1,0.33333333333333337,0.2,23,23,0.0,0.2,0.02005176874456075
gpt3.5_iter1,nave,nave da trasporto di prodotti chimici,24,0.303030303030303,1,0.303030303030303,0.2,24,24,0.0,0.2,0.02005176874456075
gpt3.5_iter1,nave,nave da trasporto di rifiuti,25,0.2727272727272727,1,0.2727272727272727,0.2,25,25,0.0,0.2,0.02005176874456075
gpt3.5_iter1,nave,nave da trasporto di merci pericolose,26,0.24242424242424243,1,0.24242424242424243,0.2,26,26,0.0,0.2,0.02005176874456075
gpt3.5_iter1,nave,nave da trasporto di prodotti alimentari,27,0.21212121212121215,1,0.21212121212121215,0.2,27,27,0.0,0.2,0.02005176874456075
gpt3.5_iter1,nave,nave da trasporto di merci refrigerate,28,0.18181818181818177,1,0.18181818181818177,0.2,28,28,0.0,0.2,0.02005176874456075
gpt3.5_iter1,nave,nave da trasporto di prodotti farmaceutici,29,0.1515151515151515,1,0.1515151515151515,0.2,29,29,0.0,0.2,0.02005176874456075
gpt3.5_iter1,nave,nave da trasporto di prodotti tecnologici,30,0.12121212121212122,1,0.12121212121212122,0.2,30,30,0.0,0.2,0.02005176874456075
gpt3.5_iter1,nave,nave da trasporto di prodotti tessili,31,0.09090909090909094,1,0.09090909090909094,0.2,31,31,0.0,0.2,0.02005176874456075
gpt3.5_iter1,nave,nave da trasporto di prodotti di lusso,32,0.06060606060606055,1,0.06060606060606055,0.2,32,32,0.0,0.2,0.02005176874456075
gpt3.5_iter1,nave,nave da trasporto di,33,0.030303030303030276,1,0.030303030303030276,0.2,33,33,0.0,0.2,0.02005176874456075
gpt3.5_iter2,nave,crociera,1,1.0,1,1.0,0.2,1,1,0.2,0.2,0.2
gpt3.5_iter2,nave,sottomarino,5,0.8518518518518519,1,0.8518518518518519,0.2,5,5,0.0,0.2,0.02005176874456075
gpt3.5_iter2,nave,nave da addestramento,14,0.5185185185185186,1,0.5185185185185186,0.2,14,14,0.0,0.2,0.02005176874456075
gpt3.5_iter2,nave,nave da vela,15,0.4814814814814815,1,0.4814814814814815,0.2,15,15,0.0,0.2,0.02005176874456075
gpt3.5_iter2,nave,nave da lavoro,17,0.40740740740740744,1,0.40740740740740744,0.2,17,17,0.0,0.2,0.02005176874456075
gpt3.5_iter2,nave,nave da diporto,18,0.37037037037037035,1,0.37037037037037035,0.2,18,18,0.0,0.2,0.02005176874456075
gpt3.5_iter2,nave,nave da salvataggio,19,0.33333333333333337,1,0.33333333333333337,0.2,19,19,0.0,0.2,0.02005176874456075
gpt3.5_iter2,nave,nave da pattugliamento,20,0.2962962962962963,1,0.2962962962962963,0.2,20,20,0.0,0.2,0.02005176874456075
gpt3.5_iter2,nave,nave da dragaggio,21,0.2592592592592593,1,0.2592592592592593,0.2,21,21,0.0,0.2,0.02005176874456075
gpt3.5_iter2,nave,nave da traino,22,0.2222222222222222,1,0.2222222222222222,0.2,22,22,0.0,0.2,0.02005176874456075
gpt3.5_iter2,nave,nave da rifornimento,23,0.18518518518518523,1,0.18518518518518523,0.2,23,23,0.0,0.2,0.02005176874456075
gpt3.5_iter2,nave,nave da supporto,24,0.14814814814814814,1,0.14814814814814814,0.2,24,24,0.0,0.2,0.02005176874456075
gpt3.5_iter2,nave,nave da carico refrigerata,25,0.11111111111111116,1,0.11111111111111116,0.2,25,25,0.0,0.2,0.02005176874456075
gpt3.5_iter2,nave,nave da trasporto auto,26,0.07407407407407407,1,0.07407407407407407,0.2,26,26,0.0,0.2,0.02005176874456075
gpt3.5_iter2,nave,nave da trasporto merci pericolose,27,0.03703703703703709,1,0.03703703703703709,0.2,27,27,0.0,0.2,0.02005176874456075
gpt3.5_iter4,nave,nave da crociera polare,9,0.6799999999999999,1,0.6799999999999999,0.2,9,9,0.0,0.2,0.02005176874456075
gpt3.5_iter4,nave,nave da crociera a vela,10,0.64,1,0.64,0.2,10,10,0.0,0.2,0.02005176874456075
gpt3.5_iter4,nave,nave da crociera transatlantica,12,0.56,1,0.56,0.2,12,12,0.0,0.2,0.02005176874456075
gpt3.5_iter4,nave,nave da crociera per single,14,0.48,1,0.48,0.2,14,14,0.0,0.2,0.02005176874456075
gpt3.5_iter4,nave,nave da crociera per famiglie,15,0.43999999999999995,1,0.43999999999999995,0.2,15,15,0.0,0.2,0.02005176874456075
gpt3.5_iter4,nave,nave da crociera per adulti,16,0.4,1,0.4,0.2,16,16,0.0,0.2,0.02005176874456075
gpt3.5_iter4,nave,nave da crociera per anziani,17,0.36,1,0.36,0.2,17,17,0.0,0.2,0.02005176874456075
gpt3.5_iter4,nave,nave da crociera per giovani,18,0.31999999999999995,1,0.31999999999999995,0.2,18,18,0.0,0.2,0.02005176874456075
gpt3.5_iter4,nave,nave da crociera per coppie,19,0.28,1,0.28,0.2,19,19,0.0,0.2,0.02005176874456075
gpt3.5_iter4,nave,nave da crociera per avventurieri,20,0.24,1,0.24,0.2,20,20,0.0,0.2,0.02005176874456075
gpt3.5_iter4,nave,nave da crociera per esploratori,21,0.19999999999999996,1,0.19999999999999996,0.2,21,21,0.0,0.2,0.02005176874456075
gpt3.5_iter4,nave,nave da crociera per relax,22,0.16000000000000003,1,0.16000000000000003,0.2,22,22,0.0,0.2,0.02005176874456075
gpt3.5_iter4,nave,nave da crociera per sportivi,23,0.12,1,0.12,0.2,23,23,0.0,0.2,0.02005176874456075
gpt3.5_iter4,nave,nave da crociera per amanti del lusso,24,0.07999999999999996,1,0.07999999999999996,0.2,24,24,0.0,0.2,0.02005176874456075
gpt3.5_iter4,nave,nave da crociera per amanti della natura,25,0.040000000000000036,1,0.040000000000000036,0.2,25,25,0.0,0.2,0.02005176874456075
gpt3.5_iter0,tagliere,legno,1,1.0,5,1.0,1.0,1,1,0.0,2.7099005190886367,4.4
gpt3.5_iter1,tagliere,legno,1,1.0,5,1.0,1.0,1,1,0.0,2.7099005190886367,4.4
gpt3.5_iter2,tagliere,legno,1,1.0,5,1.0,1.0,1,1,0.0,2.7099005190886367,4.4
gpt3.5_iter3,tagliere,legno,1,1.0,5,1.0,1.0,1,1,0.0,2.7099005190886367,4.4
gpt3.5_iter4,tagliere,legno,1,1.0,5,1.0,1.0,1,1,0.0,2.7099005190886367,4.4
gpt3.5_iter0,tagliere,plastica,2,0.8,5,0.8,1.0,2,2,0.0,1.0339899815155398,0.11274436866835086
gpt3.5_iter1,tagliere,plastica,2,0.8,5,0.8,1.0,2,2,0.0,1.0339899815155398,0.11274436866835086
gpt3.5_iter2,tagliere,plastica,2,0.8,5,0.8,1.0,2,2,0.0,1.0339899815155398,0.11274436866835086
gpt3.5_iter3,tagliere,plastica,2,0.8,5,0.8,1.0,2,2,0.0,1.0339899815155398,0.11274436866835086
gpt3.5_iter4,tagliere,plastica,2,0.8,5,0.8,1.0,2,2,0.0,1.0339899815155398,0.11274436866835086
gpt3.5_iter0,tagliere,vetro,3,0.6,5,0.5599999999999999,1.0,3,4,0.0,0.8680673527907048,0.6148611080826012
gpt3.5_iter1,tagliere,vetro,3,0.6,5,0.5599999999999999,1.0,3,4,0.0,0.8680673527907048,0.6148611080826012
gpt3.5_iter2,tagliere,vetro,3,0.6,5,0.5599999999999999,1.0,3,4,0.0,0.8680673527907048,0.6148611080826012
gpt3.5_iter3,tagliere,vetro,4,0.4,5,0.5599999999999999,1.0,3,4,0.0,0.8680673527907048,0.6148611080826012
gpt3.5_iter4,tagliere,vetro,3,0.6,5,0.5599999999999999,1.0,3,4,0.0,0.8680673527907048,0.6148611080826012
gpt3.5_iter0,tagliere,marmo,4,0.4,5,0.44000000000000006,1.0,3,4,0.0,1.8755422764455538,1.7685434754866458
gpt3.5_iter1,tagliere,marmo,4,0.4,5,0.44000000000000006,1.0,3,4,0.0,1.8755422764455538,1.7685434754866458
gpt3.5_iter2,tagliere,marmo,4,0.4,5,0.44000000000000006,1.0,3,4,0.0,1.8755422764455538,1.7685434754866458
gpt3.5_iter3,tagliere,marmo,3,0.6,5,0.44000000000000006,1.0,3,4,0.0,1.8755422764455538,1.7685434754866458
gpt3.5_iter4,tagliere,marmo,4,0.4,5,0.44000000000000006,1.0,3,4,0.0,1.8755422764455538,1.7685434754866458
gpt3.5_iter0,tagliere,bambù,5,0.19999999999999996,5,0.19999999999999996,1.0,5,5,0.0,0.10068085735740825,0.10068085735740825
gpt3.5_iter1,tagliere,bambù,5,0.19999999999999996,5,0.19999999999999996,1.0,5,5,0.0,0.10068085735740825,0.10068085735740825
gpt3.5_iter2,tagliere,bambù,5,0.19999999999999996,5,0.19999999999999996,1.0,5,5,0.0,0.10068085735740825,0.10068085735740825
gpt3.5_iter3,tagliere,bambù,5,0.19999999999999996,5,0.19999999999999996,1.0,5,5,0.0,0.10068085735740825,0.10068085735740825
gpt3.5_iter4,tagliere,bambù,5,0.19999999999999996,5,0.19999999999999996,1.0,5,5,0.0,0.10068085735740825,0.10068085735740825
gpt3.5_iter0,bicicletta,mountain bike,1,1.0,5,1.0,1.0,1,1,1.0,1.0,1.0
gpt3.5_iter1,bicicletta,mountain bike,1,1.0,5,1.0,1.0,1,1,1.0,1.0,1.0
gpt3.5_iter2,bicicletta,mountain bike,1,1.0,5,1.0,1.0,1,1,1.0,1.0,1.0
gpt3.5_iter3,bicicletta,mountain bike,1,1.0,5,1.0,1.0,1,1,1.0,1.0,1.0
gpt3.5_iter4,bicicletta,mountain bike,1,1.0,5,1.0,1.0,1,1,1.0,1.0,1.0
gpt3.5_iter0,bicicletta,bici da corsa,2,0.9565217391304348,5,0.9408281573498964,1.0,2,2,0.0,0.5627048688069557,0.10025884372280375
gpt3.5_iter1,bicicletta,bici da corsa,2,0.9642857142857143,5,0.9408281573498964,1.0,2,2,0.0,0.5627048688069557,0.10025884372280375
gpt3.5_iter2,bicicletta,bici da corsa,2,0.9333333333333333,5,0.9408281573498964,1.0,2,2,0.0,0.5627048688069557,0.10025884372280375
gpt3.5_iter3,bicicletta,bici da corsa,2,0.9166666666666666,5,0.9408281573498964,1.0,2,2,0.0,0.5627048688069557,0.10025884372280375
gpt3.5_iter4,bicicletta,bici da corsa,2,0.9333333333333333,5,0.9408281573498964,1.0,2,2,0.0,0.5627048688069557,0.10025884372280375
gpt3.5_iter0,bicicletta,bici da città,3,0.9130434782608696,5,0.8683229813664598,1.0,3,4,0.0,0.28894402585782236,0.19270383546351258
gpt3.5_iter1,bicicletta,bici da città,3,0.9285714285714286,5,0.8683229813664598,1.0,3,4,0.0,0.28894402585782236,0.19270383546351258
gpt3.5_iter2,bicicletta,bici da città,3,0.8666666666666667,5,0.8683229813664598,1.0,3,4,0.0,0.28894402585782236,0.19270383546351258
gpt3.5_iter3,bicicletta,bici da città,3,0.8333333333333334,5,0.8683229813664598,1.0,3,4,0.0,0.28894402585782236,0.19270383546351258
gpt3.5_iter4,bicicletta,bici da città,4,0.8,5,0.8683229813664598,1.0,3,4,0.0,0.28894402585782236,0.19270383546351258
gpt3.5_iter0,bicicletta,bici pieghevole,4,0.8695652173913043,5,0.8358178053830227,1.0,3,4,0.0,0.2058657952941294,0.12337009165798096
gpt3.5_iter1,bicicletta,bici pieghevole,4,0.8928571428571429,5,0.8358178053830227,1.0,3,4,0.0,0.2058657952941294,0.12337009165798096
gpt3.5_iter2,bicicletta,bici pieghevole,4,0.8,5,0.8358178053830227,1.0,3,4,0.0,0.2058657952941294,0.12337009165798096
gpt3.5_iter3,bicicletta,bici pieghevole,4,0.75,5,0.8358178053830227,1.0,3,4,0.0,0.2058657952941294,0.12337009165798096
gpt3.5_iter4,bicicletta,bici pieghevole,3,0.8666666666666667,5,0.8358178053830227,1.0,3,4,0.0,0.2058657952941294,0.12337009165798096
gpt3.5_iter0,bicicletta,bici elettrica,5,0.8260869565217391,4,0.6999741200828158,0.8,5,8,0.0,0.023891868426123147,0.1662035533116938
gpt3.5_iter1,bicicletta,bici elettrica,5,0.8571428571428572,4,0.6999741200828158,0.8,5,8,0.0,0.023891868426123147,0.1662035533116938
gpt3.5_iter3,bicicletta,bici elettrica,6,0.5833333333333333,4,0.6999741200828158,0.8,5,8,0.0,0.023891868426123147,0.1662035533116938
gpt3.5_iter4,bicicletta,bici elettrica,8,0.5333333333333333,4,0.6999741200828158,0.8,5,8,0.0,0.023891868426123147,0.1662035533116938
gpt3.5_iter0,bicicletta,triciclo,6,0.782608695652174,1,0.782608695652174,0.2,6,6,0.0,0.4,0.021320880647142576
gpt3.5_iter0,bicicletta,tandem,7,0.7391304347826086,1,0.7391304347826086,0.2,7,7,0.0,0.2,0.02005176874456075
gpt3.5_iter0,bicicletta,bmx,8,0.6956521739130435,1,0.6956521739130435,0.2,8,8,0.0,0.2,0.02005176874456075
gpt3.5_iter0,bicicletta,fat bike,9,0.6521739130434783,1,0.6521739130434783,0.2,9,9,0.0,0.2,0.02005176874456075
gpt3.5_iter0,bicicletta,bici da bambino,10,0.6086956521739131,5,0.6993581780538303,1.0,5,10,0.0,0.06380123667342306,0.2754319111141826
gpt3.5_iter1,bicicletta,bici da bambino,6,0.8214285714285714,5,0.6993581780538303,1.0,5,10,0.0,0.06380123667342306,0.2754319111141826
gpt3.5_iter2,bicicletta,bici da bambino,6,0.6666666666666667,5,0.6993581780538303,1.0,5,10,0.0,0.06380123667342306,0.2754319111141826
gpt3.5_iter3,bicicletta,bici da bambino,5,0.6666666666666667,5,0.6993581780538303,1.0,5,10,0.0,0.06380123667342306,0.2754319111141826
gpt3.5_iter4,bicicletta,bici da bambino,5,0.7333333333333334,5,0.6993581780538303,1.0,5,10,0.0,0.06380123667342306,0.2754319111141826
gpt3.5_iter0,bicicletta,bici da turismo,11,0.5652173913043479,2,0.6159420289855073,0.4,6,11,0.0,2.0260392434854057e-06,0.08337912262037142
gpt3.5_iter4,bicicletta,bici da turismo,6,0.6666666666666667,2,0.6159420289855073,0.4,6,11,0.0,2.0260392434854057e-06,0.08337912262037142
gpt3.5_iter0,bicicletta,bici da cicloturismo,12,0.5217391304347826,3,0.415976535541753,0.6,11,12,0.0,3.3090427639572864e-06,0.06481848630144428
gpt3.5_iter1,bicicletta,bici da cicloturismo,11,0.6428571428571428,3,0.415976535541753,0.6,11,12,0.0,3.3090427639572864e-06,0.06481848630144428
gpt3.5_iter3,bicicletta,bici da cicloturismo,12,0.08333333333333337,3,0.415976535541753,0.6,11,12,0.0,3.3090427639572864e-06,0.06481848630144428
gpt3.5_iter0,bicicletta,bici da triathlon,13,0.4782608695652174,5,0.5527950310559007,1.0,7,13,0.0,0.01848286361662641,0.24215141769697496
gpt3.5_iter1,bicicletta,bici da triathlon,7,0.7857142857142857,5,0.5527950310559007,1.0,7,13,0.0,0.01848286361662641,0.24215141769697496
gpt3.5_iter2,bicicletta,bici da triathlon,8,0.5333333333333333,5,0.5527950310559007,1.0,7,13,0.0,0.01848286361662641,0.24215141769697496
gpt3.5_iter3,bicicletta,bici da triathlon,7,0.5,5,0.5527950310559007,1.0,7,13,0.0,0.01848286361662641,0.24215141769697496
gpt3.5_iter4,bicicletta,bici da triathlon,9,0.4666666666666667,5,0.5527950310559007,1.0,7,13,0.0,0.01848286361662641,0.24215141769697496
gpt3.5_iter0,bicicletta,bici da pista,14,0.4347826086956522,4,0.4259575569358178,0.8,10,14,0.0,0.0003139677543543748,0.11488746176055015
gpt3.5_iter1,bicicletta,bici da pista,14,0.5357142857142857,4,0.4259575569358178,0.8,10,14,0.0,0.0003139677543543748,0.11488746176055015
gpt3.5_iter2,bicicletta,bici da pista,11,0.33333333333333337,4,0.4259575569358178,0.8,10,14,0.0,0.0003139677543543748,0.11488746176055015
gpt3.5_iter4,bicicletta,bici da pista,10,0.4,4,0.4259575569358178,0.8,10,14,0.0,0.0003139677543543748,0.11488746176055015
gpt3.5_iter0,bicicletta,bici da downhill,15,0.3913043478260869,5,0.3944513457556936,1.0,9,15,0.0,0.004800941182566183,0.19316718785697642
gpt3.5_iter1,bicicletta,bici da downhill,9,0.7142857142857143,5,0.3944513457556936,1.0,9,15,0.0,0.004800941182566183,0.19316718785697642
gpt3.5_iter2,bicicletta,bici da downhill,12,0.2666666666666667,5,0.3944513457556936,1.0,9,15,0.0,0.004800941182566183,0.19316718785697642
gpt3.5_iter3,bicicletta,bici da downhill,9,0.33333333333333337,5,0.3944513457556936,1.0,9,15,0.0,0.004800941182566183,0.19316718785697642
gpt3.5_iter4,bicicletta,bici da downhill,12,0.2666666666666667,5,0.3944513457556936,1.0,9,15,0.0,0.004800941182566183,0.19316718785697642
gpt3.5_iter0,bicicletta,bici da freestyle,16,0.34782608695652173,3,0.32546583850931676,0.6,13,17,0.0,2.116164598197314e-07,0.07883805952639308
gpt3.5_iter1,bicicletta,bici da freestyle,17,0.4285714285714286,3,0.32546583850931676,0.6,13,17,0.0,2.116164598197314e-07,0.07883805952639308
gpt3.5_iter2,bicicletta,bici da freestyle,13,0.19999999999999996,3,0.32546583850931676,0.6,13,17,0.0,2.116164598197314e-07,0.07883805952639308
gpt3.5_iter0,bicicletta,bici da gravel,17,0.30434782608695654,5,0.3799171842650103,1.0,9,17,0.0,0.004494618880685082,0.22870991326845258
gpt3.5_iter1,bicicletta,bici da gravel,10,0.6785714285714286,5,0.3799171842650103,1.0,9,17,0.0,0.004494618880685082,0.22870991326845258
gpt3.5_iter2,bicicletta,bici da gravel,9,0.4666666666666667,5,0.3799171842650103,1.0,9,17,0.0,0.004494618880685082,0.22870991326845258
gpt3.5_iter3,bicicletta,bici da gravel,10,0.25,5,0.3799171842650103,1.0,9,17,0.0,0.004494618880685082,0.22870991326845258
gpt3.5_iter4,bicicletta,bici da gravel,13,0.19999999999999996,5,0.3799171842650103,1.0,9,17,0.0,0.004494618880685082,0.22870991326845258
gpt3.5_iter0,bicicletta,bici da cross,18,0.26086956521739135,2,0.3625776397515528,0.4,16,18,0.0,2.0999745540276681e-16,0.04633432875741445
gpt3.5_iter1,bicicletta,bici da cross,16,0.4642857142857143,2,0.3625776397515528,0.4,16,18,0.0,2.0999745540276681e-16,0.04633432875741445
gpt3.5_iter0,bicicletta,bici da trial,19,0.21739130434782605,3,0.2835748792270531,0.6,14,19,0.0,8.488716867737684e-08,0.09146649193676926
gpt3.5_iter1,bicicletta,bici da trial,15,0.5,3,0.2835748792270531,0.6,14,19,0.0,8.488716867737684e-08,0.09146649193676926
gpt3.5_iter2,bicicletta,bici da trial,14,0.1333333333333333,3,0.2835748792270531,0.6,14,19,0.0,8.488716867737684e-08,0.09146649193676926
gpt3.5_iter0,bicicletta,bici da salto,20,0.17391304347826086,2,0.2833850931677019,0.4,18,20,0.0,2.11085992849964e-18,0.045596284081910916
gpt3.5_iter1,bicicletta,bici da salto,18,0.3928571428571429,2,0.2833850931677019,0.4,18,20,0.0,2.11085992849964e-18,0.045596284081910916
gpt3.5_iter0,bicicletta,bici da città con cestino,21,0.13043478260869568,1,0.13043478260869568,0.2,21,21,0.0,0.2,0.02005176874456075
gpt3.5_iter0,bicicletta,bici da cargo,22,0.08695652173913049,2,0.1863354037267081,0.4,21,22,0.0,2.3172809755018893e-21,0.04242446226745496
gpt3.5_iter1,bicicletta,bici da cargo,21,0.2857142857142857,2,0.1863354037267081,0.4,21,22,0.0,2.3172809755018893e-21,0.04242446226745496
gpt3.5_iter0,bicicletta,bici da spinning,23,0.04347826086956519,1,0.04347826086956519,0.2,23,23,0.0,0.2,0.02005176874456075
gpt3.5_iter1,bicicletta,bici da bmx,8,0.75,4,0.525,0.8,7,11,0.0,0.003971870697799582,0.15032252498656987
gpt3.5_iter2,bicicletta,bici da bmx,7,0.6,4,0.525,0.8,7,11,0.0,0.003971870697799582,0.15032252498656987
gpt3.5_iter3,bicicletta,bici da bmx,8,0.41666666666666663,4,0.525,0.8,7,11,0.0,0.003971870697799582,0.15032252498656987
gpt3.5_iter4,bicicletta,bici da bmx,11,0.33333333333333337,4,0.525,0.8,7,11,0.0,0.003971870697799582,0.15032252498656987
gpt3.5_iter1,bicicletta,bici da trekking,12,0.6071428571428572,4,0.39345238095238094,0.8,5,15,0.0,0.009456725431477665,0.19522760023694116
gpt3.5_iter2,bicicletta,bici da trekking,5,0.7333333333333334,4,0.39345238095238094,0.8,5,15,0.0,0.009456725431477665,0.19522760023694116
gpt3.5_iter3,bicicletta,bici da trekking,11,0.16666666666666663,4,0.39345238095238094,0.8,5,15,0.0,0.009456725431477665,0.19522760023694116
gpt3.5_iter4,bicicletta,bici da trekking,15,0.06666666666666665,4,0.39345238095238094,0.8,5,15,0.0,0.009456725431477665,0.19522760023694116
gpt3.5_iter1,bicicletta,bici da strada,13,0.5714285714285714,2,0.5857142857142856,0.4,7,13,0.0,2.0312650050195538e-07,0.08337912262037142
gpt3.5_iter4,bicicletta,bici da strada,7,0.6,2,0.5857142857142856,0.4,7,13,0.0,2.0312650050195538e-07,0.08337912262037142
gpt3.5_iter1,bicicletta,bici da triciclo,19,0.3571428571428571,1,0.3571428571428571,0.2,19,19,0.0,0.2,0.02005176874456075
gpt3.5_iter1,bicicletta,bici da tandem,20,0.3214285714285714,1,0.3214285714285714,0.2,20,20,0.0,0.2,0.02005176874456075
gpt3.5_iter1,bicicletta,bici da fixie,22,0.25,1,0.25,0.2,22,22,0.0,0.2,0.02005176874456075
gpt3.5_iter1,bicicletta,bici da cruiser,23,0.2142857142857143,1,0.2142857142857143,0.2,23,23,0.0,0.2,0.02005176874456075
gpt3.5_iter1,bicicletta,bici da beach,24,0.1785714285714286,1,0.1785714285714286,0.2,24,24,0.0,0.2,0.02005176874456075
gpt3.5_iter1,bicicletta,bici da fat,25,0.1428571428571429,1,0.1428571428571429,0.2,25,25,0.0,0.2,0.02005176874456075
gpt3.5_iter1,bicicletta,bici da chopper,26,0.1071428571428571,1,0.1071428571428571,0.2,26,26,0.0,0.2,0.02005176874456075
gpt3.5_iter1,bicicletta,bici da recumbent,27,0.0714285714285714,1,0.0714285714285714,0.2,27,27,0.0,0.2,0.02005176874456075
gpt3.5_iter1,bicicletta,bici da handbike,28,0.0357142857142857,1,0.0357142857142857,0.2,28,28,0.0,0.2,0.02005176874456075
gpt3.5_iter2,bicicletta,bici da ciclocross,10,0.4,2,0.26666666666666666,0.4,10,14,0.0,2.0472840309741821e-10,0.060742880094243695
gpt3.5_iter4,bicicletta,bici da ciclocross,14,0.1333333333333333,2,0.26666666666666666,0.4,10,14,0.0,2.0472840309741821e-10,0.060742880094243695
gpt3.5_iter2,bicicletta,bici da e-bike,15,0.06666666666666665,1,0.06666666666666665,0.2,15,15,0.0,0.2,0.02005176874456075
gpt3.5_iter0,basilico,genovese,1,1.0,5,1.0,1.0,1,1,1.0,1.0,1.0
gpt3.5_iter1,basilico,genovese,1,1.0,5,1.0,1.0,1,1,1.0,1.0,1.0
gpt3.5_iter2,basilico,genovese,1,1.0,5,1.0,1.0,1,1,1.0,1.0,1.0
gpt3.5_iter3,basilico,genovese,1,1.0,5,1.0,1.0,1,1,1.0,1.0,1.0
gpt3.5_iter4,basilico,genovese,1,1.0,5,1.0,1.0,1,1,1.0,1.0,1.0
gpt3.5_iter0,basilico,napoletano,2,0.962962962962963,5,0.9289685637054058,1.0,2,2,0.0,0.5627048688069557,0.10025884372280375
gpt3.5_iter1,basilico,napoletano,2,0.9473684210526316,5,0.9289685637054058,1.0,2,2,0.0,0.5627048688069557,0.10025884372280375
gpt3.5_iter2,basilico,napoletano,2,0.8,5,0.9289685637054058,1.0,2,2,0.0,0.5627048688069557,0.10025884372280375
gpt3.5_iter3,basilico,napoletano,2,0.9615384615384616,5,0.9289685637054058,1.0,2,2,0.0,0.5627048688069557,0.10025884372280375
gpt3.5_iter4,basilico,napoletano,2,0.972972972972973,5,0.9289685637054058,1.0,2,2,0.0,0.5627048688069557,0.10025884372280375
gpt3.5_iter0,basilico,thai,3,0.9259259259259259,5,0.8579371274108116,1.0,3,3,0.0,0.316636769379074,0.10025884372280375
gpt3.5_iter1,basilico,thai,3,0.8947368421052632,5,0.8579371274108116,1.0,3,3,0.0,0.316636769379074,0.10025884372280375
gpt3.5_iter2,basilico,thai,3,0.6,5,0.8579371274108116,1.0,3,3,0.0,0.316636769379074,0.10025884372280375
gpt3.5_iter3,basilico,thai,3,0.9230769230769231,5,0.8579371274108116,1.0,3,3,0.0,0.316636769379074,0.10025884372280375
gpt3.5_iter4,basilico,thai,3,0.9459459459459459,5,0.8579371274108116,1.0,3,3,0.0,0.316636769379074,0.10025884372280375
gpt3.5_iter0,basilico,limone,4,0.8888888888888888,5,0.7869056911162173,1.0,4,4,0.0,0.17931782966598,0.1003848252279525
gpt3.5_iter1,basilico,limone,4,0.8421052631578947,5,0.7869056911162173,1.0,4,4,0.0,0.17931782966598,0.1003848252279525
gpt3.5_iter2,basilico,limone,4,0.4,5,0.7869056911162173,1.0,4,4,0.0,0.17931782966598,0.1003848252279525
gpt3.5_iter3,basilico,limone,4,0.8846153846153846,5,0.7869056911162173,1.0,4,4,0.0,0.17931782966598,0.1003848252279525
gpt3.5_iter4,basilico,limone,4,0.9189189189189189,5,0.7869056911162173,1.0,4,4,0.0,0.17931782966598,0.1003848252279525
gpt3.5_iter0,basilico,cannella,5,0.8518518518518519,5,0.6842953074532021,1.0,5,8,0.0,0.08377975980890581,0.2349846960386699
gpt3.5_iter1,basilico,cannella,8,0.631578947368421,5,0.6842953074532021,1.0,5,8,0.0,0.08377975980890581,0.2349846960386699
gpt3.5_iter2,basilico,cannella,5,0.19999999999999996,5,0.6842953074532021,1.0,5,8,0.0,0.08377975980890581,0.2349846960386699
gpt3.5_iter3,basilico,cannella,5,0.8461538461538461,5,0.6842953074532021,1.0,5,8,0.0,0.08377975980890581,0.2349846960386699
gpt3.5_iter4,basilico,cannella,5,0.8918918918918919,5,0.6842953074532021,1.0,5,8,0.0,0.08377975980890581,0.2349846960386699
gpt3.5_iter0,basilico,menta,6,0.8148148148148149,3,0.7162743039936023,0.6,6,10,0.0,0.0012795108765594047,0.13151410800117308
gpt3.5_iter1,basilico,menta,10,0.5263157894736843,3,0.7162743039936023,0.6,6,10,0.0,0.0012795108765594047,0.13151410800117308
gpt3.5_iter3,basilico,menta,6,0.8076923076923077,3,0.7162743039936023,0.6,6,10,0.0,0.0012795108765594047,0.13151410800117308
gpt3.5_iter0,basilico,rosmarino,7,0.7777777777777778,3,0.6033888139151297,0.6,7,15,0.0,0.00040313453684747433,0.1721131653817634
gpt3.5_iter1,basilico,rosmarino,15,0.26315789473684215,3,0.6033888139151297,0.6,7,15,0.0,0.00040313453684747433,0.1721131653817634
gpt3.5_iter3,basilico,rosmarino,7,0.7692307692307692,3,0.6033888139151297,0.6,7,15,0.0,0.00040313453684747433,0.1721131653817634
gpt3.5_iter0,basilico,prezzemolo,8,0.7407407407407407,3,0.6133103413805169,0.6,8,13,0.0,0.00012784389593822185,0.12705070855707853
