concept	n_concept	n_concept_list	category	concept_eng	list	exemplar	count	avg_rank_order	dominance	min_rank	max_rank	first_occur	availability_montefinese	availability	outliers	exemplar_string
CUCCHIAIO	52	8	KITCHENWARE	spoon	9	CUCCHIAIO_da gelato	4	3.75	0.125	2	7	0.0	0.03248214750591438	0.05562709204654853	False	cucchiaio da gelato
CUCCHIAIO	52	8	KITCHENWARE	spoon	9	CUCCHIAIO_da minestra	4	2.5	0.125	1	6	0.0625	0.07769363722126264	0.08536070278842905	False	cucchiaio da minestra
CUCCHIAIO	52	8	KITCHENWARE	spoon	9	CUCCHIAIO_da tavola	4	3.0	0.125	2	4	0.0	0.0353011165052322	0.0353011165052322	False	cucchiaio da tavola
CUCCHIAIO	52	8	KITCHENWARE	spoon	9	CUCCHIAIO_da tè	13	2.538461538461538	0.40625	1	6	0.125	0.3142362472511766	0.2430827539379466	False	cucchiaio da tè
CUCCHIAIO	52	8	KITCHENWARE	spoon	9	CUCCHIAIO_da zuppa	5	2.8	0.15625	1	5	0.0625	0.08109589577733611	0.08109589577733611	False	cucchiaio da zuppa
CUCCHIAIO	52	8	KITCHENWARE	spoon	9	CUCCHIAIO_di acciaio	4	2.25	0.125	1	5	0.0625	0.07847297408072797	0.08321761601655499	False	cucchiaio di acciaio
CUCCHIAIO	52	8	KITCHENWARE	spoon	9	CUCCHIAIO_di legno	11	2.636363636363636	0.34375	1	6	0.125	0.2546791894012841	0.210764569315958	False	cucchiaio di legno
CUCCHIAIO	52	8	KITCHENWARE	spoon	9	CUCCHIAIO_grande	4	1.5	0.125	1	2	0.0625	0.09153493877255696	0.06876617773267524	False	cucchiaio grande
CUCCHIAIO	52	8	KITCHENWARE	spoon	9	CUCCHIAIO_mestolo	4	3.0	0.125	1	6	0.03125	0.0531878585774717	0.06656442282232013	False	mestolo
CUCINA	53	13	HOUSING BUILDINGS	kitchen	9	CUCINA_a gas	4	3.5	0.125	1	8	0.0625	0.06577901608403623	0.0772947319874044	False	cucina a gas
CUCINA	53	13	HOUSING BUILDINGS	kitchen	9	CUCINA_ad angolo	6	1.666666666666667	0.1875	1	3	0.09375	0.1456589478780739	0.1166728869525284	False	cucina ad angolo
CUCINA	53	13	HOUSING BUILDINGS	kitchen	9	CUCINA_ad isola	6	2.666666666666667	0.1875	1	4	0.03125	0.09888260744430873	0.07329533786144127	False	cucina ad isola
CUCINA	53	13	HOUSING BUILDINGS	kitchen	9	CUCINA_cinese	10	4.1	0.3125	2	9	0.0	0.161546962909326	0.1509519236883308	False	cucina cinese
CUCINA	53	13	HOUSING BUILDINGS	kitchen	9	CUCINA_etnica	7	5.571428571428571	0.21875	1	12	0.03125	0.06597473921903456	0.1011991296242471	False	cucina etnica
CUCINA	53	13	HOUSING BUILDINGS	kitchen	9	CUCINA_giapponese	9	4.777777777777778	0.28125	2	9	0.0	0.1180159736178383	0.1180159736178383	False	cucina giapponese
CUCINA	53	13	HOUSING BUILDINGS	kitchen	9	CUCINA_indiana	5	7.0	0.15625	3	13	0.0	0.0153807175683749	0.05910452267997339	False	cucina indiana
CUCINA	53	13	HOUSING BUILDINGS	kitchen	9	CUCINA_italiana	15	3.066666666666667	0.46875	1	10	0.21875	0.3592073276242332	0.3250605183922499	False	cucina italiana
CUCINA	53	13	HOUSING BUILDINGS	kitchen	9	CUCINA_moderna	6	4.166666666666667	0.1875	1	8	0.03125	0.07838224513116444	0.09241029741011728	False	cucina moderna
CUCINA	53	13	HOUSING BUILDINGS	kitchen	9	CUCINA_regionale	5	6.2	0.15625	2	13	0.0	0.037582575309627	0.07709953889125169	False	cucina regionale
CUCINA	53	13	HOUSING BUILDINGS	kitchen	9	CUCINA_tradizionale	5	3.4	0.15625	1	9	0.03125	0.07662807321054996	0.09885115143974137	False	cucina tradizionale
CUCINA	53	13	HOUSING BUILDINGS	kitchen	9	CUCINA_vegana	5	6.0	0.15625	1	15	0.03125	0.05296963908844715	0.08875816083106093	False	cucina vegana
CUCINA	53	13	HOUSING BUILDINGS	kitchen	9	CUCINA_vegetariana	8	4.875	0.25	2	14	0.0	0.09871117349549788	0.1437283178581094	False	cucina vegetariana
CUORE	54	11	BODY PARTS	heart	4	CUORE_anatomico	7	1.142857142857143	0.21875	1	2	0.1875	0.2087995520685577	0.1906330888663376	False	cuore anatomico
CUORE	54	11	BODY PARTS	heart	4	CUORE_animale	6	3.166666666666667	0.1875	2	5	0.0	0.07986954589835037	0.06702248605279587	False	cuore animale
CUORE	54	11	BODY PARTS	heart	4	CUORE_di pietra	4	3.5	0.125	1	6	0.03125	0.04789914191571212	0.05907374735427032	False	cuore di pietra
CUORE	54	11	BODY PARTS	heart	4	CUORE_disegnato	4	2.0	0.125	1	3	0.03125	0.06702916012876603	0.05417288695252845	False	cuore disegnato
CUORE	54	11	BODY PARTS	heart	4	CUORE_spezzato	4	1.0	0.125	1	1	0.125	0.125	0.125	False	cuore spezzato
CUORE	54	11	BODY PARTS	heart	4	CUORE_umano	11	1.909090909090909	0.34375	1	3	0.15625	0.2848188058448241	0.1885721535515413	False	cuore umano
CUSCINO	55	14	FURNISHINGS/FITTINGS	pillow	4	CUSCINO_da cervicale	4	4.75	0.125	3	8	0.0	0.01508987462456621	0.04392454160114544	False	cuscino da cervicale
CUSCINO	55	14	FURNISHINGS/FITTINGS	pillow	4	CUSCINO_da divano	10	4.0	0.3125	2	8	0.0	0.162343412660331	0.13909508653752	False	cuscino da divano
CUSCINO	55	14	FURNISHINGS/FITTINGS	pillow	4	CUSCINO_da letto	5	2.0	0.15625	1	3	0.0625	0.0998743252364082	0.07866107677577065	False	cuscino da letto
CUSCINO	55	14	FURNISHINGS/FITTINGS	pillow	4	CUSCINO_da viaggio	4	4.25	0.125	1	8	0.03125	0.03959565326835716	0.0589767239699546	False	cuscino da viaggio
CUSCINO	55	14	FURNISHINGS/FITTINGS	pillow	4	CUSCINO_di lattice	7	2.285714285714286	0.21875	1	4	0.0625	0.1440289419527679	0.1081564703513127	False	cuscino di lattice
CUSCINO	55	14	FURNISHINGS/FITTINGS	pillow	4	CUSCINO_di piuma	14	2.642857142857143	0.4375	1	7	0.125	0.3418792372748763	0.2781574516308093	False	cuscino di piuma
CUSCINO	55	14	FURNISHINGS/FITTINGS	pillow	4	CUSCINO_duro	6	3.833333333333333	0.1875	3	6	0.0	0.0562179085342456	0.0562179085342456	False	cuscino duro
CUSCINO	55	14	FURNISHINGS/FITTINGS	pillow	4	CUSCINO_ergonomico	4	3.0	0.125	1	4	0.03125	0.04426039908888429	0.04426039908888429	False	cuscino ergonomico
CUSCINO	55	14	FURNISHINGS/FITTINGS	pillow	4	CUSCINO_guanciale	4	3.0	0.125	1	6	0.0625	0.06630925670132178	0.07349491864945501	False	guanciale
CUSCINO	55	14	FURNISHINGS/FITTINGS	pillow	4	CUSCINO_in memory foam	13	1.538461538461538	0.40625	1	3	0.25	0.369997418196802	0.2859508748619615	False	cuscino in memory foam
CUSCINO	55	14	FURNISHINGS/FITTINGS	pillow	4	CUSCINO_morbido	6	2.833333333333333	0.1875	1	5	0.03125	0.1003589308979568	0.09026975918332732	False	cuscino morbido
CUSCINO	55	14	FURNISHINGS/FITTINGS	pillow	4	CUSCINO_ortopedico	6	2.666666666666667	0.1875	1	7	0.0625	0.1163868156393127	0.1227496623897316	False	cuscino ortopedico
CUSCINO	55	14	FURNISHINGS/FITTINGS	pillow	4	CUSCINO_quadrato	5	4.0	0.15625	1	7	0.03125	0.05715749051442812	0.07017430458402131	False	cuscino quadrato
DELFINO	56	12	ANIMALS	dolphin	6	DELFINO_bianco	4	1.75	0.125	1	2	0.03125	0.07480240815883546	0.04064926659901285	False	delfino bianco
DELFINO	56	12	ANIMALS	dolphin	6	DELFINO_comune	8	1.625	0.25	1	6	0.21875	0.2247945813937623	0.2218830888663376	False	delfino comune
DELFINO	56	12	ANIMALS	dolphin	6	DELFINO_orca	10	2.6	0.3125	1	5	0.03125	0.2155137979382147	0.1476634305715183	False	orca
DELFINO	56	12	ANIMALS	dolphin	6	DELFINO_rosa	4	1.25	0.125	1	2	0.09375	0.1082674693862785	0.09688308886633762	False	delfino rosa
DIVANO	57	9	FURNITURE	sofa	1	DIVANO_a due posti	14	1.928571428571429	0.4375	1	6	0.21875	0.3802567431026299	0.3257009846224855	False	divano a due posti
DIVANO	57	9	FURNITURE	sofa	1	DIVANO_a tre posti	9	2.666666666666667	0.28125	2	7	0.0	0.1872448089992727	0.1667474227325204	False	divano a tre posti
DIVANO	57	9	FURNITURE	sofa	1	DIVANO_ad angolo	9	2.888888888888889	0.28125	1	8	0.09375	0.18877634751504	0.1814011615697828	False	divano ad angolo
DIVANO	57	9	FURNITURE	sofa	1	DIVANO_componibile	4	3.5	0.125	1	5	0.03125	0.03897168242712472	0.04551890460214377	False	divano componibile
DIVANO	57	9	FURNITURE	sofa	1	DIVANO_con contenitore	4	6.0	0.125	4	7	0.0	0.004437496435361375	0.02075784138180118	False	divano con contenitore
DIVANO	57	9	FURNITURE	sofa	1	DIVANO_con isola	6	2.0	0.1875	1	5	0.09375	0.1381682724100241	0.1320521431667724	False	divano con isola
DIVANO	57	9	FURNITURE	sofa	1	DIVANO_con penisola	11	3.909090909090909	0.34375	1	8	0.03125	0.1935937390073496	0.1592055444010715	False	divano con penisola
DIVANO	57	9	FURNITURE	sofa	1	DIVANO_in pelle	10	3.3	0.3125	1	6	0.0625	0.1928025803082894	0.1486357236310256	False	divano in pelle
DIVANO	57	9	FURNITURE	sofa	1	DIVANO_in stoffa	5	4.8	0.15625	2	7	0.0	0.03259661733327964	0.04882742054372052	False	divano in stoffa
DIVANO	57	9	FURNITURE	sofa	1	DIVANO_letto	21	3.190476190476191	0.65625	1	8	0.25	0.5258334440728623	0.3984405246610223	False	divano letto
DIVANO	57	9	FURNITURE	sofa	1	DIVANO_reclinabile	4	5.75	0.125	3	11	0.0	0.01417924104151642	0.05248321575361591	False	divano reclinabile
EDERA	58	16	PLANTS	ivy	11	EDERA_comune	4	2.25	0.125	1	4	0.0625	0.07237731022254668	0.07237731022254668	False	edera comune
EDERA	58	16	PLANTS	ivy	11	EDERA_rampicante	10	1.3	0.3125	1	3	0.25	0.2929473387625248	0.263027987909433	False	edera rampicante
EDERA	58	16	PLANTS	ivy	11	EDERA_velenosa	11	1.454545454545455	0.34375	1	2	0.1875	0.311645875391146	0.2031654443316881	False	edera velenosa
ELEFANTE	59	14	ANIMALS	elephant	12	ELEFANTE_africano	23	1.652173913043478	0.71875	1	4	0.375	0.6737280782362656	0.5077612866689836	False	elefante africano
ELEFANTE	59	14	ANIMALS	elephant	12	ELEFANTE_asiatico	8	2.25	0.25	1	5	0.0625	0.1770875727638584	0.1458660965103025	False	elefante asiatico
ELEFANTE	59	14	ANIMALS	elephant	12	ELEFANTE_indiano	14	1.642857142857143	0.4375	1	3	0.1875	0.3927153930509306	0.2598973821680055	False	elefante indiano
ELICOTTERO	60	13	VEHICLES	helicopter	1	ELICOTTERO_civile	5	3.0	0.15625	1	5	0.03125	0.06743042292755348	0.06743042292755348	False	elicottero civile
ELICOTTERO	60	13	VEHICLES	helicopter	1	ELICOTTERO_da guerra	4	1.75	0.125	1	3	0.0625	0.08376169074248754	0.07552798790943303	False	elicottero da guerra
ELICOTTERO	60	13	VEHICLES	helicopter	1	ELICOTTERO_del pronto soccorso	11	2.636363636363636	0.34375	1	5	0.03125	0.2427066893496256	0.1575583296146138	False	elicottero del pronto soccorso
ELICOTTERO	60	13	VEHICLES	helicopter	1	ELICOTTERO_militare	9	1.666666666666667	0.28125	1	3	0.15625	0.2383025897236211	0.1823059758188661	False	elicottero militare
ELICOTTERO	60	13	VEHICLES	helicopter	1	ELICOTTERO_privato	4	1.5	0.125	1	3	0.09375	0.1004942213562091	0.09688308886633762	False	elicottero privato
EVIDENZIATORE	61	6	STATIONERY	marker	7	EVIDENZIATORE_a punta fine	8	3.5	0.25	1	6	0.09375	0.1366436769321075	0.1196340523469788	False	evidenziatore a punta fine
EVIDENZIATORE	61	6	STATIONERY	marker	7	EVIDENZIATORE_a punta larga	8	3.75	0.25	2	7	0.0	0.1174129439613277	0.1059357771505107	False	evidenziatore a punta larga
EVIDENZIATORE	61	6	STATIONERY	marker	7	EVIDENZIATORE_arancione	4	5.0	0.125	3	7	0.0	0.00996935061212782	0.03113900096503421	False	evidenziatore arancione
EVIDENZIATORE	61	6	STATIONERY	marker	7	EVIDENZIATORE_blu	6	3.0	0.1875	2	6	0.0	0.08722337070039407	0.08722337070039407	False	evidenziatore blu
EVIDENZIATORE	61	6	STATIONERY	marker	7	EVIDENZIATORE_fluorescente	7	1.714285714285714	0.21875	1	4	0.125	0.1774940031802109	0.1571680276388946	False	evidenziatore fluorescente
EVIDENZIATORE	61	6	STATIONERY	marker	7	EVIDENZIATORE_giallo	11	1.636363636363636	0.34375	1	3	0.1875	0.3014427530788705	0.2234508748619615	False	evidenziatore giallo
EVIDENZIATORE	61	6	STATIONERY	marker	7	EVIDENZIATORE_pastello	6	2.833333333333333	0.1875	1	6	0.0625	0.1100513612763618	0.1100513612763618	False	evidenziatore pastello
EVIDENZIATORE	61	6	STATIONERY	marker	7	EVIDENZIATORE_ricaricabile	5	3.4	0.15625	1	7	0.03125	0.06192674826610087	0.07793549702517308	False	evidenziatore ricaricabile
EVIDENZIATORE	61	6	STATIONERY	marker	7	EVIDENZIATORE_rosa	4	3.25	0.125	1	4	0.03125	0.04064926659901285	0.04064926659901285	False	evidenziatore rosa
EVIDENZIATORE	61	6	STATIONERY	marker	7	EVIDENZIATORE_stabilo	6	1.5	0.1875	1	3	0.125	0.1571813339559825	0.138027987909433	False	evidenziatore stabilo
EVIDENZIATORE	61	6	STATIONERY	marker	7	EVIDENZIATORE_verde	11	3.090909090909091	0.34375	1	8	0.0625	0.2305448271330154	0.2017794555985841	False	evidenziatore verde
FELPA	62	3	CLOTHES	sweatshirt	4	FELPA_con cappuccio	30	2.066666666666667	0.9375	1	7	0.5	0.867693617450819	0.7102361638281329	False	felpa con cappuccio
FELPA	62	3	CLOTHES	sweatshirt	4	FELPA_con cerniera	20	2.3	0.625	1	7	0.1875	0.5414894994232491	0.4258436043161226	False	felpa con cerniera
FELPA	62	3	CLOTHES	sweatshirt	4	FELPA_di pile	5	4.0	0.15625	2	6	0.0	0.03794342728704652	0.04813929717127879	False	felpa di pile
FELPA	62	3	CLOTHES	sweatshirt	4	FELPA_girocollo	5	2.4	0.15625	1	4	0.0625	0.09122034288602351	0.08328364711895372	False	felpa girocollo
FELPA	62	3	CLOTHES	sweatshirt	4	FELPA_invernale	5	4.0	0.15625	2	6	0.0	0.03794342728704652	0.04813929717127879	False	felpa invernale
FELPA	62	3	CLOTHES	sweatshirt	4	FELPA_leggera	5	3.2	0.15625	2	4	0.0	0.04851014097221435	0.03427208983137183	False	felpa leggera
FELPA	62	3	CLOTHES	sweatshirt	4	FELPA_senza cappuccio	10	3.2	0.3125	2	5	0.0	0.1858221548064694	0.1075299001555417	False	felpa senza cappuccio
FELPA	62	3	CLOTHES	sweatshirt	4	FELPA_senza cerniera	4	5.5	0.125	3	8	0.0	0.01033735730726509	0.03534435506765522	False	felpa senza cerniera
FICUS	63	5	PLANTS	rubber plant	4	FICUS_benjamin	5	1.0	0.15625	1	1	0.15625	0.15625	0.15625	False	ficus benjamin
FINESTRA	64	10	HOUSING BUILDINGS	window	9	FINESTRA_a battente	6	2.166666666666667	0.1875	1	6	0.09375	0.1363383167105205	0.1363383167105205	False	finestra a battente
FINESTRA	64	10	HOUSING BUILDINGS	window	9	FINESTRA_a due ante	7	2.428571428571428	0.21875	1	4	0.0625	0.1372468592704886	0.1003832223212433	False	finestra a due ante
FINESTRA	64	10	HOUSING BUILDINGS	window	9	FINESTRA_a ribalta	4	3.75	0.125	1	8	0.0625	0.0641014319121481	0.07402890633876376	False	finestra a ribalta
FINESTRA	64	10	HOUSING BUILDINGS	window	9	FINESTRA_a una anta	12	2.333333333333333	0.375	1	4	0.125	0.2913658035358974	0.1872780019300684	False	finestra a una anta
FINESTRA	64	10	HOUSING BUILDINGS	window	9	FINESTRA_a vasistas	5	3.8	0.15625	1	7	0.03125	0.05852757502127269	0.07232176133419983	False	finestra a vasistas
FINESTRA	64	10	HOUSING BUILDINGS	window	9	FINESTRA_finestrino	6	3.0	0.1875	1	5	0.0625	0.09564042416596712	0.08666380364523918	False	finestrino
FINESTRA	64	10	HOUSING BUILDINGS	window	9	FINESTRA_in legno	4	2.25	0.125	1	3	0.03125	0.0592559120986966	0.04741107677577065	False	finestra in legno
FINESTRA	64	10	HOUSING BUILDINGS	window	9	FINESTRA_oblò	6	3.5	0.1875	2	5	0.0	0.06532175812194962	0.05164322983855197	False	oblò
FINESTRA	64	10	HOUSING BUILDINGS	window	9	FINESTRA_porta	9	2.333333333333333	0.28125	1	5	0.0625	0.2013310241899029	0.1557609955533979	False	portafinestra
FINESTRA	64	10	HOUSING BUILDINGS	window	9	FINESTRA_scorrevole	6	3.166666666666667	0.1875	1	5	0.03125	0.08411803808805857	0.07299833079545656	False	finestra scorrevole
FIORIERA	65	15	FURNISHINGS/FITTINGS	flowerpot	8	FIORIERA_da balcone	7	1.571428571428571	0.21875	1	3	0.125	0.182116573523394	0.1479228869525284	False	fioriera da balcone
FIORIERA	65	15	FURNISHINGS/FITTINGS	flowerpot	8	FIORIERA_in cemento	4	3.75	0.125	2	5	0.0	0.0222391518134032	0.03185343175236113	False	fioriera in cemento
FIORIERA	65	15	FURNISHINGS/FITTINGS	flowerpot	8	FIORIERA_in ceramica	4	2.75	0.125	1	4	0.03125	0.04787153157875573	0.04787153157875573	False	fioriera in ceramica
FIORIERA	65	15	FURNISHINGS/FITTINGS	flowerpot	8	FIORIERA_in legno	9	4.0	0.28125	2	6	0.0	0.1307017601633306	0.08948559407721265	False	fioriera in legno
FIORIERA	65	15	FURNISHINGS/FITTINGS	flowerpot	8	FIORIERA_in metallo	7	3.571428571428572	0.21875	1	8	0.03125	0.1035097573895128	0.1126004947859132	False	fioriera in metallo
FIORIERA	65	15	FURNISHINGS/FITTINGS	flowerpot	8	FIORIERA_in pietra	8	2.75	0.25	1	5	0.03125	0.1542333902362846	0.1177491853766401	False	fioriera in pietra
FIORIERA	65	15	FURNISHINGS/FITTINGS	flowerpot	8	FIORIERA_in plastica	13	3.846153846153846	0.40625	2	7	0.0	0.2436459401210065	0.1551913244027772	False	fioriera in plastica
FIORIERA	65	15	FURNISHINGS/FITTINGS	flowerpot	8	FIORIERA_in resina	5	3.6	0.15625	1	6	0.0625	0.07052918209216828	0.07555917799802016	False	fioriera in resina
FIORIERA	65	15	FURNISHINGS/FITTINGS	flowerpot	8	FIORIERA_in terracotta	11	2.090909090909091	0.34375	1	5	0.1875	0.2809605745069779	0.2369379589025785	False	fioriera in terracotta
FOGLIO	66	4	STATIONERY	sheet	12	FOGLIO_a quadretti	20	4.9	0.625	2	11	0.0	0.4112204322558812	0.3050447444228745	False	foglio a quadretti
FOGLIO	66	4	STATIONERY	sheet	12	FOGLIO_a righe	17	5.058823529411764	0.53125	1	12	0.125	0.3296584532794999	0.2819055040444371	False	foglio a righe
FOGLIO	66	4	STATIONERY	sheet	12	FOGLIO_a1	4	3.0	0.125	2	6	0.0	0.04422857599381961	0.06231593063261193	False	foglio A1
FOGLIO	66	4	STATIONERY	sheet	12	FOGLIO_a2	7	3.571428571428572	0.21875	2	6	0.0	0.09071041557591128	0.0776386274898346	False	foglio A2
FOGLIO	66	4	STATIONERY	sheet	12	FOGLIO_a3	14	3.285714285714286	0.4375	2	5	0.0	0.2962193778479763	0.1365633418039118	False	foglio A3
FOGLIO	66	4	STATIONERY	sheet	12	FOGLIO_a4	20	2.35	0.625	1	7	0.40625	0.5446522418026543	0.4607723427205477	False	foglio A4
FOGLIO	66	4	STATIONERY	sheet	12	FOGLIO_a5	10	4.1	0.3125	2	6	0.0	0.1561729277971724	0.1015856818652482	False	foglio A5
FOGLIO	66	4	STATIONERY	sheet	12	FOGLIO_a6	4	5.0	0.125	3	7	0.0	0.01411668244645771	0.0353011165052322	False	foglio A6
FOGLIO	66	4	STATIONERY	sheet	12	FOGLIO_bianco	13	4.461538461538462	0.40625	1	10	0.09375	0.2433940620017932	0.2165580928751531	False	foglio bianco
FOGLIO	66	4	STATIONERY	sheet	12	FOGLIO_colorato	8	5.25	0.25	2	11	0.0	0.08706292566000645	0.1127350503562592	False	foglio colorato
FOGLIO	66	4	STATIONERY	sheet	12	FOGLIO_con i buchi	4	8.25	0.125	6	11	0.0	0.001072710001416172	0.02585286225839169	False	foglio con i buchi
FOGLIO	66	4	STATIONERY	sheet	12	FOGLIO_da disegno	5	7.2	0.15625	6	11	0.0	0.006380526115184677	0.04067961577874125	False	foglio da disegno
FOGLIO	66	4	STATIONERY	sheet	12	FOGLIO_di carta	8	3.375	0.25	1	9	0.125	0.1566235396688653	0.161937208112581	False	foglio di carta
FOGLIO	66	4	STATIONERY	sheet	12	FOGLIO_di cartone	6	4.666666666666667	0.1875	2	7	0.0	0.04552527468174388	0.05556342498332578	False	foglio di cartone
FOGLIO	66	4	STATIONERY	sheet	12	FOGLIO_liscio	4	9.0	0.125	3	13	0.0	0.006829801136928678	0.03577362689713495	False	foglio liscio
FOGLIO	66	4	STATIONERY	sheet	12	FOGLIO_protocollo	5	4.0	0.15625	3	6	0.0	0.03268861818149003	0.04376418850035454	False	foglio protocollo
FOGLIO	66	4	STATIONERY	sheet	12	FOGLIO_ruvido	4	9.0	0.125	2	12	0.0	0.01456255613696238	0.03637975264068047	False	foglio ruvido
FORBICE	67	11	KITCHENWARE	scissors	8	FORBICE_cesoia	14	3.357142857142857	0.4375	1	8	0.09375	0.3038474667741103	0.2386284899579362	False	cesoia
FORBICE	67	11	KITCHENWARE	scissors	8	FORBICE_con manico	5	1.8	0.15625	1	2	0.03125	0.1015881086008695	0.04378235546535047	False	forbice con manico
FORBICE	67	11	KITCHENWARE	scissors	8	FORBICE_con punta arrotondata	20	2.45	0.625	1	9	0.3125	0.5396001757177791	0.4706614749691828	False	forbice con punta arrotondata
FORBICE	67	11	KITCHENWARE	scissors	8	FORBICE_da cucina	10	3.2	0.3125	1	6	0.03125	0.189103016286549	0.1364780711950434	False	forbice da cucina
FORBICE	67	11	KITCHENWARE	scissors	8	FORBICE_da giardinaggio	6	2.5	0.1875	1	4	0.03125	0.1034744976950824	0.0769064703513127	False	forbice da giardinaggio
FORBICE	67	11	KITCHENWARE	scissors	8	FORBICE_da parrucchiere	9	3.777777777777778	0.28125	1	9	0.0625	0.1573134751226652	0.1573134751226652	False	forbice da parrucchiere
FORBICE	67	11	KITCHENWARE	scissors	8	FORBICE_da potatura	11	4.181818181818182	0.34375	1	7	0.0625	0.1826422679734785	0.1339891199626782	False	forbice da potatura
FORBICE	67	11	KITCHENWARE	scissors	8	FORBICE_da sarto	11	2.909090909090909	0.34375	1	7	0.09375	0.2385809938980554	0.199673721561593	False	forbice da sarto
FORBICE	67	11	KITCHENWARE	scissors	8	FORBICE_per mancini	4	2.0	0.125	2	2	0.0	0.05806987754511394	0.01253235546535047	False	forbice per mancini
FORBICE	67	11	KITCHENWARE	scissors	8	FORBICE_per unghie	5	7.2	0.15625	2	11	0.0	0.02155206669979801	0.0506057775965886	False	forbice per unghie
FORBICE	67	11	KITCHENWARE	scissors	8	FORBICE_seghettata	8	4.5	0.25	2	9	0.0	0.09667796909247894	0.106906439403618	False	forbice seghettata
FORCHETTA	68	1	KITCHENWARE	fork	10	FORCHETTA_a quattro punte	4	4.75	0.125	1	9	0.03125	0.03873818099649128	0.05939014161328805	False	forchetta a quattro punte
FORCHETTA	68	1	KITCHENWARE	fork	10	FORCHETTA_a tre punte	6	3.666666666666667	0.1875	2	8	0.0	0.0778482019366521	0.09522217721513566	False	forchetta a tre punte
FORCHETTA	68	1	KITCHENWARE	fork	10	FORCHETTA_da dolce	23	2.130434782608696	0.71875	1	7	0.25	0.6442725504934552	0.5127938340715666	False	forchetta da dolce
FORCHETTA	68	1	KITCHENWARE	fork	10	FORCHETTA_da frutta	5	2.4	0.15625	1	4	0.0625	0.08785770595409391	0.07912153157875573	False	forchetta da frutta
FORCHETTA	68	1	KITCHENWARE	fork	10	FORCHETTA_da pesce	8	2.125	0.25	1	3	0.0625	0.1785889061387536	0.1015839637282991	False	forchetta da pesce
FORCHETTA	68	1	KITCHENWARE	fork	10	FORCHETTA_da primo	5	3.0	0.15625	1	5	0.03125	0.06743042292755348	0.06743042292755348	False	forchetta da primo
FORCHETTA	68	1	KITCHENWARE	fork	10	FORCHETTA_da tavola	5	1.0	0.15625	1	1	0.15625	0.15625	0.15625	False	forchetta da tavola
FORCHETTA	68	1	KITCHENWARE	fork	10	FORCHETTA_di plastica	7	2.0	0.21875	1	3	0.0625	0.1554335949782302	0.09845087486196148	False	forchetta di plastica
FORCHETTA	68	1	KITCHENWARE	fork	10	FORCHETTA_forchettone	4	3.5	0.125	2	5	0.0	0.02585028430327464	0.03618042292755348	False	forchettone
FORMAGGIO	69	8	FOODS	cheese	10	FORMAGGIO_asiago	7	5.857142857142857	0.21875	1	12	0.03125	0.07209067558273732	0.102190576360465	False	asiago
FORMAGGIO	69	8	FOODS	cheese	10	FORMAGGIO_brie	12	5.583333333333333	0.375	1	18	0.125	0.2266261589599213	0.2522908137985271	False	brie
FORMAGGIO	69	8	FOODS	cheese	10	FORMAGGIO_caciocavallo	6	6.0	0.1875	3	15	0.0	0.03815335644057753	0.09620711674342504	False	caciocavallo
FORMAGGIO	69	8	FOODS	cheese	10	FORMAGGIO_cheddar	5	6.4	0.15625	1	15	0.03125	0.05116573544957902	0.08453744023546923	False	cheddar
FORMAGGIO	69	8	FOODS	cheese	10	FORMAGGIO_emmental	11	4.545454545454546	0.34375	1	11	0.0625	0.1878998677891248	0.1878998677891248	False	emmental
FORMAGGIO	69	8	FOODS	cheese	10	FORMAGGIO_fontina	5	6.2	0.15625	2	13	0.0	0.0375217839593766	0.07488637726492817	False	fontina
FORMAGGIO	69	8	FOODS	cheese	10	FORMAGGIO_fresco	8	2.875	0.25	1	7	0.09375	0.1631562348726736	0.1561213134027576	False	formaggio fresco
FORMAGGIO	69	8	FOODS	cheese	10	FORMAGGIO_gorgonzola	16	4.6875	0.5	1	10	0.03125	0.3058655926408134	0.2362080518033934	False	gorgonzola
FORMAGGIO	69	8	FOODS	cheese	10	FORMAGGIO_gouda	4	8.25	0.125	1	19	0.0625	0.06250682846649654	0.07329655071883259	False	gouda
FORMAGGIO	69	8	FOODS	cheese	10	FORMAGGIO_grana	9	5.888888888888889	0.28125	1	13	0.0625	0.1190200055740785	0.1439855473950666	False	grana
FORMAGGIO	69	8	FOODS	cheese	10	FORMAGGIO_grana padano	7	3.428571428571428	0.21875	1	8	0.0625	0.1149320979772518	0.1226223592323363	False	grana padano
FORMAGGIO	69	8	FOODS	cheese	10	FORMAGGIO_mozzarella	13	5.230769230769231	0.40625	1	11	0.03125	0.211641461658301	0.1917896375557724	False	mozzarella
FORMAGGIO	69	8	FOODS	cheese	10	FORMAGGIO_mozzarella di bufala	4	8.75	0.125	7	12	0.0	0.0006127710304301006	0.02650784146491455	False	mozzarella di bufala
FORMAGGIO	69	8	FOODS	cheese	10	FORMAGGIO_parmigiano	21	5.619047619047619	0.65625	1	14	0.0625	0.4236613855532098	0.355493617461056	False	parmigiano
FORMAGGIO	69	8	FOODS	cheese	10	FORMAGGIO_pecorino	12	6.166666666666667	0.375	1	13	0.03125	0.1558821049508578	0.1654135647038599	False	pecorino
FORMAGGIO	69	8	FOODS	cheese	10	FORMAGGIO_provola	4	6.75	0.125	4	10	0.0	0.006365462832631064	0.03621340538359673	False	provola
