category	concept_eng	concept	concept_exemplar	exemplar	length	freq_ass	freq_rel	outlier
HOUSING BUILDINGS	ceiling	SOFFITTO	SOFFITTO_contro	controsoffitto	1	10534	0.73	no
VEHICLES	tram	TRAM	TRAM_elettrico	tram elettrico	2	339	0.02	no
VEHICLES	tram	TRAM	TRAM_merci	merci	1	303458	20.91	yes
VEHICLES	tram	TRAM	TRAM_merci	tram merci	2	2	0	no
VEHICLES	tram	TRAM	TRAM_urbano	tram urbano	2	47	0	no
VEHICLES	bicycle	BICICLETTA	BICICLETTA_bmx	bmx	1	1228	0.08	no
VEHICLES	bicycle	BICICLETTA	BICICLETTA_bmx	bicicletta bmx	2	6	0	no
VEHICLES	bicycle	BICICLETTA	BICICLETTA_elettrica	bicicletta elettrica	2	2589	0.18	no
VEHICLES	bicycle	BICICLETTA	BICICLETTA_graziella	graziella	1	1048	0.07	no
VEHICLES	bicycle	BICICLETTA	BICICLETTA_graziella	bicicletta graziella	2	3	0	no
VEHICLES	bicycle	BICICLETTA	BICICLETTA_ibrida	bicicletta ibrida	2	59	0	no
VEHICLES	bicycle	BICICLETTA	BICICLETTA_pieghevole	bicicletta pieghevole	2	619	0.04	no
VEHICLES	bicycle	BICICLETTA	BICICLETTA_tandem	tandem	1	15932	1.1	no
VEHICLES	bicycle	BICICLETTA	BICICLETTA_tandem	bicicletta tandem	2	12	0	no
VEHICLES	bicycle	BICICLETTA	BICICLETTA_triciclo	triciclo	1	6073	0.42	no
VEHICLES	bicycle	BICICLETTA	BICICLETTA_triciclo	bicicletta triciclo	2	2	0	no
BODY PARTS	arm	BRACCIO	BRACCIO_corto	braccio corto	2	731	0.05	no
BODY PARTS	arm	BRACCIO	BRACCIO_destro	braccio destro	2	38406	2.65	no
BODY PARTS	arm	BRACCIO	BRACCIO_lungo	braccio lungo	2	1308	0.09	no
BODY PARTS	arm	BRACCIO	BRACCIO_meccanico	braccio meccanico	2	2360	0.16	no
BODY PARTS	arm	BRACCIO	BRACCIO_muscoloso	braccio muscoloso	2	86	0.01	no
BODY PARTS	arm	BRACCIO	BRACCIO_robotico	braccio robotico	2	2130	0.15	no
BODY PARTS	arm	BRACCIO	BRACCIO_sinistro	braccio sinistro	2	15808	1.09	no
BODY PARTS	arm	BRACCIO	BRACCIO_umano	braccio umano	2	267	0.02	no
CLOTHES	shirt	CAMICIA	CAMICIA_blusa	camicia blusa	2	3	0	no
CLOTHES	shirt	CAMICIA	CAMICIA_coreana	camicia coreana	2	43	0	no
CLOTHES	shirt	CAMICIA	CAMICIA_elegante	camicia elegante	2	172	0.01	no
CLOTHES	shirt	CAMICIA	CAMICIA_hawaiana	camicia hawaiana	2	349	0.02	no
CLOTHES	shirt	CAMICIA	CAMICIA_regular	regular	1	19849	1.37	yes
CLOTHES	shirt	CAMICIA	CAMICIA_regular	camicia regular	2	10	0	no
CLOTHES	shirt	CAMICIA	CAMICIA_safari	safari	1	26140	1.8	yes
CLOTHES	shirt	CAMICIA	CAMICIA_safari	camicia safari	2	0	0	no
CLOTHES	shirt	CAMICIA	CAMICIA_slim	slim	1	13783	0.95	yes
CLOTHES	shirt	CAMICIA	CAMICIA_slim	camicia slim	2	56	0	no
ANIMALS	dog	CANE	CANE_akita	akita	1	503	0.03	no
ANIMALS	dog	CANE	CANE_akita	cane akita	2	14	0	no
ANIMALS	dog	CANE	CANE_alano	alano	1	1807	0.12	no
ANIMALS	dog	CANE	CANE_alano	cane alano	2	37	0	no
ANIMALS	dog	CANE	CANE_barboncino	barboncino	1	3611	0.25	no
ANIMALS	dog	CANE	CANE_barboncino	cane barboncino	2	37	0	no
ANIMALS	dog	CANE	CANE_bassotto	bassotto	1	4881	0.34	no
ANIMALS	dog	CANE	CANE_bassotto	cane bassotto	2	224	0.02	no
ANIMALS	dog	CANE	CANE_bastardino	cane bastardino	2	53	0	no
ANIMALS	dog	CANE	CANE_beagle	beagle	1	8591	0.59	no
ANIMALS	dog	CANE	CANE_beagle	cane beagle	2	64	0	no
ANIMALS	dog	CANE	CANE_boxer	boxer	1	18190	1.25	no
ANIMALS	dog	CANE	CANE_boxer	cane boxer	2	91	0.01	no
ANIMALS	dog	CANE	CANE_bulldog	bulldog	1	4818	0.33	no
ANIMALS	dog	CANE	CANE_bulldog	cane bulldog	2	44	0	no
ANIMALS	dog	CANE	CANE_carlino	carlino	1	3327	0.23	no
ANIMALS	dog	CANE	CANE_carlino	cane carlino	2	52	0	no
ANIMALS	dog	CANE	CANE_chihuahua	chihuahua	1	4300	0.3	no
ANIMALS	dog	CANE	CANE_chihuahua	cane chihuahua	2	36	0	no
ANIMALS	dog	CANE	CANE_corgi	corgi	1	472	0.03	no
ANIMALS	dog	CANE	CANE_corgi	cane corgi	2	6	0	no
ANIMALS	dog	CANE	CANE_corso	corso	1	43593	3	no
ANIMALS	dog	CANE	CANE_corso	cane corso	2	1420	0.1	no
ANIMALS	dog	CANE	CANE_dalmata	dalmata	1	8065	0.56	no
ANIMALS	dog	CANE	CANE_dalmata	cane dalmata	2	123	0.01	no
ANIMALS	dog	CANE	CANE_dobermann	dobermann	1	1796	0.12	no
ANIMALS	dog	CANE	CANE_dobermann	cane dobermann	2	18	0	no
ANIMALS	dog	CANE	CANE_guida	guida	1	38146	2.63	yes
ANIMALS	dog	CANE	CANE_guida	cane guida	2	2614	0.18	no
ANIMALS	dog	CANE	CANE_husky	husky	1	4393	0.3	no
ANIMALS	dog	CANE	CANE_husky	cane husky	2	55	0	no
ANIMALS	dog	CANE	CANE_labrador	labrador	1	7155	0.49	no
ANIMALS	dog	CANE	CANE_labrador	cane labrador	2	111	0.01	no
ANIMALS	dog	CANE	CANE_levriero	levriero	1	2903	0.2	no
ANIMALS	dog	CANE	CANE_levriero	cane levriero	2	68	0	no
ANIMALS	dog	CANE	CANE_maltese	maltese	1	17490	1.2	no
ANIMALS	dog	CANE	CANE_maltese	cane maltese	2	138	0.01	no
ANIMALS	dog	CANE	CANE_maremmano	maremmano	1	6360	0.44	no
ANIMALS	dog	CANE	CANE_maremmano	cane maremmano	2	66	0	no
ANIMALS	dog	CANE	CANE_mastino	mastino	1	5961	0.41	no
ANIMALS	dog	CANE	CANE_mastino	cane mastino	2	106	0.01	no
ANIMALS	dog	CANE	CANE_meticcio	cane meticcio	2	782	0.05	no
ANIMALS	dog	CANE	CANE_pinscher	pinscher	1	992	0.07	no
ANIMALS	dog	CANE	CANE_pinscher	cane pinscher	2	8	0	no
ANIMALS	dog	CANE	CANE_pitbull	pitbull	1	4787	0.33	no
ANIMALS	dog	CANE	CANE_pitbull	cane pitbull	2	34	0	no
ANIMALS	dog	CANE	CANE_rottweiler	rottweiler	1	2425	0.17	no
ANIMALS	dog	CANE	CANE_rottweiler	cane rottweiler	2	24	0	no
ANIMALS	dog	CANE	CANE_volpino	volpino	1	2131	0.15	no
ANIMALS	dog	CANE	CANE_volpino	cane volpino	2	42	0	no
ANIMALS	dog	CANE	CANE_yorkshire	yorkshire	1	1306	0.09	no
ANIMALS	dog	CANE	CANE_yorkshire	cane yorkshire	2	12	0	no
VEHICLES	carriage	CARROZZA	CARROZZA_berlina	berlina	1	40926	2.82	yes
VEHICLES	carriage	CARROZZA	CARROZZA_berlina	carrozza berlina	2	3	0	no
VEHICLES	carriage	CARROZZA	CARROZZA_calesse	calesse	1	5189	0.36	no
VEHICLES	carriage	CARROZZA	CARROZZA_calesse	carrozza calesse	2	0	0	no
VEHICLES	carriage	CARROZZA	CARROZZA_diligenza	diligenza	1	29794	2.05	no
VEHICLES	carriage	CARROZZA	CARROZZA_diligenza	carrozza diligenza	2	1	0	no
VEHICLES	carriage	CARROZZA	CARROZZA_giardiniera	giardiniera	1	3277	0.23	yes
VEHICLES	carriage	CARROZZA	CARROZZA_giardiniera	carrozza giardiniera	2	0	0	no
VEHICLES	carriage	CARROZZA	CARROZZA_passeggeri	passeggeri	1	270301	18.62	yes
VEHICLES	carriage	CARROZZA	CARROZZA_passeggeri	carrozza passeggeri	2	105	0.01	no
HOBBIES	cards	CARTE	CARTE_francesi	carte francesi	2	1127	0.08	no
HOBBIES	cards	CARTE	CARTE_geografiche	carte geografiche	2	9226	0.64	no
HOBBIES	cards	CARTE	CARTE_napoletane	carte napoletane	2	1053	0.07	no
HOBBIES	cards	CARTE	CARTE_piacentine	carte piacentine	2	122	0.01	no
HOUSING BUILDINGS	column	COLONNA	COLONNA_corinzia	colonna corinzia	2	109	0.01	no
HOUSING BUILDINGS	column	COLONNA	COLONNA_dorica	colonna dorica	2	290	0.02	no
HOUSING BUILDINGS	column	COLONNA	COLONNA_gotica	colonna gotica	2	14	0	no
HOUSING BUILDINGS	column	COLONNA	COLONNA_greca	colonna greca	2	60	0	no
HOUSING BUILDINGS	column	COLONNA	COLONNA_ionica	colonna ionica	2	84	0.01	no
HOUSING BUILDINGS	column	COLONNA	COLONNA_portante	colonna portante	2	8577	0.59	no
HOUSING BUILDINGS	column	COLONNA	COLONNA_romana	colonna romana	2	976	0.07	no
FURNISHINGS/FITTINGS	frame	CORNICE	CORNICE_barocca	cornice barocca	2	491	0.03	no
FURNISHINGS/FITTINGS	frame	CORNICE	CORNICE_decorata	cornice decorata	2	252	0.02	no
FURNISHINGS/FITTINGS	frame	CORNICE	CORNICE_portafoto	portafoto	1	3794	0.26	no
FURNISHINGS/FITTINGS	frame	CORNICE	CORNICE_portafoto	cornice portafoto	2	262	0.02	no
ANIMALS	dolphin	DELFINO	DELFINO_bianco	delfino bianco	2	99	0.01	no
ANIMALS	dolphin	DELFINO	DELFINO_comune	delfino comune	2	315	0.02	no
ANIMALS	dolphin	DELFINO	DELFINO_globicefalo	delfino globicefalo	2	3	0	no
ANIMALS	dolphin	DELFINO	DELFINO_orca	orca	1	2570	0.18	no
ANIMALS	dolphin	DELFINO	DELFINO_orca	delfino orca	2	1	0	no
ANIMALS	dolphin	DELFINO	DELFINO_rosa	delfino rosa	2	123	0.01	no
ANIMALS	dolphin	DELFINO	DELFINO_tursiope	tursiope	1	826	0.06	no
ANIMALS	dolphin	DELFINO	DELFINO_tursiope	delfino tursiope	2	49	0	no
ANIMALS	cat	GATTO	GATTO_abissino	gatto abissino	2	91	0.01	no
ANIMALS	cat	GATTO	GATTO_bengala	bengala	1	2539	0.17	no
ANIMALS	cat	GATTO	GATTO_bengala	gatto bengala	2	68	0	no
ANIMALS	cat	GATTO	GATTO_bianco	gatto bianco	2	1213	0.08	no
ANIMALS	cat	GATTO	GATTO_birmano	gatto birmano	2	54	0	no
ANIMALS	cat	GATTO	GATTO_certosino	gatto certosino	2	143	0.01	no
ANIMALS	cat	GATTO	GATTO_domestico	gatto domestico	2	1715	0.12	no
ANIMALS	cat	GATTO	GATTO_nero	gatto nero	2	5672	0.39	no
ANIMALS	cat	GATTO	GATTO_norvegese	gatto norvegese	2	185	0.01	no
ANIMALS	cat	GATTO	GATTO_persiano	gatto persiano	2	609	0.04	no
ANIMALS	cat	GATTO	GATTO_ragdoll	ragdoll	1	1267	0.09	no
ANIMALS	cat	GATTO	GATTO_ragdoll	gatto ragdoll	2	23	0	no
ANIMALS	cat	GATTO	GATTO_randagio	gatto randagio	2	1115	0.08	no
ANIMALS	cat	GATTO	GATTO_rosso	gatto rosso	2	690	0.05	no
ANIMALS	cat	GATTO	GATTO_selvatico	gatto selvatico	2	2795	0.19	no
ANIMALS	cat	GATTO	GATTO_siamese	gatto siamese	2	425	0.03	no
ANIMALS	cat	GATTO	GATTO_siberiano	gatto siberiano	2	491	0.03	no
ANIMALS	cat	GATTO	GATTO_soriano	gatto soriano	2	209	0.01	no
ANIMALS	cat	GATTO	GATTO_sphynx	sphynx	1	209	0.01	no
ANIMALS	cat	GATTO	GATTO_sphynx	gatto sphynx	2	15	0	no
CLOTHES	gloves	GUANTI	GUANTI_antitaglio	guanti antitaglio	2	140	0.01	no
CLOTHES	gloves	GUANTI	GUANTI_invernali	guanti invernali	2	397	0.03	no
CLOTHES	gloves	GUANTI	GUANTI_lunghi	guanti lunghi	2	373	0.03	no
CLOTHES	gloves	GUANTI	GUANTI_medicali	guanti medicali	2	80	0.01	no
CLOTHES	gloves	GUANTI	GUANTI_monouso	guanti monouso	2	2413	0.17	no
FOODS	milk	LATTE	LATTE_fresco	latte fresco	2	9382	0.65	no
FOODS	milk	LATTE	LATTE_intero	latte intero	2	7419	0.51	no
FOODS	milk	LATTE	LATTE_scremato	latte scremato	2	4977	0.34	no
BODY PARTS	belly	PANCIA	PANCIA_alcolica	pancia alcolica	2	11	0	no
BODY PARTS	belly	PANCIA	PANCIA_gonfia	pancia gonfia	2	4628	0.32	no
BODY PARTS	belly	PANCIA	PANCIA_grande	pancia grande	2	106	0.01	no
BODY PARTS	belly	PANCIA	PANCIA_grassa	pancia grassa	2	579	0.04	no
BODY PARTS	belly	PANCIA	PANCIA_muscolosa	pancia muscolosa	2	3	0	no
BODY PARTS	belly	PANCIA	PANCIA_piatta	pancia piatta	2	6660	0.46	no
BODY PARTS	belly	PANCIA	PANCIA_piena	pancia piena	2	4352	0.3	no
BODY PARTS	belly	PANCIA	PANCIA_vuota	pancia vuota	2	964	0.07	no
CLOTHES	briefs	SLIP	SLIP_bikini	bikini	1	21820	1.5	yes
CLOTHES	briefs	SLIP	SLIP_bikini	slip bikini	2	29	0	no
CLOTHES	briefs	SLIP	SLIP_boxer	boxer	1	18190	1.25	no
CLOTHES	briefs	SLIP	SLIP_boxer	slip boxer	2	4	0	no
CLOTHES	briefs	SLIP	SLIP_brasiliana	slip brasiliana	2	25	0	no
CLOTHES	briefs	SLIP	SLIP_culotte	culotte	1	2776	0.19	no
CLOTHES	briefs	SLIP	SLIP_culotte	slip culotte	2	2	0	no
CLOTHES	briefs	SLIP	SLIP_femminile	slip femminile	2	23	0	no
CLOTHES	briefs	SLIP	SLIP_maschile	slip maschile	2	13	0	no
CLOTHES	briefs	SLIP	SLIP_mutande	mutande	1	25431	1.75	no
CLOTHES	briefs	SLIP	SLIP_mutande	slip mutande	2	0	0	no
CLOTHES	briefs	SLIP	SLIP_perizoma	perizoma	1	8878	0.61	no
CLOTHES	briefs	SLIP	SLIP_perizoma	slip perizoma	2	6	0	no
CLOTHES	briefs	SLIP	SLIP_tanga	tanga	1	4036	0.28	no
CLOTHES	briefs	SLIP	SLIP_tanga	slip tanga	2	11	0	no
VEHICLES	tractor	TRATTORE	TRATTORE_agricolo	trattore agricolo	2	752	0.05	no
VEHICLES	tractor	TRATTORE	TRATTORE_cingolato	trattore cingolato	2	235	0.02	no
VEHICLES	tractor	TRATTORE	TRATTORE_gommato	trattore gommato	2	67	0	no
VEHICLES	tractor	TRATTORE	TRATTORE_mietitrebbiatrice	trattore mietitrebbiatrice	2	0	0	no
VEHICLES	tractor	TRATTORE	TRATTORE_snodato	trattore snodato	2	4	0	no
VEHICLES	tractor	TRATTORE	TRATTORE_standard	standard	1	26185	1.8	yes
VEHICLES	tractor	TRATTORE	TRATTORE_standard	trattore standard	2	18	0	no
FOODS	egg	UOVO	UOVO_crudo	uovo crudo	2	842	0.06	no
FOODS	egg	UOVO	UOVO_fritto	uovo fritto	2	736	0.05	no
FOODS	egg	UOVO	UOVO_sodo	uovo sodo	2	4019	0.28	no
FOODS	egg	UOVO	UOVO_strapazzato	uovo strapazzato	2	239	0.02	no
KITCHENWARE	glass	BICCHIERE	BICCHIERE_boccale	boccale	1	15008	1.03	no
KITCHENWARE	glass	BICCHIERE	BICCHIERE_boccale	bicchiere boccale	2	0	0	no
KITCHENWARE	glass	BICCHIERE	BICCHIERE_calice	calice	1	39048	2.69	no
KITCHENWARE	glass	BICCHIERE	BICCHIERE_calice	bicchiere calice	2	4	0	no
KITCHENWARE	glass	BICCHIERE	BICCHIERE_coppa	coppa	1	34859	2.4	no
KITCHENWARE	glass	BICCHIERE	BICCHIERE_coppa	bicchiere coppa	2	0	0	no
KITCHENWARE	glass	BICCHIERE	BICCHIERE_flute	flute	1	2351	0.16	no
KITCHENWARE	glass	BICCHIERE	BICCHIERE_flute	bicchiere flute	2	16	0	no
KITCHENWARE	glass	BICCHIERE	BICCHIERE_tumbler	tumbler	1	1494	0.1	no
KITCHENWARE	glass	BICCHIERE	BICCHIERE_tumbler	bicchiere tumbler	2	176	0.01	no
STATIONERY	glue	COLLA	COLLA_liquida	colla liquida	2	340	0.02	no
STATIONERY	glue	COLLA	COLLA_stick	stick	1	29655	2.04	yes
STATIONERY	glue	COLLA	COLLA_stick	colla stick	2	657	0.05	no
STATIONERY	glue	COLLA	COLLA_vinilica	colla vinilica	2	5677	0.39	no
KITCHENWARE	knife	COLTELLO	COLTELLO_mannaia	mannaia	1	8440	0.58	no
KITCHENWARE	knife	COLTELLO	COLTELLO_mannaia	coltello mannaia	2	2	0	no
KITCHENWARE	knife	COLTELLO	COLTELLO_multifunzione	coltello multifunzione	2	18	0	no
KITCHENWARE	knife	COLTELLO	COLTELLO_seghettato	coltello seghettato	2	434	0.03	no
KITCHENWARE	knife	COLTELLO	COLTELLO_spelucchino	coltello spelucchino	2	39	0	no
KITCHENWARE	knife	COLTELLO	COLTELLO_svizzero	coltello svizzero	2	97	0.01	no
STATIONERY	marker	EVIDENZIATORE	EVIDENZIATORE_arancione	evidenziatore arancione	2	11	0	no
STATIONERY	marker	EVIDENZIATORE	EVIDENZIATORE_blu	evidenziatore blu	2	11	0	no
STATIONERY	marker	EVIDENZIATORE	EVIDENZIATORE_fluorescente	evidenziatore fluorescente	2	8	0	no
STATIONERY	marker	EVIDENZIATORE	EVIDENZIATORE_giallo	evidenziatore giallo	2	109	0.01	no
STATIONERY	marker	EVIDENZIATORE	EVIDENZIATORE_pastello	evidenziatore pastello	2	2	0	no
STATIONERY	marker	EVIDENZIATORE	EVIDENZIATORE_ricaricabile	evidenziatore ricaricabile	2	0	0	no
STATIONERY	marker	EVIDENZIATORE	EVIDENZIATORE_rosa	evidenziatore rosa	2	19	0	no
STATIONERY	marker	EVIDENZIATORE	EVIDENZIATORE_stabilo	evidenziatore stabilo	2	1	0	no
STATIONERY	marker	EVIDENZIATORE	EVIDENZIATORE_verde	evidenziatore verde	2	19	0	no
BODY PARTS	hand	MANO	MANO_affusolata	mano affusolata	2	101	0.01	no
BODY PARTS	hand	MANO	MANO_destra	mano destra	2	41754	2.88	no
BODY PARTS	hand	MANO	MANO_grande	mano grande	2	444	0.03	no
BODY PARTS	hand	MANO	MANO_piccola	mano piccola	2	238	0.02	no
BODY PARTS	hand	MANO	MANO_sinistra	sinistra	1	1768158	121.82	yes
BODY PARTS	hand	MANO	MANO_sinistra	mano sinistra	2	29903	2.06	no
STATIONERY	pencil	MATITA	MATITA_2b	matita 2b	2	8	0	no
STATIONERY	pencil	MATITA	MATITA_b	matita b	2	0	0	no
STATIONERY	pencil	MATITA	MATITA_colorata	matita colorata	2	521	0.04	no
STATIONERY	pencil	MATITA	MATITA_dura	matita dura	2	86	0.01	no
STATIONERY	pencil	MATITA	MATITA_hb	matita hb	2	10	0	no
STATIONERY	pencil	MATITA	MATITA_morbida	matita morbida	2	254	0.02	no
ANIMALS	bear	ORSO	ORSO_bianco	orso bianco	2	1034	0.07	no
ANIMALS	bear	ORSO	ORSO_bruno	bruno	1	31223	2.15	yes
ANIMALS	bear	ORSO	ORSO_bruno	orso bruno	2	3963	0.27	no
ANIMALS	bear	ORSO	ORSO_grizzly	grizzly	1	2185	0.15	no
ANIMALS	bear	ORSO	ORSO_grizzly	orso grizzly	2	331	0.02	no
ANIMALS	bear	ORSO	ORSO_marsicano	orso marsicano	2	1146	0.08	no
ANIMALS	bear	ORSO	ORSO_nero	orso nero	2	567	0.04	no
ANIMALS	bear	ORSO	ORSO_panda	panda	1	25284	1.74	no
ANIMALS	bear	ORSO	ORSO_panda	orso panda	2	21	0	no
ANIMALS	bear	ORSO	ORSO_polare	orso polare	2	2889	0.2	no
STATIONERY	pen	PENNA	PENNA_bic	bic	1	1572	0.11	no
STATIONERY	pen	PENNA	PENNA_bic	penna bic	2	227	0.02	no
STATIONERY	pen	PENNA	PENNA_biro	biro	1	6055	0.42	no
STATIONERY	pen	PENNA	PENNA_biro	penna biro	2	739	0.05	no
STATIONERY	pen	PENNA	PENNA_blu	penna blu	2	424	0.03	no
STATIONERY	pen	PENNA	PENNA_cancellabile	penna cancellabile	2	107	0.01	no
STATIONERY	pen	PENNA	PENNA_indelebile	penna indelebile	2	79	0.01	no
STATIONERY	pen	PENNA	PENNA_nera	penna nera	2	1147	0.08	no
STATIONERY	pen	PENNA	PENNA_ricaricabile	penna ricaricabile	2	36	0	no
STATIONERY	pen	PENNA	PENNA_rossa	penna rossa	2	1498	0.1	no
STATIONERY	pen	PENNA	PENNA_stilografica	penna stilografica	2	2398	0.17	no
STATIONERY	pen	PENNA	PENNA_trattopen	trattopen	1	55	0	no
STATIONERY	pen	PENNA	PENNA_trattopen	penna trattopen	2	0	0	no
STATIONERY	pen	PENNA	PENNA_verde	penna verde	2	98	0.01	no
BODY PARTS	foot	PIEDE	PIEDE_destro	piede destro	2	10233	0.71	no
BODY PARTS	foot	PIEDE	PIEDE_egizio	piede egizio	2	38	0	no
BODY PARTS	foot	PIEDE	PIEDE_grande	piede grande	2	45	0	no
BODY PARTS	foot	PIEDE	PIEDE_greco	piede greco	2	56	0	no
BODY PARTS	foot	PIEDE	PIEDE_piatto	piede piatto	2	2022	0.14	no
BODY PARTS	foot	PIEDE	PIEDE_piccolo	piede piccolo	2	156	0.01	no
BODY PARTS	foot	PIEDE	PIEDE_romano	piede romano	2	129	0.01	no
BODY PARTS	foot	PIEDE	PIEDE_sinistro	piede sinistro	2	8620	0.59	no
FURNISHINGS/FITTINGS	portafotografia	PORTAFOTOGRAFIA	PORTAFOTOGRAFIA_album	album	1	39795	2.74	no
FURNISHINGS/FITTINGS	portafotografia	PORTAFOTOGRAFIA	PORTAFOTOGRAFIA_album	portafotografia album	2	0	0	no
FURNISHINGS/FITTINGS	portafotografia	PORTAFOTOGRAFIA	PORTAFOTOGRAFIA_cornice	cornice	1	38254	2.64	no
FURNISHINGS/FITTINGS	portafotografia	PORTAFOTOGRAFIA	PORTAFOTOGRAFIA_cornice	portafotografia cornice	2	0	0	no
FURNISHINGS/FITTINGS	portafotografia	PORTAFOTOGRAFIA	PORTAFOTOGRAFIA_digitale	portafotografia digitale	2	0	0	no
FURNISHINGS/FITTINGS	portafotografia	PORTAFOTOGRAFIA	PORTAFOTOGRAFIA_quadro	quadro	1	28915	1.99	no
FURNISHINGS/FITTINGS	portafotografia	PORTAFOTOGRAFIA	PORTAFOTOGRAFIA_quadro	portafotografia quadro	2	0	0	no
KITCHENWARE	colander	SCOLAPASTA	SCOLAPASTA_pieghevole	scolapasta pieghevole	2	3	0	no
VEHICLES	scooter	SCOOTER	SCOOTER_100	scooter 100	2	34	0	no
VEHICLES	scooter	SCOOTER	SCOOTER_125	scooter 125	2	489	0.03	no
VEHICLES	scooter	SCOOTER	SCOOTER_150	scooter 150	2	94	0.01	no
VEHICLES	scooter	SCOOTER	SCOOTER_250	scooter 250	2	80	0.01	no
VEHICLES	scooter	SCOOTER	SCOOTER_50	scooter 50	2	570	0.04	no
VEHICLES	scooter	SCOOTER	SCOOTER_elettrico	scooter elettrico	2	2493	0.17	no
VEHICLES	scooter	SCOOTER	SCOOTER_motorino	motorino	1	28735	1.98	no
VEHICLES	scooter	SCOOTER	SCOOTER_motorino	scooter motorino	2	3	0	no
VEHICLES	scooter	SCOOTER	SCOOTER_vespa	vespa	1	23418	1.61	no
VEHICLES	scooter	SCOOTER	SCOOTER_vespa	scooter vespa	2	16	0	no
CLOTHES	t-shirts	T-SHIRT	T-SHIRT_bianca	t-shirt bianca	2	1052	0.07	no
CLOTHES	t-shirts	T-SHIRT	T-SHIRT_colorata	t-shirt colorata	2	49	0	no
CLOTHES	t-shirts	T-SHIRT	T-SHIRT_oversize	oversize	1	8054	0.55	yes
CLOTHES	t-shirts	T-SHIRT	T-SHIRT_oversize	t-shirt oversize	2	67	0	no
CLOTHES	t-shirts	T-SHIRT	T-SHIRT_polo	polo	1	22258	1.53	no
CLOTHES	t-shirts	T-SHIRT	T-SHIRT_polo	t-shirt polo	2	13	0	no
FURNITURE	table	TAVOLO	TAVOLO_allungabile	tavolo allungabile	2	1662	0.11	no
FURNITURE	table	TAVOLO	TAVOLO_pieghevole	tavolo pieghevole	2	578	0.04	no
FURNITURE	table	TAVOLO	TAVOLO_quadrato	tavolo quadrato	2	608	0.04	no
FURNITURE	table	TAVOLO	TAVOLO_rettangolare	tavolo rettangolare	2	878	0.06	no
FURNITURE	table	TAVOLO	TAVOLO_rotondo	tavolo rotondo	2	1788	0.12	no
FURNITURE	table	TAVOLO	TAVOLO_scrivania	scrivania	1	38109	2.63	no
FURNITURE	table	TAVOLO	TAVOLO_scrivania	tavolo scrivania	2	86	0.01	no
FOODS	vegetable	VERDURA	VERDURA_bietola	bietola	1	3490	0.24	no
FOODS	vegetable	VERDURA	VERDURA_bietola	verdura bietola	2	0	0	no
FOODS	vegetable	VERDURA	VERDURA_broccolo	broccolo	1	5890	0.41	no
FOODS	vegetable	VERDURA	VERDURA_broccolo	verdura broccolo	2	0	0	no
FOODS	vegetable	VERDURA	VERDURA_carciofo	carciofo	1	21261	1.46	no
FOODS	vegetable	VERDURA	VERDURA_carciofo	verdura carciofo	2	0	0	no
FOODS	vegetable	VERDURA	VERDURA_carota	carota	1	34237	2.36	no
FOODS	vegetable	VERDURA	VERDURA_carota	verdura carota	2	0	0	no
FOODS	vegetable	VERDURA	VERDURA_cavolfiore	cavolfiore	1	14789	1.02	no
FOODS	vegetable	VERDURA	VERDURA_cavolfiore	verdura cavolfiore	2	0	0	no
FOODS	vegetable	VERDURA	VERDURA_cavolo	cavolo	1	39961	2.75	no
FOODS	vegetable	VERDURA	VERDURA_cavolo	verdura cavolo	2	2	0	no
FOODS	vegetable	VERDURA	VERDURA_cetriolo	cetriolo	1	17525	1.21	no
FOODS	vegetable	VERDURA	VERDURA_cetriolo	verdura cetriolo	2	0	0	no
FOODS	vegetable	VERDURA	VERDURA_cicoria	cicoria	1	13241	0.91	no
FOODS	vegetable	VERDURA	VERDURA_cicoria	verdura cicoria	2	2	0	no
FOODS	vegetable	VERDURA	VERDURA_cipolla	cipolla	1	27685	1.91	no
FOODS	vegetable	VERDURA	VERDURA_cipolla	verdura cipolla	2	1	0	no
FOODS	vegetable	VERDURA	VERDURA_finocchio	finocchio	1	24617	1.7	no
FOODS	vegetable	VERDURA	VERDURA_finocchio	verdura finocchio	2	0	0	no
FOODS	vegetable	VERDURA	VERDURA_insalata	insalata	1	30106	2.07	no
FOODS	vegetable	VERDURA	VERDURA_insalata	verdura insalata	2	9	0	no
FOODS	vegetable	VERDURA	VERDURA_lattuga	lattuga	1	18468	1.27	no
FOODS	vegetable	VERDURA	VERDURA_lattuga	verdura lattuga	2	0	0	no
FOODS	vegetable	VERDURA	VERDURA_melanzana	melanzana	1	13605	0.94	no
FOODS	vegetable	VERDURA	VERDURA_melanzana	verdura melanzana	2	0	0	no
FOODS	vegetable	VERDURA	VERDURA_peperone	peperone	1	16071	1.11	no
FOODS	vegetable	VERDURA	VERDURA_peperone	verdura peperone	2	0	0	no
FOODS	vegetable	VERDURA	VERDURA_piselli	piselli	1	31276	2.15	no
FOODS	vegetable	VERDURA	VERDURA_piselli	verdura piselli	2	1	0	no
FOODS	vegetable	VERDURA	VERDURA_pomodoro	pomodoro	1	36007	2.48	no
FOODS	vegetable	VERDURA	VERDURA_pomodoro	verdura pomodoro	2	0	0	no
FOODS	vegetable	VERDURA	VERDURA_radicchio	radicchio	1	24140	1.66	no
FOODS	vegetable	VERDURA	VERDURA_radicchio	verdura radicchio	2	1	0	no
