participant,concept,exemplar,rank_order,normed_rank_order,abs_freq
gpt3.5_iter48,cornice,con fregi,33,0.3846153846153846,43.0
gpt3.5_iter48,cornice,con motivi floreali,34,0.3653846153846154,33.0
gpt3.5_iter48,cornice,con motivi geometrici,35,0.3461538461538461,35.0
gpt3.5_iter48,cornice,con motivi astratti,36,0.3269230769230768,25.0
gpt3.5_iter48,cornice,con motivi animali,37,0.3076923076923077,21.0
gpt3.5_iter48,cornice,con motivi marini,38,0.2884615384615384,22.0
gpt3.5_iter48,cornice,con motivi natalizi,39,0.2692307692307693,31.0
gpt3.5_iter48,cornice,con motivi pasquali,40,0.25,10.0
gpt3.5_iter48,cornice,con motivi romantici,41,0.2307692307692307,11.0
gpt3.5_iter48,cornice,con motivi infantili,42,0.2115384615384615,8.0
gpt3.5_iter48,cornice,con motivi sportivi,43,0.1923076923076923,1.0
gpt3.5_iter48,cornice,con motivi musicali,44,0.1730769230769231,22.0
gpt3.5_iter48,cornice,con motivi religiosi,45,0.1538461538461538,22.0
gpt3.5_iter48,cornice,con motivi tribali,46,0.1346153846153845,19.0
gpt3.5_iter48,cornice,con motivi orientali,47,0.1153846153846154,27.0
gpt3.5_iter48,cornice,con motivi country,48,0.0961538461538461,1.0
gpt3.5_iter48,cornice,con motivi vintage,49,0.0769230769230768,8.0
gpt3.5_iter48,cornice,con motivi moderni,50,0.0576923076923077,13.0
gpt3.5_iter48,cornice,con motivi artist,52,0.0192307692307692,0.0
gpt3.5_iter49,credenza,credenza in legno,1,1.0,68.0
gpt3.5_iter49,credenza,credenza in vetro,2,0.9,8.0
gpt3.5_iter49,credenza,credenza moderna,3,0.8,249.0
gpt3.5_iter49,credenza,credenza antica,4,0.7,140.0
gpt3.5_iter49,credenza,credenza con ante,5,0.6,22.0
gpt3.5_iter49,credenza,credenza con cassetti,6,0.5,9.0
gpt3.5_iter49,credenza,credenza con scaffali,7,0.4,0.0
gpt3.5_iter49,credenza,credenza con vetrina,8,0.3,26.0
gpt3.5_iter49,credenza,credenza rustica,9,0.1999999999999999,26.0
gpt3.5_iter49,credenza,credenza vintage,10,0.0999999999999999,60.0
gpt3.5_iter50,cruciverba,indovinello,1,1.0,16555.0
gpt3.5_iter50,cruciverba,enigma,2,0.8333333333333334,17772.0
gpt3.5_iter50,cruciverba,rompicapo,3,0.6666666666666667,12579.0
gpt3.5_iter50,cruciverba,rebus,4,0.5,20041.0
gpt3.5_iter50,cruciverba,puzzle,5,0.3333333333333333,36786.0
gpt3.5_iter50,cruciverba,sfida,6,0.1666666666666666,18570.0
gpt3.5_iter51,cucchiaio,cucchiaio da minestra,1,1.0,21.0
gpt3.5_iter51,cucchiaio,cucchiaio da dessert,2,0.9,20.0
gpt3.5_iter51,cucchiaio,cucchiaio da caffè,3,0.8,27.0
gpt3.5_iter51,cucchiaio,cucchiaio da gelato,4,0.7,21.0
gpt3.5_iter51,cucchiaio,cucchiaio da moka,5,0.6,0.0
gpt3.5_iter51,cucchiaio,cucchiaio da cocktail,6,0.5,20.0
gpt3.5_iter51,cucchiaio,cucchiaio da zuppa,7,0.4,23.0
gpt3.5_iter51,cucchiaio,cucchiaio da risotto,8,0.3,5.0
gpt3.5_iter51,cucchiaio,cucchiaio da miele,9,0.1999999999999999,0.0
gpt3.5_iter51,cucchiaio,cucchiaio da budino,10,0.0999999999999999,0.0
gpt3.5_iter52,cucina,fornello,1,1.0,41770.0
gpt3.5_iter52,cucina,piano cottura,2,0.9565217391304348,89.0
gpt3.5_iter52,cucina,forno,3,0.9130434782608696,41362.0
gpt3.5_iter52,cucina,cappa,4,0.8695652173913043,17051.0
gpt3.5_iter52,cucina,frigorifero,5,0.8260869565217391,29542.0
gpt3.5_iter52,cucina,congelatore,6,0.782608695652174,37010.0
gpt3.5_iter52,cucina,lavello,7,0.7391304347826086,20861.0
gpt3.5_iter52,cucina,lavastoviglie,8,0.6956521739130435,43846.0
gpt3.5_iter52,cucina,microonde,9,0.6521739130434783,40422.0
gpt3.5_iter52,cucina,tostapane,10,0.6086956521739131,19400.0
gpt3.5_iter52,cucina,frullatore,11,0.5652173913043479,49426.0
gpt3.5_iter52,cucina,bollitore,12,0.5217391304347826,27092.0
gpt3.5_iter52,cucina,macchina per il caffè,13,0.4782608695652174,29.0
gpt3.5_iter52,cucina,robot da cucina,14,0.4347826086956522,109.0
gpt3.5_iter52,cucina,bilancia da cucina,15,0.3913043478260869,23.0
gpt3.5_iter52,cucina,pentola a pressione,16,0.3478260869565217,80.0
gpt3.5_iter52,cucina,pentola elettrica,17,0.3043478260869565,276.0
gpt3.5_iter52,cucina,griglia elettrica,18,0.2608695652173913,39.0
gpt3.5_iter52,cucina,friggitrice elettrica,19,0.217391304347826,54.0
gpt3.5_iter52,cucina,macchina per il pane,20,0.1739130434782608,27.0
gpt3.5_iter52,cucina,macchina per il gelato,21,0.1304347826086956,21.0
gpt3.5_iter52,cucina,macchina per la pasta,22,0.0869565217391304,22.0
gpt3.5_iter52,cucina,sottovuoto per alimenti,23,0.0434782608695651,21.0
gpt3.5_iter53,cuore,atrio,1,1.0,21065.0
gpt3.5_iter53,cuore,ventricolo,2,0.9791666666666666,20118.0
gpt3.5_iter53,cuore,valvola,3,0.9583333333333334,15781.0
gpt3.5_iter53,cuore,arteria,4,0.9375,18492.0
gpt3.5_iter53,cuore,vena,5,0.9166666666666666,18892.0
gpt3.5_iter53,cuore,coronaria,6,0.8958333333333334,11414.0
gpt3.5_iter53,cuore,aorta,7,0.875,26860.0
gpt3.5_iter53,cuore,mitrale,8,0.8541666666666666,3207.0
gpt3.5_iter53,cuore,tricuspide,9,0.8333333333333334,1530.0
gpt3.5_iter53,cuore,polmonare,10,0.8125,17302.0
gpt3.5_iter53,cuore,sistemico,11,0.7916666666666666,15143.0
gpt3.5_iter53,cuore,cardiaco,12,0.7708333333333334,27086.0
gpt3.5_iter53,cuore,cardiomiocita,13,0.75,27.0
gpt3.5_iter53,cuore,pericardio,14,0.7291666666666667,6170.0
gpt3.5_iter53,cuore,endocardio,15,0.7083333333333333,617.0
gpt3.5_iter53,cuore,miocardio,16,0.6875,11772.0
gpt3.5_iter53,cuore,elettrocardiogramma,17,0.6666666666666667,13793.0
gpt3.5_iter53,cuore,infarto,18,0.6458333333333333,21302.0
gpt3.5_iter53,cuore,fibrillazione,19,0.625,23815.0
gpt3.5_iter53,cuore,insufficienza,20,0.6041666666666667,24145.0
gpt3.5_iter53,cuore,stenosi,21,0.5833333333333333,16224.0
gpt3.5_iter53,cuore,aritmia,22,0.5625,25760.0
gpt3.5_iter53,cuore,ipertensione,23,0.5416666666666667,24649.0
gpt3.5_iter53,cuore,colesterolo,24,0.5208333333333333,21763.0
gpt3.5_iter53,cuore,pressione sanguigna,25,0.5,867.0
gpt3.5_iter53,cuore,battito,26,0.4791666666666666,21432.0
gpt3.5_iter53,cuore,pulsazione,27,0.4583333333333333,19404.0
gpt3.5_iter53,cuore,circolazione,28,0.4375,21192.0
gpt3.5_iter53,cuore,ossigeno,29,0.4166666666666666,15877.0
gpt3.5_iter53,cuore,sangue,30,0.3958333333333333,17476.0
gpt3.5_iter53,cuore,plasma,31,0.375,16029.0
gpt3.5_iter53,cuore,emoglobina,32,0.3541666666666666,10196.0
gpt3.5_iter53,cuore,trombo,33,0.3333333333333333,6156.0
gpt3.5_iter53,cuore,embolia,34,0.3125,11519.0
gpt3.5_iter53,cuore,aterosclerosi,35,0.2916666666666666,14006.0
gpt3.5_iter53,cuore,infiammazione,36,0.2708333333333333,20134.0
gpt3.5_iter53,cuore,trapianto,40,0.1875,21550.0
gpt3.5_iter53,cuore,bypass,41,0.1666666666666666,15268.0
gpt3.5_iter53,cuore,angioplastica,42,0.1458333333333333,6075.0
gpt3.5_iter53,cuore,catetere,43,0.125,22535.0
gpt3.5_iter53,cuore,pacemaker,44,0.1041666666666666,9136.0
gpt3.5_iter53,cuore,defibrillatore,45,0.0833333333333333,24885.0
gpt3.5_iter53,cuore,cardiochirurgia,46,0.0625,9848.0
gpt3.5_iter53,cuore,cardiologia,47,0.0416666666666666,19644.0
gpt3.5_iter53,cuore,cardiologo,48,0.0208333333333333,18397.0
gpt3.5_iter54,cuscino,cuscino per dormire,1,1.0,32.0
gpt3.5_iter54,cuscino,cuscino decorativo,2,0.9,44.0
gpt3.5_iter54,cuscino,cuscino da viaggio,3,0.8,44.0
gpt3.5_iter54,cuscino,cuscino ortopedico,4,0.7,33.0
gpt3.5_iter54,cuscino,cuscino per gravidanza,5,0.6,27.0
gpt3.5_iter54,cuscino,cuscino per allattamento,6,0.5,27.0
gpt3.5_iter54,cuscino,cuscino antiallergico,7,0.4,4.0
gpt3.5_iter54,cuscino,cuscino memory foam,8,0.3,97.0
gpt3.5_iter54,cuscino,cuscino gonfiabile,9,0.1999999999999999,421.0
gpt3.5_iter54,cuscino,cuscino per sedie,10,0.0999999999999999,22.0
gpt3.5_iter55,delfino,delfino comune,1,1.0,246.0
gpt3.5_iter55,delfino,delfino tursiope,2,0.9714285714285714,30.0
gpt3.5_iter55,delfino,delfino di hector,3,0.9428571428571428,16.0
gpt3.5_iter55,delfino,delfino di risso,4,0.9142857142857144,20.0
gpt3.5_iter55,delfino,delfino di fraser,5,0.8857142857142857,1.0
gpt3.5_iter55,delfino,delfino di commerson,6,0.8571428571428572,7.0
gpt3.5_iter55,delfino,delfino di peale,7,0.8285714285714285,5.0
gpt3.5_iter55,delfino,delfino di flippers,8,0.8,0.0
gpt3.5_iter55,delfino,delfino di irrawaddy,9,0.7714285714285715,3.0
gpt3.5_iter55,delfino,delfino di indopacifico,10,0.7428571428571429,0.0
gpt3.5_iter55,delfino,delfino di sousa,11,0.7142857142857143,0.0
gpt3.5_iter55,delfino,delfino di ganges,12,0.6857142857142857,0.0
gpt3.5_iter55,delfino,delfino di fiume,13,0.6571428571428571,36.0
gpt3.5_iter55,delfino,delfino di amazzonia,14,0.6285714285714286,0.0
gpt3.5_iter55,delfino,delfino di la plata,15,0.6,0.0
gpt3.5_iter55,delfino,delfino di yangtze,16,0.5714285714285714,0.0
gpt3.5_iter55,delfino,delfino di baiji,17,0.5428571428571429,2.0
gpt3.5_iter55,delfino,delfino di maui,19,0.4857142857142857,3.0
gpt3.5_iter55,delfino,delfino di māui,20,0.4571428571428572,0.0
gpt3.5_iter55,delfino,,35,0.0285714285714285,0.0
gpt3.5_iter56,divano,divano a due posti,1,1.0,48.0
gpt3.5_iter56,divano,divano a tre posti,2,0.9166666666666666,56.0
gpt3.5_iter56,divano,divano angolare,3,0.8333333333333334,112.0
gpt3.5_iter56,divano,divano letto,4,0.75,2284.0
gpt3.5_iter56,divano,divano in pelle,5,0.6666666666666667,71.0
gpt3.5_iter56,divano,divano in tessuto,6,0.5833333333333333,22.0
gpt3.5_iter56,divano,divano modulare,7,0.5,37.0
gpt3.5_iter56,divano,divano reclinabile,8,0.4166666666666666,44.0
gpt3.5_iter56,divano,divano ad angolo,9,0.3333333333333333,57.0
gpt3.5_iter56,divano,divano ad isola,10,0.25,7.0
gpt3.5_iter56,divano,divano ad l,11,0.1666666666666666,34.0
gpt3.5_iter56,divano,divano ad u,12,0.0833333333333333,31.0
gpt3.5_iter57,edera,edera rampicante,1,1.0,210.0
gpt3.5_iter57,edera,edera selvatica,2,0.9090909090909092,22.0
gpt3.5_iter57,edera,edera comune,3,0.8181818181818181,162.0
gpt3.5_iter57,edera,edera americana,4,0.7272727272727273,2.0
gpt3.5_iter57,edera,edera alpina,5,0.6363636363636364,0.0
gpt3.5_iter57,edera,edera a foglia di quercia,6,0.5454545454545454,0.0
gpt3.5_iter57,edera,edera a foglia di vite,7,0.4545454545454546,0.0
gpt3.5_iter57,edera,edera a foglia di agrifoglio,8,0.3636363636363636,0.0
gpt3.5_iter57,edera,edera a foglia di parthenocissus,9,0.2727272727272727,0.0
gpt3.5_iter57,edera,edera a foglia di felce,10,0.1818181818181817,0.0
gpt3.5_iter57,edera,edera a foglia di edera,11,0.0909090909090909,0.0
gpt3.5_iter58,elefante,africano,1,1.0,45338.0
gpt3.5_iter58,elefante,asiatico,2,0.8333333333333334,33552.0
gpt3.5_iter58,elefante,pigmeo,3,0.6666666666666667,5362.0
gpt3.5_iter58,elefante,indiano,4,0.5,51104.0
gpt3.5_iter58,elefante,africano della foresta,5,0.3333333333333333,20.0
gpt3.5_iter58,elefante,africano della savana,6,0.1666666666666666,20.0
gpt3.5_iter59,elicottero,elicottero da trasporto,1,1.0,473.0
gpt3.5_iter59,elicottero,elicottero da soccorso,2,0.9583333333333334,58.0
gpt3.5_iter59,elicottero,elicottero militare,3,0.9166666666666666,136.0
gpt3.5_iter59,elicottero,elicottero da turismo,4,0.875,28.0
gpt3.5_iter59,elicottero,elicottero da lavoro,5,0.8333333333333334,6.0
gpt3.5_iter59,elicottero,elicottero da pattugliamento,6,0.7916666666666666,4.0
gpt3.5_iter59,elicottero,elicottero da addestramento,7,0.75,30.0
gpt3.5_iter59,elicottero,elicottero da combattimento,8,0.7083333333333333,43.0
gpt3.5_iter59,elicottero,elicottero da ricognizione,9,0.6666666666666667,90.0
gpt3.5_iter59,elicottero,elicottero da trasporto vip,10,0.625,0.0
gpt3.5_iter59,elicottero,elicottero da agricoltura,11,0.5833333333333333,0.0
gpt3.5_iter59,elicottero,elicottero da spargimento pesticidi,12,0.5416666666666667,0.0
gpt3.5_iter59,elicottero,elicottero da fotografia aerea,13,0.5,0.0
gpt3.5_iter59,elicottero,elicottero da riprese cinematografiche,14,0.4583333333333333,0.0
gpt3.5_iter59,elicottero,elicottero da ricerca e salvataggio,15,0.4166666666666666,1.0
gpt3.5_iter59,elicottero,elicottero da monitoraggio ambientale,16,0.375,0.0
gpt3.5_iter59,elicottero,elicottero da trasporto merci,17,0.3333333333333333,3.0
gpt3.5_iter59,elicottero,elicottero da trasporto sanitario,18,0.2916666666666666,0.0
gpt3.5_iter59,elicottero,elicottero da addestramento al volo,19,0.25,0.0
gpt3.5_iter59,elicottero,elicottero da trasporto pesante,21,0.1666666666666666,20.0
gpt3.5_iter59,elicottero,elicottero da trasporto leggero,22,0.125,2.0
gpt3.5_iter59,elicottero,elicottero da trasporto passeggeri,23,0.0833333333333333,1.0
gpt3.5_iter59,elicottero,elicottero da trasporto merci pericolose,24,0.0416666666666666,0.0
gpt3.5_iter60,evidenziatore,giallo,1,1.0,35694.0
gpt3.5_iter60,evidenziatore,verde,2,0.9772727272727272,26252.0
gpt3.5_iter60,evidenziatore,rosa,3,0.9545454545454546,48542.0
gpt3.5_iter60,evidenziatore,arancione,4,0.931818181818182,12677.0
gpt3.5_iter60,evidenziatore,blu,5,0.9090909090909092,19051.0
gpt3.5_iter60,evidenziatore,viola,6,0.8863636363636364,16409.0
gpt3.5_iter60,evidenziatore,fluorescente,7,0.8636363636363636,22909.0
gpt3.5_iter60,evidenziatore,pastello,8,0.8409090909090909,18154.0
gpt3.5_iter60,evidenziatore,a doppia punta,9,0.8181818181818181,42.0
gpt3.5_iter60,evidenziatore,liquido,10,0.7954545454545454,19184.0
gpt3.5_iter60,evidenziatore,in gel,11,0.7727272727272727,71.0
gpt3.5_iter60,evidenziatore,a secco,12,0.75,26.0
gpt3.5_iter60,evidenziatore,a base d'acqua,13,0.7272727272727273,0.0
gpt3.5_iter60,evidenziatore,a base di olio,14,0.7045454545454546,62.0
gpt3.5_iter60,evidenziatore,a base di alcool,15,0.6818181818181819,29.0
gpt3.5_iter60,evidenziatore,con punta sottile,16,0.6590909090909092,24.0
gpt3.5_iter60,evidenziatore,con punta larga,17,0.6363636363636364,21.0
gpt3.5_iter60,evidenziatore,con punta a scalpello,18,0.6136363636363636,28.0
gpt3.5_iter60,evidenziatore,con punta a pennello,19,0.5909090909090908,20.0
gpt3.5_iter60,evidenziatore,con punta retrattile,20,0.5681818181818181,9.0
gpt3.5_iter60,evidenziatore,con punta fluorescente,21,0.5454545454545454,0.0
gpt3.5_iter60,evidenziatore,con punta trasparente,22,0.5227272727272727,2.0
gpt3.5_iter60,evidenziatore,con punta colorata,23,0.5,5.0
gpt3.5_iter60,evidenziatore,con punta regolabile,24,0.4772727272727273,17.0
gpt3.5_iter60,evidenziatore,con punta smussata,25,0.4545454545454546,27.0
gpt3.5_iter60,evidenziatore,con punta fine,26,0.4318181818181817,20.0
gpt3.5_iter60,evidenziatore,con punta media,27,0.409090909090909,27.0
gpt3.5_iter60,evidenziatore,con punta spessa,28,0.3863636363636363,4.0
gpt3.5_iter60,evidenziatore,con punta flessibile,29,0.3636363636363636,21.0
gpt3.5_iter60,evidenziatore,con punta rigida,30,0.3409090909090909,8.0
gpt3.5_iter60,evidenziatore,con punta reversibile,31,0.3181818181818182,3.0
gpt3.5_iter60,evidenziatore,con punta sostituibile,32,0.2954545454545454,5.0
gpt3.5_iter60,evidenziatore,con punta resistente,33,0.2727272727272727,11.0
gpt3.5_iter60,evidenziatore,con punta lunga,34,0.25,16.0
gpt3.5_iter60,evidenziatore,con punta corta,35,0.2272727272727273,11.0
gpt3.5_iter60,evidenziatore,con punta ergonomica,36,0.2045454545454545,1.0
gpt3.5_iter60,evidenziatore,con punta antiscivolo,37,0.1818181818181817,0.0
gpt3.5_iter60,evidenziatore,con punta antiriflesso,38,0.159090909090909,0.0
gpt3.5_iter60,evidenziatore,con punta antitraccia,39,0.1363636363636363,0.0
gpt3.5_iter60,evidenziatore,con punta antitransparente,40,0.1136363636363636,0.0
gpt3.5_iter60,evidenziatore,con punta antiscoloritura,41,0.0909090909090909,0.0
gpt3.5_iter60,evidenziatore,con punta antiasciugatura,42,0.0681818181818182,0.0
gpt3.5_iter60,evidenziatore,con punta antiscolorazione,43,0.0454545454545454,0.0
gpt3.5_iter60,evidenziatore,con punta,44,0.0227272727272727,523.0
gpt3.5_iter61,felpa,con cappuccio,1,1.0,125.0
gpt3.5_iter61,felpa,senza cappuccio,2,0.9772727272727272,148.0
gpt3.5_iter61,felpa,con zip,3,0.9545454545454546,109.0
gpt3.5_iter61,felpa,senza zip,4,0.931818181818182,55.0
gpt3.5_iter61,felpa,oversize,5,0.9090909090909092,8681.0
gpt3.5_iter61,felpa,slim fit,6,0.8863636363636364,1138.0
gpt3.5_iter61,felpa,con stampa,7,0.8636363636363636,344.0
gpt3.5_iter61,felpa,monocromatica,8,0.8409090909090909,5534.0
gpt3.5_iter61,felpa,con tasche,9,0.8181818181818181,21.0
gpt3.5_iter61,felpa,senza tasche,10,0.7954545454545454,63.0
gpt3.5_iter61,felpa,con cerniera,11,0.7727272727272727,126.0
gpt3.5_iter61,felpa,senza cerniera,12,0.75,44.0
gpt3.5_iter61,felpa,corta,13,0.7272727272727273,42050.0
gpt3.5_iter61,felpa,lunga,14,0.7045454545454546,21984.0
gpt3.5_iter61,felpa,con collo alto,15,0.6818181818181819,32.0
gpt3.5_iter61,felpa,con collo a v,16,0.6590909090909092,21.0
gpt3.5_iter61,felpa,con maniche lunghe,17,0.6363636363636364,44.0
gpt3.5_iter61,felpa,con maniche corte,18,0.6136363636363636,41.0
gpt3.5_iter61,felpa,con polsini,19,0.5909090909090908,36.0
gpt3.5_iter61,felpa,senza polsini,20,0.5681818181818181,15.0
gpt3.5_iter61,felpa,con logo,21,0.5454545454545454,157.0
gpt3.5_iter61,felpa,senza logo,22,0.5227272727272727,117.0
gpt3.5_iter61,felpa,con cappuccio regolabile,23,0.5,25.0
gpt3.5_iter61,felpa,con fodera in pile,24,0.4772727272727273,34.0
gpt3.5_iter61,felpa,con tasca a marsupio,25,0.4545454545454546,15.0
gpt3.5_iter61,felpa,con dettagli in pizzo,26,0.4318181818181817,24.0
gpt3.5_iter61,felpa,con dettagli in pelle,27,0.409090909090909,22.0
gpt3.5_iter61,felpa,con dettagli in maglia,28,0.3863636363636363,10.0
gpt3.5_iter61,felpa,con dettagli in pelliccia,29,0.3636363636363636,21.0
gpt3.5_iter61,felpa,con dettagli in velluto,30,0.3409090909090909,18.0
gpt3.5_iter61,felpa,con dettagli in denim,31,0.3181818181818182,4.0
gpt3.5_iter61,felpa,con dettagli in tessuto a contrasto,32,0.2954545454545454,0.0
gpt3.5_iter61,felpa,con dettagli ricamati,33,0.2727272727272727,20.0
gpt3.5_iter61,felpa,con dettagli stampati,34,0.25,12.0
gpt3.5_iter61,felpa,con dettagli a righe,35,0.2272727272727273,6.0
gpt3.5_iter61,felpa,con dettagli a pois,36,0.2045454545454545,2.0
gpt3.5_iter61,felpa,con dettagli floreali,37,0.1818181818181817,23.0
gpt3.5_iter61,felpa,con dettagli geometrici,38,0.159090909090909,12.0
gpt3.5_iter61,felpa,con dettagli animalier,39,0.1363636363636363,13.0
gpt3.5_iter61,felpa,con dettagli militari,40,0.1136363636363636,7.0
gpt3.5_iter61,felpa,con dettagli sportivi,41,0.0909090909090909,13.0
gpt3.5_iter61,felpa,con dettagli vintage,42,0.0681818181818182,23.0
gpt3.5_iter61,felpa,con dettagli moderni,43,0.0454545454545454,33.0
gpt3.5_iter61,felpa,con,44,0.0227272727272727,22572.0
gpt3.5_iter62,ficus,ficus benjamina,1,1.0,838.0
gpt3.5_iter62,ficus,ficus elastica,2,0.9230769230769232,648.0
gpt3.5_iter62,ficus,ficus lyrata,3,0.8461538461538461,202.0
gpt3.5_iter62,ficus,ficus microcarpa,4,0.7692307692307692,218.0
gpt3.5_iter62,ficus,ficus retusa,5,0.6923076923076923,566.0
gpt3.5_iter62,ficus,ficus pumila,6,0.6153846153846154,182.0
gpt3.5_iter62,ficus,ficus carica,7,0.5384615384615384,76.0
gpt3.5_iter62,ficus,ficus religiosa,8,0.4615384615384615,80.0
gpt3.5_iter62,ficus,ficus benghalensis,9,0.3846153846153846,42.0
gpt3.5_iter62,ficus,ficus citrifolia,10,0.3076923076923077,4.0
gpt3.5_iter62,ficus,ficus racemosa,11,0.2307692307692307,8.0
gpt3.5_iter62,ficus,ficus macrophylla,12,0.1538461538461538,131.0
gpt3.5_iter63,finestra,a battente,1,1.0,97.0
gpt3.5_iter63,finestra,a vasistas,2,0.9615384615384616,21.0
gpt3.5_iter63,finestra,a scorrimento,3,0.9230769230769232,101.0
gpt3.5_iter63,finestra,a ghigliottina,4,0.8846153846153846,36.0
gpt3.5_iter63,finestra,a libro,5,0.8461538461538461,177.0
gpt3.5_iter63,finestra,a persiana,6,0.8076923076923077,23.0
gpt3.5_iter63,finestra,a oblò,7,0.7692307692307692,24.0
gpt3.5_iter63,finestra,a tetto,8,0.7307692307692308,86.0
gpt3.5_iter63,finestra,a scomparsa,9,0.6923076923076923,164.0
gpt3.5_iter63,finestra,a compasso,10,0.6538461538461539,31.0
gpt3.5_iter63,finestra,a bilico,11,0.6153846153846154,46.0
gpt3.5_iter63,finestra,a pacchetto,12,0.5769230769230769,67.0
gpt3.5_iter63,finestra,a ribalta,13,0.5384615384615384,98.0
gpt3.5_iter63,finestra,a fisarmonica,14,0.5,21.0
gpt3.5_iter63,finestra,a cupola,15,0.4615384615384615,55.0
gpt3.5_iter63,finestra,a nastro,16,0.4230769230769231,148.0
gpt3.5_iter63,finestra,a chiusura ermetica,17,0.3846153846153846,48.0
gpt3.5_iter63,finestra,a doppio vetro,18,0.3461538461538461,21.0
gpt3.5_iter63,finestra,a tripla vetro,19,0.3076923076923077,0.0
gpt3.5_iter63,finestra,a taglio termico,20,0.2692307692307693,41.0
gpt3.5_iter63,finestra,a isolamento acustico,21,0.2307692307692307,29.0
gpt3.5_iter63,finestra,a isolamento termico,22,0.1923076923076923,26.0
gpt3.5_iter63,finestra,a controllo solare,23,0.1538461538461538,23.0
gpt3.5_iter63,finestra,a controllo luminoso,24,0.1153846153846154,0.0
gpt3.5_iter63,finestra,a controllo elettrico,25,0.0769230769230768,21.0
gpt3.5_iter63,finestra,a controllo remoto,26,0.0384615384615384,31.0
gpt3.5_iter64,fioriera,sospesa,1,1.0,23210.0
gpt3.5_iter64,fioriera,da balcone,2,0.9,62.0
gpt3.5_iter64,fioriera,da parete,3,0.8,435.0
gpt3.5_iter64,fioriera,da interno,4,0.7,632.0
gpt3.5_iter64,fioriera,da esterno,5,0.6,602.0
gpt3.5_iter64,fioriera,a terra,6,0.5,88.0
gpt3.5_iter64,fioriera,a vaso,7,0.4,76.0
gpt3.5_iter64,fioriera,a cassetta,8,0.3,71.0
gpt3.5_iter64,fioriera,a griglia,9,0.1999999999999999,29.0
gpt3.5_iter64,fioriera,a cascata,10,0.0999999999999999,167.0
gpt3.5_iter65,foglio,carta,1,1.0,29882.0
gpt3.5_iter65,foglio,quaderno,2,0.9375,39352.0
gpt3.5_iter65,foglio,taccuino,3,0.875,36308.0
gpt3.5_iter65,foglio,blocco,4,0.8125,18146.0
gpt3.5_iter65,foglio,foglietto,5,0.75,15982.0
gpt3.5_iter65,foglio,foglio di calcolo,6,0.6875,74.0
gpt3.5_iter65,foglio,foglio di carta,7,0.625,262.0
gpt3.5_iter65,foglio,foglio di plastica,8,0.5625,28.0
gpt3.5_iter65,foglio,foglio di alluminio,9,0.5,55.0
gpt3.5_iter65,foglio,foglio di giornale,10,0.4375,66.0
gpt3.5_iter65,foglio,foglio di musica,11,0.375,24.0
gpt3.5_iter65,foglio,foglio di lavoro,12,0.3125,40.0
gpt3.5_iter65,foglio,foglio di appunti,13,0.25,23.0
gpt3.5_iter65,foglio,foglio di ricette,14,0.1875,9.0
gpt3.5_iter65,foglio,foglio di disegno,15,0.125,36.0
gpt3.5_iter65,foglio,foglio di carta igienica,16,0.0625,26.0
gpt3.5_iter66,forbice,forbice da cucina,1,1.0,72.0
gpt3.5_iter66,forbice,forbice da sarto,2,0.8333333333333334,22.0
gpt3.5_iter66,forbice,forbice da giardino,3,0.6666666666666667,54.0
gpt3.5_iter66,forbice,forbice per unghie,4,0.5,23.0
gpt3.5_iter66,forbice,forbice per capelli,5,0.3333333333333333,54.0
gpt3.5_iter66,forbice,forbice per bonsai,6,0.1666666666666666,5.0
gpt3.5_iter67,forchetta,forchetta da tavola,1,1.0,52.0
gpt3.5_iter67,forchetta,forchetta da dolce,2,0.967741935483871,29.0
gpt3.5_iter67,forchetta,forchetta da pesce,3,0.935483870967742,42.0
gpt3.5_iter67,forchetta,forchetta da insalata,4,0.9032258064516128,11.0
gpt3.5_iter67,forchetta,forchetta da frutta,5,0.8709677419354839,23.0
gpt3.5_iter67,forchetta,forchetta da cocktail,6,0.8387096774193549,1.0
gpt3.5_iter67,forchetta,forchetta da dessert,7,0.8064516129032258,24.0
gpt3.5_iter67,forchetta,forchetta da formaggio,8,0.7741935483870968,0.0
gpt3.5_iter67,forchetta,forchetta da antipasto,9,0.7419354838709677,3.0
gpt3.5_iter67,forchetta,forchetta da tramezzino,10,0.7096774193548387,0.0
gpt3.5_iter67,forchetta,forchetta da buffet,11,0.6774193548387097,1.0
gpt3.5_iter67,forchetta,forchetta da aperitivo,12,0.6451612903225806,0.0
gpt3.5_iter67,forchetta,forchetta da degustazione,13,0.6129032258064516,0.0
gpt3.5_iter67,forchetta,forchetta da sushi,14,0.5806451612903225,0.0
gpt3.5_iter67,forchetta,forchetta da fonduta,15,0.5483870967741935,23.0
gpt3.5_iter67,forchetta,forchetta da barbecue,16,0.5161290322580645,8.0
gpt3.5_iter67,forchetta,forchetta da gelato,17,0.4838709677419355,0.0
gpt3.5_iter67,forchetta,forchetta da spiedino,18,0.4516129032258065,0.0
gpt3.5_iter67,forchetta,forchetta da trinciare,19,0.4193548387096774,0.0
gpt3.5_iter67,forchetta,forchetta da arrosto,20,0.3870967741935484,6.0
gpt3.5_iter67,forchetta,forchetta da pesce in scatola,21,0.3548387096774194,0.0
gpt3.5_iter67,forchetta,forchetta da insalata di riso,22,0.3225806451612903,0.0
gpt3.5_iter67,forchetta,forchetta da insalata di pasta,23,0.2903225806451612,0.0
