,participant,category,concept,concept_eng,exemplar,rank,abs_freq
820,iter1,FURNISHINGS/FITTINGS,metro,meter,metro verde-bianco,15,0.0
821,iter1,FURNISHINGS/FITTINGS,metro,meter,metro bianco-verde,16,0.0
822,iter1,FURNISHINGS/FITTINGS,metro,meter,metro rosso-verde-giallo,17,0.0
823,iter1,FURNISHINGS/FITTINGS,metro,meter,metro arancion-verde-giallo,18,0.0
824,iter1,FURNISHINGS/FITTINGS,metro,meter,metro lilla-giallo-verde,19,0.0
825,iter1,PLANTS,mimosa,mimosa,mimosa,1,15729.0
826,iter1,VEHICLES,motocicletta,motorcycle,moto,1,16932.0
827,iter1,VEHICLES,motocicletta,motorcycle,scooter,2,25153.0
828,iter1,VEHICLES,motocicletta,motorcycle,motociclo,3,16769.0
829,iter1,VEHICLES,motocicletta,motorcycle,motorino,4,13944.0
830,iter1,VEHICLES,motocicletta,motorcycle,mototrasporto,5,7.0
831,iter1,ANIMALS,mucca,cow,mucca al burro,1,0.0
832,iter1,ANIMALS,mucca,cow,mucca al burro con i colmi grati,2,0.0
833,iter1,ANIMALS,mucca,cow,mucca al burro con i colmi fresi,3,0.0
834,iter1,ANIMALS,mucca,cow,mucca in aceto balsamico fresco,4,0.0
835,iter1,ANIMALS,mucca,cow,mucca in vinagretto di sale,5,0.0
836,iter1,ANIMALS,mucca,cow,salame di mucca,6,0.0
837,iter1,ANIMALS,mucca,cow,bresaola di mucca,7,1.0
838,iter1,ANIMALS,mucca,cow,morzello di mucca,8,0.0
839,iter1,ANIMALS,mucca,cow,ragù di mucca,9,0.0
840,iter1,ANIMALS,mucca,cow,crespelle di mucca,10,0.0
841,iter1,ANIMALS,mucca,cow,burro de mucca,11,0.0
842,iter1,ANIMALS,mucca,cow,minestrone di mucca,12,0.0
843,iter1,HOUSING BUILDINGS,muro,wall,muro di pietra,1,23.0
844,iter1,HOUSING BUILDINGS,muro,wall,muro di muratura,2,4.0
845,iter1,HOUSING BUILDINGS,muro,wall,muro di legno,3,318.0
846,iter1,HOUSING BUILDINGS,muro,wall,muro di cemento armato,4,26.0
847,iter1,BODY PARTS,naso,nose,frullatore,1,24713.0
848,iter1,BODY PARTS,naso,nose,aspirapolvere,2,33259.0
849,iter1,BODY PARTS,naso,nose,tostapance,3,0.0
850,iter1,BODY PARTS,naso,nose,lavatrice,4,131287.0
851,iter1,BODY PARTS,naso,nose,microonde,5,20211.0
852,iter1,BODY PARTS,naso,nose,lavastoviglie,6,21923.0
853,iter1,VEHICLES,nave,ship,nave di pietra,1,23.0
854,iter1,BODY PARTS,occhio,eye,occhialda,1,0.0
855,iter1,BODY PARTS,occhio,eye,goccia,2,23113.0
856,iter1,BODY PARTS,occhio,eye,fiocchi,3,29042.0
857,iter1,BODY PARTS,occhio,eye,brillo,4,24137.0
858,iter1,BODY PARTS,occhio,eye,specchiaccio,5,1.0
859,iter1,PLANTS,orchidea,orchid,orchidea,1,15534.0
860,iter1,PLANTS,orchidea,orchid,orchida balsamica,2,0.0
861,iter1,PLANTS,orchidea,orchid,orchida borgogna,3,0.0
862,iter1,PLANTS,orchidea,orchid,orchida china,4,0.0
863,iter1,PLANTS,orchidea,orchid,orchida foto,5,0.0
864,iter1,PLANTS,orchidea,orchid,orchida flora danica,6,0.0
865,iter1,PLANTS,orchidea,orchid,orchidea indica,7,1.0
866,iter1,PLANTS,orchidea,orchid,orchidea labiata,8,1.0
867,iter1,PLANTS,orchidea,orchid,orchidea london,9,0.0
868,iter1,PLANTS,orchidea,orchid,orchidea morocco,10,0.0
869,iter1,PLANTS,orchidea,orchid,orchidea phalaenopsis,11,185.0
870,iter1,PLANTS,orchidea,orchid,orchidea pansy,12,0.0
871,iter1,PLANTS,orchidea,orchid,orchidea purpurea,13,28.0
872,iter1,PLANTS,orchidea,orchid,orchidea vanda,14,77.0
873,iter1,PLANTS,orchidea,orchid,orchidea venata,15,0.0
874,iter1,PLANTS,orchidea,orchid,orchidea yunnanensis,16,0.0
875,iter1,BODY PARTS,orecchio,ear,anzidetaglie,1,0.0
876,iter1,BODY PARTS,orecchio,ear,auricoltoio,2,0.0
877,iter1,BODY PARTS,orecchio,ear,auscultatore,3,19.0
878,iter1,BODY PARTS,orecchio,ear,diagnostico di salute,4,3.0
879,iter1,BODY PARTS,orecchio,ear,empatico,5,14324.0
880,iter1,BODY PARTS,orecchio,ear,estensore,6,13952.0
881,iter1,BODY PARTS,orecchio,ear,meccanico,7,13192.0
882,iter1,BODY PARTS,orecchio,ear,microfono,8,16916.0
883,iter1,BODY PARTS,orecchio,ear,otopediatra,9,0.0
884,iter1,BODY PARTS,orecchio,ear,pistillo,10,3410.0
885,iter1,BODY PARTS,orecchio,ear,radiotecnico,11,1400.0
886,iter1,BODY PARTS,orecchio,ear,sordoipista,12,0.0
887,iter1,BODY PARTS,orecchio,ear,topografo,13,1298.0
888,iter1,BODY PARTS,orecchio,ear,transcranicoide,14,0.0
889,iter1,BODY PARTS,orecchio,ear,uditore,15,17410.0
890,iter1,FURNISHINGS/FITTINGS,orologio,clock,orologio meccanico,1,88.0
891,iter1,FURNISHINGS/FITTINGS,orologio,clock,orologio digitale,2,63.0
892,iter1,FURNISHINGS/FITTINGS,orologio,clock,orologio analogo,3,9.0
893,iter1,FURNISHINGS/FITTINGS,orologio,clock,orologio wall clock,4,2.0
894,iter1,FURNISHINGS/FITTINGS,orologio,clock,orologio tascabile,5,40.0
895,iter1,FURNISHINGS/FITTINGS,orologio,clock,orologio di reazione,6,0.0
896,iter1,FURNISHINGS/FITTINGS,orologio,clock,orologio smartwatch,7,81.0
897,iter1,FURNISHINGS/FITTINGS,orologio,clock,orologio wristwatch,8,0.0
898,iter1,ANIMALS,orso,bear,ursidae,1,53.0
899,iter1,ANIMALS,orso,bear,ursi,2,1647.0
900,iter1,ANIMALS,orso,bear,orco,3,23656.0
901,iter1,ANIMALS,orso,bear,leone,4,17864.0
902,iter1,ANIMALS,orso,bear,grizzly,5,7326.0
903,iter1,ANIMALS,orso,bear,polar bear,6,313.0
904,iter1,KITCHENWARE,padella,pan,padella cotta,1,3.0
905,iter1,KITCHENWARE,padella,pan,padella con brodo,2,7.0
906,iter1,KITCHENWARE,padella,pan,padella nudi,3,0.0
907,iter1,KITCHENWARE,padella,pan,padella alla chitarra,4,0.0
908,iter1,KITCHENWARE,padella,pan,padella all'aglio e olio,5,0.0
909,iter1,HOBBIES,palla,ball,ping pong,1,5453.0
910,iter1,HOBBIES,palla,ball,palle da tennis,2,67.0
911,iter1,BODY PARTS,pancia,belly,bacino,1,17543.0
912,iter1,FOODS,pane,bread,pane bimbo,1,0.0
913,iter1,FOODS,pane,bread,pane integrale,2,273.0
914,iter1,FOODS,pane,bread,pane integrale 4 cereali,3,0.0
915,iter1,FOODS,pane,bread,pane in salamo,4,0.0
916,iter1,FOODS,pane,bread,pane in salamo a testa dura,5,0.0
917,iter1,FOODS,pane,bread,pane di panelle,6,0.0
918,iter1,CLOTHES,pantalone,trouser,calze,1,24821.0
919,iter1,CLOTHES,pantalone,trouser,calze cortissime,2,1.0
920,iter1,CLOTHES,pantalone,trouser,capris,3,277.0
921,iter1,CLOTHES,pantalone,trouser,cordierro,4,0.0
922,iter1,CLOTHES,pantalone,trouser,jeans,5,15535.0
923,iter1,CLOTHES,pantalone,trouser,leggings,6,9374.0
924,iter1,CLOTHES,pantalone,trouser,tregamo,7,0.0
925,iter1,CLOTHES,pantalone,trouser,tunicotta,8,1.0
926,iter1,FOODS,pasta,pasta,penne,1,29217.0
927,iter1,FOODS,pasta,pasta,spaghetti,2,16684.0
928,iter1,FOODS,pasta,pasta,linguine,3,6705.0
929,iter1,FOODS,pasta,pasta,fusilli,4,7759.0
930,iter1,FOODS,pasta,pasta,farfalle,5,25598.0
931,iter1,FOODS,pasta,pasta,tortellini,6,14943.0
932,iter1,FOODS,pasta,pasta,maccheroni,7,12399.0
933,iter1,FOODS,pasta,pasta,coccoli,8,1855.0
934,iter1,FOODS,pasta,pasta,sedani,9,1325.0
935,iter1,FOODS,pasta,pasta,rigatoni,10,4024.0
936,iter1,FOODS,pasta,pasta,orecchiette al forno,11,21.0
937,iter1,FOODS,pasta,pasta,rotini,12,350.0
938,iter1,FOODS,pasta,pasta,farro integrale,13,77.0
939,iter1,FOODS,pasta,pasta,trocolacci,14,0.0
940,iter1,FOODS,pasta,pasta,fettuccini alfredo,15,15.0
941,iter1,FOODS,pasta,pasta,linguine alle vongole,16,32.0
942,iter1,FOODS,pasta,pasta,casoncelli,17,1623.0
943,iter1,FOODS,pasta,pasta,pasta salad,18,2.0
944,iter1,FOODS,pasta,pasta,lasagne,19,18397.0
945,iter1,FOODS,pasta,pasta,bigoli,20,3256.0
946,iter1,FOODS,pasta,pasta,gnocchi,21,24897.0
947,iter1,FOODS,pasta,pasta,pasta alla carbonara,22,67.0
948,iter1,FOODS,pasta,pasta,tagliatelle al funghi,23,42.0
949,iter1,FOODS,pasta,pasta,cannelloni,24,6217.0
950,iter1,FOODS,pasta,pasta,gnocchi alla romana,25,34.0
951,iter1,FOODS,pasta,pasta,strozzapretzel,26,0.0
952,iter1,STATIONERY,pastello,pastel,ravioli,1,19943.0
953,iter1,HOUSING BUILDINGS,pavimento,floor,ceramica,1,16457.0
954,iter1,HOUSING BUILDINGS,pavimento,floor,marmo,2,15801.0
955,iter1,HOUSING BUILDINGS,pavimento,floor,legno,3,20581.0
956,iter1,HOUSING BUILDINGS,pavimento,floor,carpeto,4,4.0
957,iter1,HOUSING BUILDINGS,pavimento,floor,linoleum,5,5043.0
958,iter1,HOUSING BUILDINGS,pavimento,floor,vetro,6,15418.0
959,iter1,HOUSING BUILDINGS,pavimento,floor,asfalto,7,18615.0
960,iter1,HOUSING BUILDINGS,pavimento,floor,cemento,8,16955.0
961,iter1,HOUSING BUILDINGS,pavimento,floor,gesso,9,20162.0
962,iter1,HOUSING BUILDINGS,pavimento,floor,pietra,10,18472.0
963,iter1,HOUSING BUILDINGS,pavimento,floor,metallo,11,20216.0
964,iter1,HOUSING BUILDINGS,pavimento,floor,vetroresina,12,18246.0
965,iter1,HOUSING BUILDINGS,pavimento,floor,acciaio,13,19942.0
966,iter1,HOUSING BUILDINGS,pavimento,floor,alluminio,14,23697.0
967,iter1,HOUSING BUILDINGS,pavimento,floor,pvc,15,13455.0
968,iter1,HOUSING BUILDINGS,pavimento,floor,ghisa,16,16433.0
969,iter1,HOUSING BUILDINGS,pavimento,floor,fibreglass,17,56.0
970,iter1,HOUSING BUILDINGS,pavimento,floor,porcellanato,18,17036.0
971,iter1,HOUSING BUILDINGS,pavimento,floor,granito,19,17181.0
972,iter1,HOUSING BUILDINGS,pavimento,floor,vetro smeraldo,20,9.0
973,iter1,HOUSING BUILDINGS,pavimento,floor,legno bianco,21,21.0
974,iter1,HOUSING BUILDINGS,pavimento,floor,legno pregiato,22,132.0
975,iter1,HOUSING BUILDINGS,pavimento,floor,legno nero,23,503.0
976,iter1,HOUSING BUILDINGS,pavimento,floor,gomma,24,21037.0
977,iter1,HOUSING BUILDINGS,pavimento,floor,vetro colorato,25,161.0
978,iter1,HOUSING BUILDINGS,pavimento,floor,legno rigato,26,17.0
979,iter1,HOUSING BUILDINGS,pavimento,floor,pietra bianca,27,165.0
980,iter1,HOUSING BUILDINGS,pavimento,floor,pietra multicolore,28,74.0
981,iter1,HOUSING BUILDINGS,pavimento,floor,legno massello,29,584.0
982,iter1,STATIONERY,penna,pen,penna gomma,1,6.0
983,iter1,STATIONERY,penna,pen,penna ceramica,2,1.0
984,iter1,STATIONERY,penna,pen,penna in plastica,3,25.0
985,iter1,STATIONERY,penna,pen,penna tagliapane,4,0.0
986,iter1,STATIONERY,penna,pen,penna a ingranaggi,5,0.0
987,iter1,STATIONERY,penna,pen,penna ad acrilica o ad unghia,6,0.0
988,iter1,STATIONERY,penna,pen,penna scrittrice,7,1.0
989,iter1,STATIONERY,penna,pen,penna a matita,8,5.0
990,iter1,STATIONERY,penna,pen,penna stilografica,9,414.0
991,iter1,STATIONERY,penna,pen,penna in stufa a candela,10,0.0
992,iter1,STATIONERY,penna,pen,penna da viaggio,11,6.0
993,iter1,STATIONERY,penna,pen,penna ecrittura digitale,12,0.0
994,iter1,STATIONERY,penna,pen,penna gessoso,13,0.0
995,iter1,STATIONERY,penna,pen,penna eurofibro,14,0.0
996,iter1,STATIONERY,penna,pen,penna eurografica,15,0.0
997,iter1,STATIONERY,penna,pen,penna di polipropilena,16,0.0
998,iter1,STATIONERY,penna,pen,penna da cacao,17,0.0
999,iter1,STATIONERY,penna,pen,penna in metallo,18,29.0
1000,iter1,STATIONERY,penna,pen,penna acrilica,19,1.0
1001,iter1,STATIONERY,penna,pen,pen,20,17971.0
1002,iter1,HOBBIES,pennello,brush,pennello da muro,1,2.0
1003,iter1,HOBBIES,pennello,brush,pennello da tinta,2,23.0
1004,iter1,HOBBIES,pennello,brush,pennello di pizzo,3,1.0
1005,iter1,HOBBIES,pennello,brush,pennello a gomiti,4,0.0
1006,iter1,HOBBIES,pennello,brush,pennello a velcro,5,0.0
1007,iter1,HOBBIES,pennello,brush,pennello a acquarello,6,0.0
1008,iter1,HOBBIES,pennello,brush,pennello stenografico,7,0.0
1009,iter1,HOBBIES,pennello,brush,pennello per bambini,8,14.0
1010,iter1,KITCHENWARE,pentola,pot,pentola,1,14077.0
1011,iter1,KITCHENWARE,pentola,pot,pentolone,2,8644.0
1012,iter1,KITCHENWARE,pentola,pot,pentola con manico,3,21.0
1013,iter1,KITCHENWARE,pentola,pot,pentola con ruote,4,0.0
1014,iter1,KITCHENWARE,pentola,pot,pentola metallica,5,18.0
1015,iter1,KITCHENWARE,pentola,pot,pentola per forno,6,3.0
1016,iter1,FOODS,pesce,fish,salmone,1,20922.0
1017,iter1,FOODS,pesce,fish,ormeggio,2,12299.0
1018,iter1,FOODS,pesce,fish,pesce spada,3,830.0
1019,iter1,FOODS,pesce,fish,salcio,4,177.0
1020,iter1,FOODS,pesce,fish,turchi,5,27317.0
1021,iter1,FOODS,pesce,fish,cappelletto,6,8701.0
1022,iter1,FOODS,pesce,fish,anguilla,7,15873.0
1023,iter1,FOODS,pesce,fish,tonno,8,18241.0
1024,iter1,FOODS,pesce,fish,merluzzo,9,19922.0
1025,iter1,KITCHENWARE,piatto,plate,piotto,1,583.0
1026,iter1,KITCHENWARE,piatto,plate,tazza,2,18646.0
1027,iter1,KITCHENWARE,piatto,plate,ghiaccino,3,91.0
1028,iter1,KITCHENWARE,piatto,plate,vaso,4,16519.0
1029,iter1,KITCHENWARE,piatto,plate,bicchiera,5,41.0
1030,iter1,KITCHENWARE,piatto,plate,piatto all'inglese,6,0.0
1031,iter1,BODY PARTS,piede,foot,calzata,1,10019.0
1032,iter1,BODY PARTS,piede,foot,scarpe,2,459506.0
1033,iter1,BODY PARTS,piede,foot,sandali,3,23604.0
1034,iter1,BODY PARTS,piede,foot,calzature sportive,4,269.0
1035,iter1,BODY PARTS,piede,foot,salparadigmi,5,0.0
1036,iter1,BODY PARTS,piede,foot,sporgule,6,0.0
1037,iter1,PLANTS,pino,pine,pino appaltato,1,0.0
1038,iter1,PLANTS,pino,pine,pino africano,2,53.0
1039,iter1,PLANTS,pino,pine,pino d'albero,3,0.0
1040,iter1,PLANTS,pino,pine,pino bianco,4,204.0
1041,iter1,PLANTS,pino,pine,pino cipresso,5,10.0
1042,iter1,PLANTS,pino,pine,pino silvestre,6,509.0
1043,iter1,FOODS,pizza,pizza,margherita,1,18066.0
1044,iter1,FOODS,pizza,pizza,pepperoni,2,251.0
1045,iter1,FOODS,pizza,pizza,quattro stagioni,3,535.0
1046,iter1,FOODS,pizza,pizza,hawaiiana,4,635.0
1047,iter1,FOODS,pizza,pizza,bufala,5,19276.0
1048,iter1,FOODS,pizza,pizza,margarita,6,8837.0
1049,iter1,FOODS,pizza,pizza,vegetariana,7,26273.0
1050,iter1,FOODS,pizza,pizza,siciliana,8,20813.0
1051,iter1,FOODS,pizza,pizza,fungi,9,800.0
1052,iter1,FURNITURE,poltrona,armchair,sedile,1,28988.0
1053,iter1,FURNITURE,poltrona,armchair,carro,2,17038.0
1054,iter1,FURNITURE,poltrona,armchair,barca,3,26569.0
1055,iter1,FURNITURE,poltrona,armchair,poltrona da ufficio,4,35.0
1056,iter1,FURNITURE,poltrona,armchair,trono,5,20480.0
1057,iter1,FURNITURE,poltrona,armchair,sponda,6,25386.0
1058,iter1,FURNITURE,poltrona,armchair,paletta,7,14158.0
1059,iter1,FURNITURE,poltrona,armchair,barca a vela,8,331.0
1060,iter1,FURNITURE,poltrona,armchair,sedia,9,18873.0
1061,iter1,HOUSING BUILDINGS,porta,door,porta di legno,1,34.0
1062,iter1,HOUSING BUILDINGS,porta,door,porta metallica,2,233.0
1063,iter1,HOUSING BUILDINGS,porta,door,porta in vetro,3,40.0
1064,iter1,HOUSING BUILDINGS,porta,door,porta pivotante,4,6.0
1065,iter1,HOUSING BUILDINGS,porta,door,porta rotante,5,38.0
1066,iter1,HOUSING BUILDINGS,porta,door,porta a molla,6,22.0
1067,iter1,HOUSING BUILDINGS,porta,door,porta a scomparsa,7,45.0
1068,iter1,HOUSING BUILDINGS,porta,door,porta accordeon,8,0.0
1069,iter1,HOUSING BUILDINGS,porta,door,porta con finestrino,9,6.0
1070,iter1,HOUSING BUILDINGS,porta,door,porta a gabbia,10,3.0
1071,iter1,HOUSING BUILDINGS,porta,door,porta di guardia,11,5.0
1072,iter1,HOUSING BUILDINGS,porta,door,porta di accesso,12,60.0
1073,iter1,HOUSING BUILDINGS,porta,door,porta di ferro,13,41.0
1074,iter1,HOUSING BUILDINGS,porta,door,porta di vetro,14,26.0
1075,iter1,HOUSING BUILDINGS,porta,door,porta di vetro blindato,15,2.0
1076,iter1,HOUSING BUILDINGS,porta,door,porta con vetri,16,21.0
1077,iter1,HOUSING BUILDINGS,porta,door,porta con vetri tintati,17,0.0
1078,iter1,FURNISHINGS/FITTINGS,portafotografia,portafotografia,stoffa leggera,1,31.0
1079,iter1,FURNISHINGS/FITTINGS,portafotografia,portafotografia,caso di protezione,2,21.0
1080,iter1,FURNISHINGS/FITTINGS,portafotografia,portafotografia,fascicolo portatile,3,0.0
1081,iter1,FURNISHINGS/FITTINGS,portafotografia,portafotografia,carta di identità,4,111.0
1082,iter1,FURNISHINGS/FITTINGS,portafotografia,portafotografia,multifoglio,5,80.0
1083,iter1,FURNISHINGS/FITTINGS,portafotografia,portafotografia,calze,6,24821.0
1084,iter1,FURNISHINGS/FITTINGS,portafotografia,portafotografia,portavalori,7,4724.0
1085,iter1,FURNISHINGS/FITTINGS,portafotografia,portafotografia,sferino,8,47.0
1086,iter1,FURNISHINGS/FITTINGS,portafotografia,portafotografia,portachiave,9,562.0
1087,iter1,FURNISHINGS/FITTINGS,portafotografia,portafotografia,portacard,10,51.0
1088,iter1,FURNISHINGS/FITTINGS,portafotografia,portafotografia,cintura per ginocchio,11,0.0
1089,iter1,FURNISHINGS/FITTINGS,portafotografia,portafotografia,porta-chiavi,12,45.0
1090,iter1,FURNISHINGS/FITTINGS,posacenere,ashtray,asciugamano,1,22407.0
1091,iter1,FURNISHINGS/FITTINGS,posacenere,ashtray,camicia tagliata,2,6.0
1092,iter1,FURNISHINGS/FITTINGS,posacenere,ashtray,camicia tagliata al vassoio,3,0.0
1093,iter1,FURNISHINGS/FITTINGS,posacenere,ashtray,camicia tagliata a mano,4,0.0
1094,iter1,FURNISHINGS/FITTINGS,posacenere,ashtray,camicia tagliata ad estroffe,5,0.0
1095,iter1,FURNISHINGS/FITTINGS,posacenere,ashtray,camicia tagliata a pruina,6,0.0
1096,iter1,FURNISHINGS/FITTINGS,posacenere,ashtray,camicia tagliata a piuma,7,0.0
1097,iter1,FURNISHINGS/FITTINGS,posacenere,ashtray,camicia tagliata a spiaggetta,8,0.0
1098,iter1,STATIONERY,quaderno,copybook,quaderno scolastico bianco,1,0.0
1099,iter1,STATIONERY,quaderno,copybook,quaderno scolastico rosso,2,0.0
1100,iter1,STATIONERY,quaderno,copybook,quaderno di lavoro,3,26.0
1101,iter1,STATIONERY,quaderno,copybook,quaderno blu,4,95.0
1102,iter1,STATIONERY,quaderno,copybook,quaderno per il lavoro a tavolo,5,0.0
1103,iter1,STATIONERY,quaderno,copybook,quaderno per l'organizzazione,6,0.0
1104,iter1,FURNISHINGS/FITTINGS,quadro,picture,pittore,1,19859.0
1105,iter1,FURNISHINGS/FITTINGS,quadro,picture,quadro,2,17937.0
1106,iter1,FURNISHINGS/FITTINGS,quadro,picture,quadro analogico,3,14.0
1107,iter1,FURNISHINGS/FITTINGS,quadro,picture,quadro digitale,4,0.0
1108,iter1,FURNISHINGS/FITTINGS,quadro,picture,quadro digitali,5,66.0
1109,iter1,FURNISHINGS/FITTINGS,quadro,picture,quadro digitale ippogiufi,6,0.0
1110,iter1,FURNISHINGS/FITTINGS,quadro,picture,quadro piu grande del mio,7,0.0
1111,iter1,FURNISHINGS/FITTINGS,quadro,picture,quadro di vincent van gogh,8,20.0
1112,iter1,FURNISHINGS/FITTINGS,quadro,picture,piccolo quadro,9,222.0
1113,iter1,FURNISHINGS/FITTINGS,quadro,picture,quadro di rembrandt,10,24.0
1114,iter1,FURNISHINGS/FITTINGS,quadro,picture,quadro di caravaggio,11,22.0
1115,iter1,FURNISHINGS/FITTINGS,quadro,picture,quadro di raffaello,12,22.0
1116,iter1,FURNISHINGS/FITTINGS,quadro,picture,quadro di leonardo da vinci,13,23.0
1117,iter1,FURNISHINGS/FITTINGS,quadro,picture,quadro di picasso,14,21.0
1118,iter1,FURNISHINGS/FITTINGS,quadro,picture,quadro di van gogh,15,34.0
1119,iter1,FURNISHINGS/FITTINGS,quadro,picture,quadro di dali,16,7.0
1120,iter1,PLANTS,quercia,oak,arciere,1,19388.0
1121,iter1,HOBBIES,racchetta,racket,raccheda da tennis,1,0.0
1122,iter1,HOBBIES,racchetta,racket,raccheta da pallavolo,2,0.0
1123,iter1,HOBBIES,racchetta,racket,raccheta da badminton,3,0.0
1124,iter1,HOBBIES,racchetta,racket,raccheta da squash,4,0.0
1125,iter1,STATIONERY,righello,ruler,frullatore,1,24713.0
1126,iter1,STATIONERY,righello,ruler,aspirapolvere,2,33259.0
1127,iter1,STATIONERY,righello,ruler,tostapance,3,0.0
1128,iter1,STATIONERY,righello,ruler,lavatrice,4,131287.0
1129,iter1,STATIONERY,righello,ruler,microonde,5,20211.0
1130,iter1,STATIONERY,righello,ruler,lavastoviglie,6,21923.0
1131,iter1,HOUSING BUILDINGS,ripostiglio,closet,frigorifero,1,14771.0
1132,iter1,HOUSING BUILDINGS,ripostiglio,closet,congelatore,2,18505.0
1133,iter1,HOUSING BUILDINGS,ripostiglio,closet,safari,3,19048.0
1134,iter1,HOUSING BUILDINGS,ripostiglio,closet,guardaroba,4,14921.0
1135,iter1,HOUSING BUILDINGS,ripostiglio,closet,armadio,5,21279.0
1136,iter1,HOUSING BUILDINGS,ripostiglio,closet,baule,6,18209.0
1137,iter1,FOODS,riso,rice,spinaci,1,26433.0
1138,iter1,FOODS,riso,rice,arboricolo,2,2970.0
1139,iter1,PLANTS,rosa,rose,fiore,1,11271.0
1140,iter1,PLANTS,rosa,rose,aro,2,4709.0
1141,iter1,PLANTS,rosa,rose,rosa tricolore,3,41.0
1142,iter1,PLANTS,rosa,rose,rosa bianca,4,243.0
1143,iter1,PLANTS,rosa,rose,rosa rosso,5,25.0
1144,iter1,PLANTS,rosa,rose,rosa rossa,6,307.0
1145,iter1,PLANTS,rosa,rose,rosa scarlatta,7,184.0
1146,iter1,PLANTS,rosa,rose,rosa scarlatta,8,184.0
1147,iter1,PLANTS,salice,willow,salice sillate,1,0.0
1148,iter1,PLANTS,salice,willow,salice semplice,2,0.0
1149,iter1,PLANTS,salice,willow,salice semplice di pioppo,3,0.0
1150,iter1,PLANTS,salice,willow,salice semplice di popolo,4,0.0
1151,iter1,PLANTS,salice,willow,salice acquatata,5,0.0
1152,iter1,PLANTS,salice,willow,salice semplice di agar-agar,6,0.0
1153,iter1,PLANTS,salice,willow,salice semplice di collantu,7,0.0
1154,iter1,PLANTS,salice,willow,salice semplice di solanero,8,0.0
1155,iter1,HOUSING BUILDINGS,scala,stairs,aperitivo,1,18446.0
1156,iter1,HOUSING BUILDINGS,scala,stairs,bevanda,2,20740.0
1157,iter1,HOUSING BUILDINGS,scala,stairs,calcio,3,17474.0
1158,iter1,HOUSING BUILDINGS,scala,stairs,chiroptera,4,70.0
1159,iter1,HOUSING BUILDINGS,scala,stairs,coda,5,22197.0
1160,iter1,HOUSING BUILDINGS,scala,stairs,cucina,6,18463.0
1161,iter1,HOUSING BUILDINGS,scala,stairs,elevarsi,7,11373.0
1162,iter1,HOUSING BUILDINGS,scala,stairs,escalator,8,179.0
1163,iter1,HOUSING BUILDINGS,scala,stairs,fila,9,23819.0
1164,iter1,HOUSING BUILDINGS,scala,stairs,fuso,10,21284.0
1165,iter1,HOUSING BUILDINGS,scala,stairs,gioco,11,18434.0
1166,iter1,HOUSING BUILDINGS,scala,stairs,grappa,12,27916.0
1167,iter1,HOUSING BUILDINGS,scala,stairs,gradiente,13,16417.0
1168,iter1,HOUSING BUILDINGS,scala,stairs,in scalata,14,55.0
1169,iter1,HOUSING BUILDINGS,scala,stairs,lezione,15,21369.0
1170,iter1,HOUSING BUILDINGS,scala,stairs,mercantecario,16,0.0
1171,iter1,HOUSING BUILDINGS,scala,stairs,meccano,17,3261.0
1172,iter1,HOUSING BUILDINGS,scala,stairs,menu,18,17449.0
1173,iter1,HOUSING BUILDINGS,scala,stairs,monitoraggio,19,18309.0
1174,iter1,HOUSING BUILDINGS,scala,stairs,obiettivo,20,16652.0
1175,iter1,HOUSING BUILDINGS,scala,stairs,ordine,21,12927.0
1176,iter1,HOUSING BUILDINGS,scala,stairs,ordinatore,22,8560.0
1177,iter1,HOUSING BUILDINGS,scala,stairs,pendio,23,15012.0
1178,iter1,HOUSING BUILDINGS,scala,stairs,prospettiva,24,16475.0
1179,iter1,HOUSING BUILDINGS,scala,stairs,scaletta,25,24746.0
1180,iter1,HOUSING BUILDINGS,scala,stairs,scala da salire,26,25.0
1181,iter1,HOUSING BUILDINGS,scala,stairs,scala delle valutazioni,27,23.0
1182,iter1,HOUSING BUILDINGS,scala,stairs,scale musicali,28,51.0
1183,iter1,HOUSING BUILDINGS,scala,stairs,scalette di combinazioni musicali,29,0.0
1184,iter1,HOUSING BUILDINGS,scala,stairs,scalette di piatti,30,0.0
1185,iter1,HOUSING BUILDINGS,scala,stairs,scalette di,31,33.0
1186,iter1,CLOTHES,scarpa,shoe,sandalo,1,31974.0
1187,iter1,CLOTHES,scarpa,shoe,speron,2,395.0
1188,iter1,CLOTHES,scarpa,shoe,pantofola,3,15893.0
1189,iter1,CLOTHES,scarpa,shoe,stivaletto,4,16658.0
1190,iter1,CLOTHES,scarpa,shoe,scarpetta,5,25600.0
1191,iter1,CLOTHES,scarpa,shoe,cowboy boot,6,7.0
1192,iter1,BODY PARTS,schiena,back,schienale,1,16728.0
1193,iter1,BODY PARTS,schiena,back,seduta,2,18714.0
1194,iter1,BODY PARTS,schiena,back,fianchetti,3,2652.0
1195,iter1,BODY PARTS,schiena,back,raccotta,4,2.0
1196,iter1,BODY PARTS,schiena,back,bacino,5,17543.0
1197,iter1,BODY PARTS,schiena,back,rullo,6,11321.0
1198,iter1,BODY PARTS,schiena,back,scatola,7,24547.0
1199,iter1,BODY PARTS,schiena,back,scotoletta,8,2.0
1200,iter1,BODY PARTS,schiena,back,corsia,9,17879.0
1201,iter1,BODY PARTS,schiena,back,sedile,10,28988.0
1202,iter1,BODY PARTS,schiena,back,spaldo,11,41.0
