category,concept,human,llama-3.1-70b,llama-3.1-8b,llama-3.2-3b,mixtral-8x7b,mistral-7b,nemo-12b,llava-v1.6-mistral-7b,llava-v1.6-mistral-7b-img,idefics2-8b,idefics2-8b-img
hobbies,chitarra,chitarra acustica,chitarra acustica,chitarra classica,acustica,classica,chitarra sitar,chitarra elettrica,chitarra elettrica,chitarra elettrica,chitarra basso,chitarra acustica
hobbies,chitarra,chitarra classica,chitarra semiacustica,chitarra elettrica,elettrica,chitarra classica,chitarra banjo,chitarra classica,chitarra classica,chitarra basso,chitarra a 6 corde,chitarra basso
hobbies,chitarra,chitarra a dodici corde,classica,chitarra basso,basso,chitarra folk,chitarra hollow body,chitarra a 12 corde,chitarra pedal steel,chitarra a 12 corde,chitarra baritona,chitarra a 12 corde
hobbies,chitarra,ukulele,chitarra resofonica,chitarra classica a 12 corde,steel,semi-acustica,chitarra archtop,chitarra resofonica,chitarra folk,chitarra classica,chitarra a 12 corde,chitarra classica
plants,ciclamino,ciclamino bianco,cyclamen africanum,ciclamino rosso,rosa,cyclamen coum,ciclamino rosa,ciclamino comune,scooter,ciclamino rosso,pet,tulipano
plants,ciclamino,ciclamino rosa,ciclamino europeo,ciclamino comune,giardiniere,ciclamino persiano,ciclamino comune,ciclamino persiano,bicicletta,ciclamino bianco,pvc,ciclamino rosso
plants,ciclamino,ciclamino dei boschi,ciclamino di persia,ciclamino di montagna,viola,ciclamino balearicum,ciclamino viola,ciclamino nano,ciclamino bianco,ceramica,ciclamino 1,ciliegio
plants,ciclamino,ciclamino rosso,cyclamen rohlfsianum,ciclamino azzurro,iris,ciclamino coum,ciclamino giallo,ciclamino ibrido,**ciclamino**,ciclamino gigante,bici,ciclamino nero
plants,ciclamino,ciclamino persiano,cyclamen libanoticum,ciclamino blu,indaco,ciclamino cretese,ciclamino bianco,ciclamino di scozia,ciclomotore,ciclamino giallo,polietilene,ciclamino blu
plants,ciliegio,ciliegio in fiore,ciliegio dolce,ciliegia,ciliegia,prunus avium,ciliegio comune,ciliegio acido,acacia,albero di ciliegio,rosso,albero
plants,ciliegio,albero,ciliegio giapponese,ciliegio nero,ciliegia di bosco,prunus serrulata,ciliegio invernale,ciliegio selvatico,acero,ramo di ciliegio,acacia,acacia
plants,ciliegio,ciliegio dolce,ciliegio amaro,ciliegio selvatico,,prunus subhirtella,ciliegio nero,ciliegio dolce,frullato,ciliegio in primavera,ciliegio nero,albero di fiori
foods,cioccolato,cioccolato fondente,fondente,cioccolato bianco,cioccolata,cioccolato fondente,bianco,cioccolato fondente,cioccolata,cioccolata,bianco,barretta
foods,cioccolato,cioccolato bianco,gianduja,cioccolato fondente,cioccolatini,cioccolato con nocciole,fondente,cioccolato al latte con nocciole,cioccolata fondente,cioccolata con panna,biscotti,barra
foods,cioccolato,cioccolato al latte,al latte,cioccolata calda,cioccolato fondente,cioccolato con peperoncino,barra,cioccolato fondente con frutta secca,cioccolata bianco,cioccolata con caramello,nero,cubo
foods,cioccolato,cioccolato alle nocciole,bianco,cioccolato al latte,cioccolato bianco,cioccolato gianduia,biscotti,cioccolato al latte,cioccolata freddo,cioccolata al latte,cioccolato al latte,scatola
foods,cioccolato,cioccolato alla gianduja,extrafondente,cioccolato nero,cioccolata calda,cioccolato con sale marino,fuso,al cioccolato fondente,barra di cioccolato,cioccolata fondente,cioccolato al cacao,bolla
stationery,colla,colla vinilica,colla a caldo,colla adesiva,adesivo,colla vinilica,colla da carta,colla a caldo,colla per capelli,colla per capelli,adesivo,adesivo
stationery,colla,colla stick,colla vinilica,colla per legno,colla per cartone,colla stick,colla da metallo,colla per carta,colla di legno,colla frizzante,adesivo a base di gomma,colla adesiva
stationery,colla,colla a caldo,colla a freddo,colla universale,colla per legno,colla istantanea,colla da plastica,colla a base di acqua,coll,cola,bolla,resina
stationery,colla,colla super attack,colla a base di lattice,colla per tessuti,colla per tessuti,colla per carta,colla da legno,colla stick,colla di pesce,colla per barba,glue,glue
stationery,colla,colla di pesce,colla a base di gomma,colla epoxi,colla per plastica,colla spray,colla da tessuto,colla per ceramica,colla di pizzo,cera,adesivo a base di silicone,adesivo per carta
body parts,collo,collo lungo,collo di camicia,collo di cigno,collo di vetro,collo della camicia,collo di animale,cravatta,collo di carta,collo di persona,collo bollente,bocca
body parts,collo,collo all' italiana,collo a v,collo di gallina,bocca,collo della maglietta,collo di bottiglia,camicia,collante,collo di carta,collo cervicale,occhi
body parts,collo,collo alla coreana,collo alto,collo di bottiglia,collo di bue,collo di una bottiglia di vino,collo di serpente,foulard,collo del cielo,collo di animale,collo in gomma,orecchie
body parts,collo,collo di bottiglia,collo della vescica,collo di tacchino,collo di legno,collo di un vestito,collo di abbigliamento,sciarpa,collare,collo di serpente,collo gelato,naso
body parts,collo,collo umano,collo a barchetta,collo di anatra,collo di metallo,collo di una bottiglia di birra,collo di persona,collarino,collo di lavoro,collo di fiori,collo-cervicale,testa
housing buildings,colonna,colonna dorica,sonora,colonna sonora,palazzo,colonna sonora,colonna idraulica,colonna sonora,colonna sonora,colonna di marmo,colonna di supporto,colonna di supporto
housing buildings,colonna,colonna corinzia,dorica,colonna di liquido,verticale,colonna di sostegno,colonna di sale,colonna vertebrale,colonna di legno,colonna di legno,colonna vertebrale,colonna regina
housing buildings,colonna,colonna ionica,corinzia,colonna di gas,colonna di sostegno,colonna di distillazione,colonna vertebrale,colonna di pietra,colonna di una struttura,colonna di pietra,colonna di riferimento,colonna inglese
housing buildings,colonna,colonna portante,ionica,colonna vertebrale,circolare,colonna di carico,colonna sonora,colonna di fumo,colonna di supporto,colonna di supporto,colonna di registrazione,colonna romana
housing buildings,colonna,colonna romana,liquida,colonna di un edificio,rettangolare,colonna di scarico,colonna di ghiaccio,colonna di gas,colonna vertebrale,colonna di sostegno,colonna di controllo,colonna greca
kitchenware,coltello,coltello a serramanico,coltello da cucina,coltello da cucina,coltello da cucina,coltello da cucina,coltello da cucina,coltello da cucina,coltello da cucina,coltello da cucina,coltello da cucina,coltello da cucina
kitchenware,coltello,coltello da cucina,coltello da pane,coltello da carne,coltello da pesca,coltello da caccia,coltello da carne,coltello da pane,coltello da,coltello da caccia,coltello da cucina da,coltello da taglio
kitchenware,coltello,coltello da pane,coltello da frutta,coltello da pesce,coltello da caccia,coltello da pesca,coltello da caccia,coltello da cucina giapponese,coltellaccio,coltello da parete,coltello da taglio,cucchiaio
kitchenware,coltello,coltello seghettato,coltello da carne,coltello da caccia,coltello da lavoro,coltello da combattimento,coltello da pane,coltello da frutta,coltellaccio da cucina,coltello da cuc,coltello da mangiare,forchetta
kitchenware,coltello,coltello svizzero,coltello da formaggio,coltello da pane,coltello da giardinaggio,coltello da tavola,coltello da barba,coltello da cucina cinese,coltellaccio da carne,coltello da tavola,coltello da tagliare,coltello da caccia
furniture,comodino,comodino di legno,comodino classico,comodino da notte,letto,comodino in legno,scrivania,comodino da notte,bidet,comodino bianco,cassetta,cassette
furniture,comodino,comodino a cassetti,comodino a due cassetti,comodino a tre cassetti,cuscino,comodino in metallo,vaso per i fiori,comodino con ruote,lavastoviglie,comodino di legno,scatola,scrivania
furniture,comodino,comodino basso,comodino minimalista,comodino a rotelle,cassettone,comodino industriale,scaffale,comodino con cassetti,lavanderia,comodino nero,arma,scaffale
furniture,comodino,comodino di metallo,comodino a tre cassetti,comodino singolo,divano,comodino vintage,comodino da letto,comodino con specchio,lavandino,comodino di vetro,armadio,scatola
furniture,comodino,comodino sospeso,comodino con specchio,comodino a due cassetti,poltrona,comodino moderno,cassettino,comodino da parete,bidone,comodino di plastica,fotografia,scatole
hobbies,computer,computer portatile,supercomputer,desktop,desktop,desktop,desktop computer,desktop,desktop,desktop computer,desktop,desktop
hobbies,computer,computer fisso,minicomputer,supercomputer,laptop,thin client,smartphone,laptop,personal computer,laptop,tablet,tablet
hobbies,computer,pc,mainframe,minicomputer,tablet,workstation,pocket computer,netbook,tablet,tablet,smartphone,pc
hobbies,computer,computer mini,server,workstation,smartphone,server,workstation,server,desktop computer,smartphone,server,smartphone
furniture,comò,comò a cassetti,comò classico,comò a specchio,cassettone,comò antico,scatola a molla,comò a cassetti,comò di legno,computer,borsa,monitor
furniture,comò,comò di legno,cassettone,comò a due ante,comodino,comò in stile industriale,cassettiera,comò con specchio,frullatore,comò fax,pettinato,mouse
furniture,comò,comodino,comò a due ante,comò a tre cassetti,cassettino,comò classico,cassettone,comò con ante,lamp,comò a ponte,cassetto,macchina per scrivere
animals,coniglio,coniglio nano,coniglio nano,coniglio europeo,lepre,coniglio nano,coniglio selvatico,coniglio selvatico,coniglio selvatico,coniglio di cartone,coniglio selvatico,coniglio selvatico
animals,coniglio,coniglio bianco,coniglio gigante,coniglio di palude,cinghiale,coniglio domestico,coniglio europeo,coniglio domestico,conigliaccio,coniglio reale,coniglio domestico,coniglio selvatico europeo
animals,coniglio,lepre,coniglio europeo,coniglio domestico,cervo,coniglio ariete,coniglio da compagnia,coniglio angora,coniglio domestico,coniglio bianco,coniglio selvatico europeo,coniglio domestico
animals,coniglio,coniglio selvatico,coniglio olandese,coniglio di terra,coniglio comune,coniglio europeo,coniglio cinese,coniglio nano,coniglio di legno,coniglio di plastica,coniglio cervo,coniglio da campo
animals,coniglio,coniglio domestico,coniglio lop,coniglio di montagna,coniglio cinese,coniglio lepre,coniglio americano,coniglio californiano,coniglio di carta,coniglio di legno,coniglio americano,coniglio bianco
furnishings/fittings,cornice,cornice di legno,cornice per quadri,cornice per foto,cornice per finestre,cornice per foto,cornice pittorica,cornice per quadri,cornice di vetro,cornice di vetro,cornice interna,cornice modulare
furnishings/fittings,cornice,cornice barocca,cornice per specchio,cornice da quadro,cornice in legno,cornice da parete,cornice architettonica,cornice per foto,cornice di foto,cornice di casa,cornice di legno,cornice di pietra
furnishings/fittings,cornice,cornice di plastica,cornice per specchi,cornice fotografica,cornice per finestra,cornice in legno,cornice fotografica,cornice fotografica,cornice decorativa,cornice di legno,cornice in cemento,cornice di legno
furnishings/fittings,cornice,cornice d' argento,cornice per finestra,cornice per porta,cornice in plastica,cornice vintage,cornice di quadro,cornice per specchi,cornice di pietra,cornice di gesso,cornice in metallo,cornice scorrevole
furnishings/fittings,cornice,cornice di alluminio,cornice per finestre,cornice per mobile,cornice in cartongesso,cornice in metallo,cornice per finestre,cornice per poster,cornice di legno,cornice di pietra,cornice esterna,cornice esterna
furniture,credenza,credenza di legno,armadio,credenza a muro,banca,credenza da cucina,armoire,credenza in stile rustico,armadio,armadio,tavolo,scaffale
furniture,credenza,vetrinetta,mobile,armadio,cassa di risparmio,credenza angolare,credenza industriale,credenza a giorno,buffet,cabinet,armadio,scrivania
furniture,credenza,credenza religiosa,credenza in legno,credenza da cucina,prestito,credenza a muro,credenza con porta,credenza in stile shabby chic,credenza mobile,buffet,cassetta,cassette
hobbies,cruciverba,cruciverba a schema libero,cruciverba classico,acrostico,puzzle,cruciverba classico,puzzola,cruciverba classico,croce di malta,1,*,1
hobbies,cruciverba,parole crociate,enigmistica,cruciverba a immagini,anagramma,cruciverba a tema,enigma,cruciverba a tema,2048,14,anagrammi,scacchiera
hobbies,cruciverba,rebus,cruciverba a schema libero,anagramma,crocifisso,cruciverba tematico,rompicapo,cruciverba tematico,aeroplano,16,parola crociata,parola
hobbies,cruciverba,cruciverba a schema fisso,cruciverba per bambini,rebus,palindromo,cruciverba enigmistico,giochi di parole,cruciverba criptico,croce,17,parola-chiave,3
hobbies,cruciverba,cruciverba crittografato,cruciverba tematico,indovinello,acrostico,cruciverba crittografato,enigmista,cruciverba enigmistico,croce di sant'andrea,18,parola scambiata,4
kitchenware,cucchiaio,cucchiaino,cucchiaio da dessert,cucchiaio da tavola,cucchiaio di legno,cucchiaio da tavola,cucchiaio da tavola,cucchiaio da minestra,tazza,tazza,bicchiere,cucchiaio da cucina
kitchenware,cucchiaio,cucchiaio da tè,cucchiaio da minestra,cucchiaio da dessert,cucchiaio da tavola,cucchiaio da cucina,cucchiaio da bambino,cucchiaio da tavola,piatto,colazione,tiglieto,cucchiaio da tavola
kitchenware,cucchiaio,cucchiaio di legno,cucchiaio da zuppa,cucchiaio da tè,cucchiaio da cucina,cucchiaio da dessert,cucchiaio da dessert,cucchiaio da dessert,piatti,spatola,tazza,cucchiaio per piatto
kitchenware,cucchiaio,cucchiaio da dolce,cucchiaio da gelato,cucchiaio da minestra,cucchiaio di plastica,cucchiaio da the,cucchiaio da pesce,cucchiaio da tè,piatto da cena,tazza da caffè,tazzina,cucchiaio per bicchiere
kitchenware,cucchiaio,cucchiaio da caffè,cucchiaio da tè,cucchiaio da dolce,cucchiaio da yogurt,cucchiaio da minestra,cucchiaio da caffè,cucchiaio da gelato,piatti da tavola,colino,tazza da caffè,
housing buildings,cucina,cucina italiana,cucina a gas,cucina in muratura,forno,cucina americana,cucina moderna,fornello,fornace,frullatore,cucina americana,stoviglia
housing buildings,cucina,cucina cinese,cucina etnica,cucina in acciaio,pentola,cucina lineare,cucina industriale,tostapane,forno,lavastoviglie,fornace,stoviglie
housing buildings,cucina,cucina vegetariana,cucina molecolare,cucina a gas,padella,cucina in muratura,cucina tradizionale,caffettiera,grattacielo,fornace,cucina mobile,piastra
housing buildings,cucina,cucina giapponese,cucina vegetariana,cucina in legno,teglia,cucina con penisola,cucina italiana,bollitore,tostapane,lavatrice,forni,fornello
housing buildings,cucina,cucina ad angolo,cucina vegana,cucina elettrica,camino,cucina rustica,cucina cinese,armadio,lavatrice,tostapane,cucina da lavoro,frigorifero
body parts,cuore,cuore anatomico,cuore umano,cuore umano,cuore umano,cuore umano,cuore umano,cuore umano,cuore umano,simbolo del cuore,aorta,ventricolo
body parts,cuore,cuore umano,cuore di maiale,cuore di pesce,cardiologia,cuore artificiale,cuore di cristallo,cuore di pollo,cuore di legno,cardiologo,ventricoli,corda
body parts,cuore,cuore spezzato,cuore di pollo,cuore di pomodoro,cuore di pietra,cuore sano,cuore di vetro,cuore di una stella,cuore di carta,ecg,cardiomioplastica,ventricoli
body parts,cuore,cuore animale,cuore di agnello,cuore animale,cuore animale,cuore malato,cuore stellare,cuore di una città,cuore di vetro,cardiologia,cuore umano,cor
body parts,cuore,cuore di pietra,cuore di bue,cuore di merluzzo,cuore di legno,cuore pulsante,cuore di ghiaccio,cuore animale,cuore di pietra,aritmia,coronarie,atrio
furnishings/fittings,cuscino,cuscino in memory foam,cuscino a forma di cuore,cuscino di piuma,cuscino da letto,cuscino da seduta,cuscino da letto,cuscino per il collo,cuscino da letto,cuscino da letto,cuscino da letto,cuscino per letto
furnishings/fittings,cuscino,cuscino di piuma,cuscino per il collo,cuscino di supporto,cuscino a forma di animale,cuscino da viaggio,cuscino da sedere,cuscino per la testa,cuscino da sedere,poltrona,cuscino per letto,cuscino da letto
furnishings/fittings,cuscino,cuscino da divano,cuscino da viaggio,cuscino per la schiena,cuscino a forma di cuore,cuscino ortopedico,cuscino per testa,cuscino per la schiena,cuscino di neoprene,divano,cuscino per la sedia,cuscino per la testa
furnishings/fittings,cuscino,cuscino ortopedico,cuscino da spiaggia,cuscino per la testa,cuscino da poltrona,cuscino da sole,cuscino per schiena,cuscino per la gravidanza,cuscino di poliuretano,sedia,cuscino da viaggio,cuscino per sedere
furnishings/fittings,cuscino,cuscino di lattice,cuscino ortopedico,cuscino di piumino,cuscino da viaggio,cuscino da meditazione,cuscino sferico,cuscino per il divano,cuscino di silicone,letto,cuscino a pelo,cuscino per il piede
animals,delfino,delfino comune,delfino comune,delfino comune,delfino comune,delfino comune,delfino comune,delfino comune,delfino comune,delfino bianco,delfino comune,squalo
animals,delfino,orca,stenella striata,delfino azzurro,delfino del mediterraneo,tursiops truncatus,delfino spada,tursiops truncatus,delfino bianco,delfino grigio,delphinus capensis,delfino comune
animals,delfino,delfino rosa,stenella coeruleoalba,delfino del giappone,delfino del pacifico,delfino di risso,delfino del mar rosso,delfino di risso,delfino rosso,delfino gigante,pesce,orca
animals,delfino,delfino bianco,stenella,delfino del pacifico,delfino orca,delfino dal becco bianco,delfino rosso,delfino dal naso a bottiglia,delfino grigio,delfino saltante,delfino azzurro,squalo mako
furniture,divano,divano letto,divano letto,divano letto,divano a due posti,divano letto,divano a due posti,divano a due posti,poltrona,sofa,divano a sedere,divano da letto
furniture,divano,divano a due posti,divano a due posti,divano reclinabile,divano a cuscini,divano modulare,divano da giardino,divano a l,sofa,canape,divano a schiena,sofà
furniture,divano,divano ad angolo,divano a tre posti,divano a tre posti,divano a tre posti,divano reclinabile,divano reclinabile,divano chesterfield,canapé,poltrona,divano a tavola,divano-letto
furniture,divano,divano a tre posti,pouf,divano a due posti,divano a quattro posti,divano chesterfield,divano a rotelle,divano letto,divano letto,ottomano,divano ottico,divano da gioco
furniture,divano,divano con penisola,divano a scomparsa,divano angolare,divano a cinque posti,divano in pelle,divano da giorno,divano a tre posti,divano a schienale,daybed,divano-sofà,divano da pranzo
plants,edera,edera rampicante,edera comune,edera pendula,edera comune,edera comune,edera comune,hedera helix,edera comune,edera comune,acacia,acacia
plants,edera,edera velenosa,edera terrestre,edera inglese,edera di mare,edera giapponese,edera gialla,hedera colchica,edera americana,edera americana,eucalyptus,acanto
plants,edera,edera comune,edera canadese,edera perenne,erba,edera variegata,edera bianca,edera comune,edera nera,edera variegata,pianta,acero
animals,elefante,elefante africano,elefante africano,elefante africano,elefante africano,africano,african elephant,elefante africano,elefante africano,elefante africano,elefante africano,elefante africano
animals,elefante,elefante indiano,elefante asiatico,elefante marino,elefante di sumatra,elefante africano,elefante africano,elefante marino,elefante asiatico,elefante asiatico,african elephant,elefante asiatico
animals,elefante,elefante asiatico,elefante nano,elefante nano,elefante asiatico,asiatico,indian elephant,elefante asiatico,elefante africano occidentale,elefante indiano,africa,elefante indiano
vehicles,elicottero,elicottero militare,elicottero leggero,elicottero da trasporto,helicottero,elicottero da turismo,elicottero militare,elicottero da trasporto,elicottero militare,elicottero militare,bell 47,elicottero militare
vehicles,elicottero,elicottero del pronto soccorso,hughes 500,elicottero militare,helicoptero,elicottero da addestramento,elicottero da trasporto,elicottero da combattimento,elicottero civile,elicottero da ricerca,elicottero militare,elicottero da trasporto
vehicles,elicottero,elicottero privato,westland lynx,elicottero da ricerca e soccorso,drone,elicottero da trasporto,elicottero da ricognizione,elicottero da ricognizione,elicottero da ricognizione,elicottero da trasporto,helicoptero,elicottero per soccorso
vehicles,elicottero,elicottero da guerra,westland apache,elicottero da turismo,elicottero da trasporto,elicottero leggero,elicottero da soccorso,elicottero da soccorso,elicottero da trasporto,elicottero da ambulanza,bell 212,elicottero medico
vehicles,elicottero,elicottero civile,hughes 300,elicottero da combattimento,elicottero da ricerca e salvataggio,elicottero medio,elicottero da addestramento,elicottero da turismo,elicottero da soccorso,elicottero da soccorso,bell 412,elicottero di polizia
stationery,evidenziatore,evidenziatore giallo,pastello,evidenziatore a matita,pennarelli,evidenziatore a penna,evidenziatore rosso,evidenziatore giallo,monitor,microfono,marker,penna
stationery,evidenziatore,evidenziatore verde,evidenziatore liquido,evidenziatore a penna,pennarello,evidenziatore fluorescente,evidenziatore verde,evidenziatore verde,camerino,fotocamera,penna,pennarello
stationery,evidenziatore,evidenziatore fluorescente,pennarello,evidenziatore a pennarello,matita,evidenziatore da ufficio,evidenziatore giallo,evidenziatore rosso,strumento di misura,grafico,ricerca,stilo
stationery,evidenziatore,evidenziatore stabilo,evidenziatore a pennarello,,pennarelli a cera,evidenziatore cancellabile,evidenziatore blu,evidenziatore rosa,telefono,telescopio,stilografo,stilografo
stationery,evidenziatore,evidenziatore a punta fine,matita,,,evidenziatore multicolore,evidenziatore arancione,evidenziatore blu,proiettore,oculoscopio,pennarello,stiletto
clothes,felpa,felpa con cappuccio,felpa con cappuccio,felpa da sci,seta,felpa con cappuccio,felpa usata,felpa con cappuccio,borsa,felpa bianca,birra,jeans
clothes,felpa,felpa con cerniera,felpa senza cappuccio,felpa da ginnastica,cotone,felpa da running,felpa sporca,felpa senza cappuccio,scarpe da ginnastica,felpa di cotone,bicchierino,camisa
clothes,felpa,felpa senza cappuccio,felpa a maniche lunghe,felpa da basket,lana,felpa termica,felpa da lavoro,felpa unisex,festa,felpa da lavoro,t-shirt,polo
clothes,felpa,felpa girocollo,felpa a maniche corte,felpa da jogging,panno,felpa da ginnastica,felpa da sport,felpa da uomo,felpa di lana,felpa nera,bianco,t-shirt
clothes,felpa,felpa di pile,felpa sportiva,felpa a maniche lunghe,cappello,felpa con zip,felpa da pesca,felpa con stampa,scarpe,felpa da tennis,formaggio,maglia
plants,ficus,ficus benjamin,ficus aurea,ficus carica,ficus benghalensis,ficus benjamina,ficus lyrata,ficus benjamina,ficus benjamina,ficus benjamina,ficus benjamina,ficus benjamina
housing buildings,finestra,finestra a una anta,finestra a ghigliottina,finestra a sbarra,finestra di comunicazione,finestra a battente,finestra a vetro singolo,finestra a battente,finestrella,finestra aperta,finestra aperta,porta
housing buildings,finestra,portafinestra,finestra scorrevole,finestra a battente,finestra singola,finestra a vasistas,finestra aperta,finestra scorrevole,finestra aperta,finestra alta,finestra chiusa,vetro
housing buildings,finestra,finestra a battente,finestra a nastro,finestra scorrevole,finestra a muro,finestra a oculo,finestra chiusa,finestra panoramica,finestrino,finestra chiusa,griglia,muro
housing buildings,finestra,finestra a due ante,finestra a ribalta,finestra a vetri,finestra a tenda,finestra a bilico,finestra in legno,finestra a bovindo,vetro,finestra con grata,bifore,soffitto
housing buildings,finestra,finestrino,finestra a tetto,finestra a tenda,finestra scorrevole,finestra scorrevole,finestra in alluminio,finestra a vasistas,vetroresina,finestra con vetri,finestra aperta e chiusa,tetto
furnishings/fittings,fioriera,fioriera in terracotta,vaso,vaso di fiori,vaso,fioriera da interno,vaso fiori,vasi,fioraio,vase,fiori,pianta
furnishings/fittings,fioriera,fioriera in plastica,cesto,vaschetta,vaso da fiori,fioriera in plastica,tazza fiori,fioriera da tavolo,bar,pianta,giardino,fiore
furnishings/fittings,fioriera,fioriera da balcone,ciotola,terracotta,vaso di vetro,fioriera in terracotta,vasetto fiori,fioriera da esterno,ristorante,bambù,pianta,vasi
furnishings/fittings,fioriera,fioriera in pietra,portafiori,vasca,ciotola,fioriera da esterno,vaso di porcellana,vaso,banco di fiori,fiori,frutta,fiori
furnishings/fittings,fioriera,fioriera in metallo,vasetto,giardino,scatola di fiori,fioriera in metallo,vaso di metallo,fioriera da giardino,mercato,succulente,boccata,vassoio
stationery,foglio,foglio A4,foglio di carta,carta da parati,carta,foglio di carta,foglio carta,foglio di carta,foglio di carta,foglio di carta,carta,carta
stationery,foglio,foglio a quadretti,foglio di via,carta,foglio di carta,foglio di plastica,carta da scrittura,foglio a4,carta,foglio di giornale,carta da telefono,carta da telefono
stationery,foglio,foglio a righe,foglio di alluminio,foglio di musica,foglio di velluto,foglio di gomma,foglio di carta igienica,foglio di plastica,certificazione,carta,carta da stampa,carta da scrittura
stationery,foglio,foglio bianco,foglio di rame,foglio di carta,foglio di carta igienica,foglio di alluminio,foglio di carta da cucina,foglio di metallo,foglio di libro,libro,carta da regalo,carta da fumo
stationery,foglio,foglio di carta,foglio di calcolo,foglio di carta da parati,foglio di plastica,foglio di metallo,foglio di legno,foglio di acciaio inossidabile,foglio di giornale,fog,carta da lettere,carta da posta
kitchenware,forbice,forbice con punta arrotondata,forbici da cucito,forbici da cucito,forbice da giardino,forbice da giardinaggio,forbice da cucito,forbici da cucina,forbice da taglio,forbice da taglio,forbice da taglio,forbice da taglio
kitchenware,forbice,cesoia,forbici da potatura,forbice da capelli,forbice a mano,forbice per capelli,forbice da taglio,forbici da giardino,forbice da barba,forbice da capelli,forbice per capelli,pinza
kitchenware,forbice,forbice da sarto,forbici da sarto,forbici da unghie,forbice elettrico,forbice chirurgica,forbice da cucina,forbici da potatura,for,forbice da barba,forbice per tagliare,
kitchenware,forbice,forbice da parrucchiere,forbici da ufficio,forbici da giardino,forbice da cucina,forbice tagliacapelli,forbice da costruzione,forbici da cucito,forbice da cucito,forbice da cucito,,
kitchenware,forbice,forbice da cucina,forbici per capelli,forbice da unghie,forbice da pesca,forbice per la carne,forbice da giardinaggio,forbice da cucina,forbice da capelli,forbice da cucina,,
kitchenware,forchetta,forchetta da dolce,forchetta da dessert,forchetta da pesce,forchetta da tavola,forchetta da tavola,forchetta da tavola,forchetta da insalata,forchetta da carne,fork,forchetta da cucina,forchetta da cucina
kitchenware,forchetta,forchetta da tavola,forchetta da pesce,forchetta da cocktail,forchetta da cucina,forchetta da antipasto,forchetta da barbecue,forchetta da dessert,forchetta da pesce,forchetta da cucina,forchetta da tavola,cucchiaio
kitchenware,forchetta,forchetta da pesce,forchetta da insalata,forchetta da pasto,,forchetta da pesce,forchetta da frutta,forchetta da tavola,forchetta da pasta,forchetta da pasta,spiedo,spillo
kitchenware,forchetta,forchetta di plastica,forchetta da frutta,forchetta da carne,,forchetta da insalata,forchetta da carne,forchetta da pesce,forchetta da tavola,forchetta da carne,forchetta da barbecue,forchetta da tavola
kitchenware,forchetta,forchetta a tre punte,forchetta da carne,forchetta da dessert,,forchetta da cucina,forchetta da insalata,forchetta da carne,forchetta di legno,forchetta da pesce,forchetta da picnic,spiedino
foods,formaggio,parmigiano,asiago,parmigiano,parmigiano,cheddar,mozzarella,formaggio fresco,mozzarella,gouda,gorgonzola,caciocavallo
foods,formaggio,formaggio stagionato,brie,mozzarella,parmigiano-reggiano,parmigiano-reggiano,cheddar,cheddar,gorgonzola,parmigiano,pecorino,pecorino
foods,formaggio,brie,burrata,gruyère,gorgonzola,camembert,roquefort,formaggio stagionato,parmigiano,provolone,brie,formaggio di capra
foods,formaggio,gorgonzola,fontina,taleggio,mozzarella,cottage,gorgonzola,formaggio spalmabile,provolone,gorgonzola,caciocavallo,formaggio caciotta
foods,formaggio,mozzarella,mascarpone,ricotta,ricotta,roquefort,halloumi,formaggio blu,burro,cheddar,mozzarella,gorgonzola
furnishings/fittings,fotografia,fotografia in bianco e nero,autoritratto,fotocamera,fotografia a colori,ritratto,fotografia digitale,fotocamera,fotocamera,fotografo,fotocamera,fotografia digitale
furnishings/fittings,fotografia,fotografia digitale,ritratto,polaroid,fotografia sportiva,fotografia di architettura,fotografia underwater,ritratto,telecamera,fotografia in bianco e nero,fotografo,fotografia tradizionale
furnishings/fittings,fotografia,fotografia a colori,fotografia di viaggio,fotogramma,fotografia aerea,fotografia sportiva,fotografia panoramica,obiettivo,fotogiornalista,fotogiornale,cinecamera,scatto
furnishings/fittings,fotografia,fotografia analogica,fotografia di moda,fotografia aerea,fotografo,fotografia notturna,fotografia sportiva,flash,dispositivo fotografico,fotografia di animali,fotografa,fotografo
furnishings/fittings,fotografia,polaroid,fotografia di strada,obiettivo,fotografia di paesaggio,fotografia astratta,fotografia documentaria,treppiede,smartphone,fotografia colorata,telefono,foto
foods,frutta,banana,mela,arance,arancia,mela,arancia,mela,arancia,mela,mela,mela
foods,frutta,mela,uva,mele,banana,ribes,mela,uva,mela,pomodoro,banana,mango
foods,frutta,arancia,arancia,albicocche,mela,more,mango,ciliegia,ananas,ananas,mango,prugne
foods,frutta,pera,melone,pesche,pesca,melone,limone,pesca,limone,mango,limone,banana
foods,frutta,fragola,susina,fragole,albicocca,anguria,pesca,mango,pera,uva,pera,ciliegie
vehicles,furgone,furgone camperizzato,ducato,furgone cargo,autobus,furgone per trasporto merci,furgone pieno,furgone per traslochi,fiat 500,furgone bianco,camioncino,camion
vehicles,furgone,van,furgoncino,furgone da lavoro,furgone a gas,furgone isotermico,camionetta,furgone da lavoro,fiat panda,van,van,van
animals,gallo,gallo cedrone,gallo cedrone,gallo cedrone,gallina,gallo domestico,gallo domestico,gallina,gallina,gallina,gallo selvatico,gallina
