category,concept,human,idefics2-8b,idefics2-8b-img,idefics2-8b-img_match,idefics2-8b-img_order,idefics2-8b_match,idefics2-8b_order,llama-3.1-70b,llama-3.1-70b_match,llama-3.1-70b_order,llama-3.1-8b,llama-3.1-8b_match,llama-3.1-8b_order,llama-3.2-3b,llama-3.2-3b_match,llama-3.2-3b_order,llava-v1.6-mistral-7b,llava-v1.6-mistral-7b-img,llava-v1.6-mistral-7b-img_match,llava-v1.6-mistral-7b-img_order,llava-v1.6-mistral-7b_match,llava-v1.6-mistral-7b_order,mistral-7b,mistral-7b_match,mistral-7b_order,mixtral-8x7b,mixtral-8x7b_match,mixtral-8x7b_order,nemo-12b,nemo-12b_match,nemo-12b_order
plants,orchidea,orchidea bianca,phalaenopsis,cattleya,False,False,False,False,phalaenopsis,False,False,dendrobium,False,False,fiori,False,False,orchideacea,orchidea bianca,True,True,False,False,orchidea bianca,True,True,phalaenopsis,False,False,phalaenopsis,False,False
body parts,orecchio,orecchio a sventola,orecchio destro,orecchio destro,False,False,False,False,orecchio umano,False,False,orecchio umano,False,False,orecchio interno,False,False,orecchio umano,orecchino,False,False,False,False,orecchio esterno,False,False,orecchio umano,False,False,orecchio esterno,False,False
furnishings/fittings,orologio,orologio da polso,orologio analogico,orologio analogico,False,False,False,False,orologio da polso,True,True,orologio da polso,True,True,orologio da polso,True,True,orologio meccanico,orologio meccanico,False,False,False,False,orologio da tasca,False,False,orologio da polso,True,True,orologio da polso,True,True
animals,orso,orso bruno,orso americano,orso bruno,True,True,False,False,orso bruno,True,True,orso polare,False,False,orso grigio,False,False,orso polare,orso polare,False,False,False,False,orso polare,False,False,orso polare,False,False,orso polare,False,False
kitchenware,padella,padella antiaderente,padella da cucina,padella da cucina,False,False,False,False,padella antiaderente,True,True,padella di ghisa,False,False,pentola,False,False,padella da cucina,padella con manico,False,False,False,False,padella da cucina,False,False,padella antiaderente,True,True,padella antiaderente,True,True
hobbies,palla,palla da calcio,palla da calcio,calcio,False,False,True,True,pallone,False,False,palla da tennis,False,False,pallone,False,False,pallina,pallina,False,False,False,False,pallina da ping pong,False,False,pallone da calcio,False,False,palla da calcio,True,True
body parts,pancia,pancia piatta,stomaco,utero,False,False,False,False,pancia a botte,False,False,pancetta,False,False,cappello,False,False,ventre,ventre,False,False,False,False,addome,False,False,stomaco,False,False,pancia piatta,True,True
foods,pane,pane integrale,focaccia,pane integrale,True,True,False,False,ciabatta,False,False,pane integrale,True,True,pane integrale,True,True,pane bianco,pane di segale,False,False,False,False,pane bianco,False,False,baguette,False,False,pane bianco,False,False
clothes,pantalone,jeans,masked man,pantaloni corti,False,False,False,False,pantalone a vita alta,False,False,pantalone da lavoro,False,False,pantaloni da ballo,False,False,calze,jeans,True,True,False,False,pantaloni corti,False,False,jeans,True,True,jeans,True,True
foods,pasta,spaghetti,spaghetti,spaghetti,True,True,True,True,spaghetti,True,True,spaghetti,True,True,spaghetti,True,True,spaghetti,spaghetti,True,True,True,True,spaghetti,True,True,spaghetti,True,True,spaghetti,True,True
stationery,pastello,pastello a cera,pasta,pastello a olio,False,False,False,False,pastello a olio,False,False,pastello a olio,False,False,penna,False,False,pasta,pennello,False,False,False,False,pastello a olio,False,False,pastello a olio,False,False,pastello a olio,False,False
housing buildings,pavimento,parquet,cemento,pavimento in cemento,False,False,False,False,pavimento in legno,False,False,pavimento in legno,False,False,pavimento in legno,False,False,tappeto,tavolo,False,False,False,False,parquet,True,True,piastrelle,False,False,parquet,True,True
stationery,penna,penna a sfera,penna a sfera,stilo,False,False,True,True,penna a sfera,True,True,penna stilografica,False,False,biro,False,False,penna a sfera,penna a sfera,True,True,True,True,penna per scrivere,False,False,penna a sfera,True,True,penna a sfera,True,True
hobbies,pennello,pennello piatto,pennello a mano,pennello a mano,False,False,False,False,pennello da barba,False,False,pennello da pittore,False,False,pennello a mano,False,False,pennello da cucina,pennello da tinta,False,False,False,False,pennello da dipingere,False,False,pennello da trucco,False,False,pennello per acquerelli,False,False
kitchenware,pentola,pentola a pressione,pentola da cucina,pentola da cucina,False,False,False,False,pentola a pressione,True,True,pentola a pressione,True,True,pentola a pressione,True,True,pentola da cucina,pentola con manico,False,False,False,False,pentola da cucina,False,False,pentola da forno,False,False,pentola a pressione,True,True
foods,pesce,tonno,pesce di mare,pesce blu,False,False,False,False,sogliola,False,False,squalo,False,False,squalo,False,False,salmone,salmone,False,False,False,False,angelo rosso,False,False,salmone,False,False,salmone,False,False
kitchenware,piatto,piatto fondo,tavola,tazza,False,False,False,False,antipasto,False,False,piatto da portata,False,False,piatto da tavola,False,False,piatto da cucina,tazza,False,False,False,False,piatto da cucina,False,False,antipasto,False,False,piatto fondo,True,True
body parts,piede,piede destro,piede destro,calzature,False,False,True,True,piede umano,False,False,piede umano,False,False,piede destro,True,True,piede umano,sandalo,False,False,False,False,piede destro,True,True,piede umano,False,False,piede umano,False,False
plants,pino,pino silvestre,pinus sylvestris,pinus,False,False,False,False,pino silvestre,True,True,pino cembro,False,False,abete,False,False,pino mugo,pineta,False,False,False,False,pino domestico,False,False,pino silvestre,True,True,pino marittimo,False,False
foods,pizza,pizza margherita,pizza al taglio,calzone,False,False,False,False,quattro formaggi,False,False,margherita,False,False,margherita,False,False,margherita,margherita,False,False,False,False,margherita,False,False,margherita,False,False,pizza margherita,True,True
furniture,poltrona,poltrona reclinabile,sofà,divano,False,False,False,False,sedia reclinabile,False,False,divano,False,False,divano,False,False,divano,poltrona a due posti,False,False,False,False,poltrona reclinabile,True,True,poltrona da ufficio,False,False,poltrona reclinabile,True,True
housing buildings,porta,porta scorrevole,porta a mano,porta di casa,False,False,False,False,porta blindata,False,False,porta di casa,False,False,porta in casa,False,False,porta acciaio,porta di legno,False,False,False,False,porta di sicurezza,False,False,porta blindata,False,False,porta blindata,False,False
furnishings/fittings,portafotografia,cornice,nikon,fotocamera,False,False,False,False,cornice,True,True,portafotocamera,False,False,casco,False,False,portafoglio,portafoglio,False,False,False,False,porta-foto digitale,False,False,album fotografico,False,False,portafoto,False,False
furnishings/fittings,posacenere,posacenere di vetro,bicchiere,tazza,False,False,False,False,posacenere da terra,False,False,posacenere da tavolo,False,False,bidone,False,False,scarpe,pasta,False,False,False,False,tazza da caffè,False,False,posacenere da tavolo,False,False,posacenere da tavolo,False,False
stationery,quaderno,quaderno a righe,carta,carta,False,False,False,False,quaderno a righe,True,True,quaderno di matematica,False,False,quaderno di scuola,False,False,quaderno di lavoro,diario,False,False,False,False,quaderno rigido,False,False,quaderno a spirale,False,False,quaderno ad anelli,False,False
furnishings/fittings,quadro,quadro astratto,quadrato,dipinto,False,False,False,False,autoritratto,False,False,quadro da parete,False,False,quadro a muro,False,False,quadro analogo,quadro di legno,False,False,False,False,quadro pittorico,False,False,ritratto,False,False,dipinto,False,False
plants,quercia,leccio,quercia rossa,quercia rosso,False,False,False,False,quercus robur,False,False,quercia bianca,False,False,abetina,False,False,quercia rossa,quercia bianca,False,False,False,False,quercia rossa,False,False,quercia bianca,False,False,quercia rossa,False,False
hobbies,racchetta,racchetta da tennis,racchetta da tennis,racchetta da tennis,True,True,True,True,racchetta da tennis,True,True,racchetta da tennis,True,True,racchetta da tennis,True,True,racchetta da tennis,racchetta da tennis,True,True,True,True,racchetta da tennis,True,True,racchetta da tennis,True,True,racchetta da tennis,True,True
stationery,righello,squadra,fork,12,False,False,False,False,righello a triangolo,False,False,righello di carta,False,False,campana,False,False,righello di legno,12,False,False,False,False,righello da disegno,False,False,righello in plastica,False,False,righello da sarto,False,False
housing buildings,ripostiglio,sgabuzzino,carta da lettere,camice,False,False,False,False,armadio,False,False,armadio,False,False,cassettone,False,False,armadio,scarpe,False,False,False,False,armadio,False,False,armadio,False,False,armadio,False,False
foods,riso,riso basmati,arborio,riso bianco,False,False,False,False,arborio,False,False,riso integrale,False,False,arborio,False,False,riso bianco,riso bianco,False,False,False,False,arborio,False,False,riso integrale,False,False,riso bianco,False,False
plants,rosa,rosa rossa,ro,fiore,False,False,False,False,rosa damascena,False,False,rosa canina,False,False,,False,False,rosa rossa,fiore di rosa,False,False,True,True,rosa fiorita,False,False,rosa canina,False,False,rosa tea,False,False
plants,salice,salice piangente,salice americano,acero,False,False,False,False,salix alba,False,False,salice da calcio,False,False,salice di metallo,False,False,salice bianco,salice bianco,False,False,False,False,salice comune,False,False,salix alba,False,False,salice piangente,True,True
housing buildings,scala,scala a chiocciola,scala a scala,scala a pioli,False,False,False,False,scala a chiocciola,True,True,scala a chiocciola,True,True,scala mobile,False,False,scala a chiocciola,scala esterna,False,False,True,True,scala a chiocciola,True,True,scala a chiocciola,True,True,scala a chiocciola,True,True
clothes,scarpa,scarpa da ginnastica,scarpa da corsa,scarpa a punta,False,False,False,False,stivale,False,False,scarpa da ginnastica,True,True,scarpa da ballo,False,False,scarpa da ginnastica,sandalo,False,False,True,True,sandalia,False,False,stivaletto,False,False,scarpa da ginnastica,True,True
body parts,schiena,schiena dritta,cervicale,muro,False,False,False,False,schiena dritta,True,True,schiena alta,False,False,coda,False,False,schiena di legno,sfinge,False,False,False,False,schiena umana,False,False,colonna vertebrale,False,False,dorsale,False,False
clothes,sciarpa,sciarpa di lana,bianca,sciarpa in seta,False,False,False,False,scialle,False,False,sciarpa da sci,False,False,cappuccio,False,False,sciarpa lunga,sciarpa di lana,True,True,False,False,sciarpa a vento,False,False,sciarpa di cashmere,False,False,sciarpa di seta,False,False
animals,scimmia,scimpanzè,babbuino,scimpanzé,False,False,False,False,gorilla,False,False,scimpanzé,False,False,capuchino,False,False,gorilla,gorilla,False,False,False,False,gibbon,False,False,scimpanzé,False,False,babbuino,False,False
kitchenware,scolapasta,scolapasta di plastica,barilla,scolapasta metallica,False,False,False,False,scolapasta elettrico,False,False,scolapasta in acciaio,False,False,cucchiaio,False,False,penna,,False,False,False,False,spaghetti,False,False,scolapasta in acciaio inossidabile,False,False,scolapasta in acciaio inossidabile,False,False
stationery,scolorina,scolorina a nastro,scolarina,bicchiere,False,False,False,False,,False,False,cipria,False,False,vernice,False,False,docente,gomma da masticare,False,False,False,False,tintura,False,False,candeggina,False,False,smalto,False,False
vehicles,scooter,scooter 50,vespa,,False,False,False,False,ape,False,False,vespa,False,False,scooter a due ruote,False,False,vespa,vespa,False,False,False,False,scooter a due ruote,False,False,scooter elettrico,False,False,scooter a pedali,False,False
furniture,scrivania,scrivania di legno,tavolo,tavolo,False,False,False,False,scrivania angolare,False,False,scrivania da ufficio,False,False,cassettiera,False,False,tavolo di lavoro,sedia,False,False,False,False,scrivania tradizionale,False,False,scrivania da ufficio,False,False,scrivania da ufficio,False,False
furniture,sedia,sedia a dondolo,sedia per ufficio,sedia da tavola,False,False,False,False,poltrona,False,False,sedia da giardino,False,False,sedia a rotelle,False,False,sedia a rotelle,poltrona,False,False,False,False,sedia a rotelle,False,False,sedia da ufficio,False,False,sedia da ufficio,False,False
animals,serpente,serpente a sonagli,vipera,corallo,False,False,False,False,boa,False,False,cobra,False,False,vipera,False,False,cobra,cobra,False,False,False,False,anaconda,False,False,cobra,False,False,serpente velenoso,False,False
clothes,slip,perizoma,slip-on,calze,False,False,False,False,slip da donna,False,False,slip da donna,False,False,guanti da sci,False,False,calzino,pantaloni,False,False,False,False,slip da notte,False,False,slip da donna,False,False,slip da uomo,False,False
housing buildings,soffitto,soffitto alto,soffitto in legno,soffitto a tetto,False,False,False,False,a cassettoni,False,False,soffitto a volta,False,False,soffitto in legno,False,False,soffitto ligneo,soffitto ligneo,False,False,False,False,soffitto piano,False,False,soffitto in gesso,False,False,soffitto a volta,False,False
housing buildings,soggiorno,soggiorno open space,hotel,soffa,False,False,False,False,salotto,False,False,divano,False,False,divano,False,False,hotel,couch,False,False,False,False,living room,False,False,living,False,False,divano,False,False
body parts,spalla,spalla umana,spalla rosa,borsa,False,False,False,False,spalla a sbalzo,False,False,spalla di maiale,False,False,spalla di animale,False,False,capo,spallino,False,False,False,False,spalla destra,False,False,spalla congelata,False,False,spalla umana,True,True
furnishings/fittings,specchio,specchio da parete,specchio ad angolo,specchio ad angolo,False,False,False,False,specchio da parete,True,True,specchio a muro,False,False,specchio da parete,True,True,mirrore,mirrore,False,False,False,False,specchio a cavalletto,False,False,specchio da trucco,False,False,specchio da parete,True,True
stationery,spillatrice,spillatrice tascabile,spillatrice a batteria,stapler,False,False,False,False,spillatrice automatica,False,False,spillatrice a batteria,False,False,lavatrice,False,False,lavastoviglie,spillatrice elettrica,False,False,False,False,spillatrice elettrica,False,False,spillatrice portatile,False,False,spillatrice manuale,False,False
clothes,t-shirt,t-shirt a maniche corte,polo,t-shirt 2,False,False,False,False,polo,False,False,polo,False,False,polo,False,False,t-shirt bianca,t-shirt nero,False,False,False,False,t-shirt a collo rotondo,False,False,t-shirt a maniche corte,True,True,t-shirt a manica corta,False,False
stationery,taccuino,taccuino a righe,diario,notebook,False,False,False,False,quaderno,False,False,taccuino di appunti,False,False,diario,False,False,pennarello,laptop,False,False,False,False,diario,False,False,taccuino a spirale,False,False,taccuino a spirale,False,False
kitchenware,tagliere,tagliere in legno,tagliere da cucina,tagliere da cucina,False,False,False,False,tagliere in legno,True,True,tagliere da cucina,False,False,tagliere di legno,False,False,tagliere a mano,coltello,False,False,False,False,tagliere da tavolo,False,False,tagliere in legno,True,True,tagliere in legno,True,True
furnishings/fittings,tappeto,tappeto persiano,carpet,tappeto orientale,False,False,False,False,tappeto persiano,True,True,tappeto da bagno,False,False,tappeto da giardino,False,False,tappeto da bagno,tappeto persiano,True,True,False,False,tappeto persiano,True,True,tappeto persiano,True,True,tappeto persiano,True,True
furniture,tavolo,tavolo di legno,tavolo da cucina,tavolo da cucina,False,False,False,False,tavolo da cucina,False,False,tavolo da pranzo,False,False,tavolo da pranzo,False,False,tavolo da pranzo,tavolo da lavoro,False,False,False,False,tavolo da pranzo,False,False,tavolo da pranzo,False,False,tavolo da pranzo,False,False
kitchenware,teglia,teglia da forno,capello,teglia da forno,True,True,False,False,teglia per pizza,False,False,teglia per pizza,False,False,teglia per pizza,False,False,teglia di ceramica,teglia da forno,True,True,False,False,teglia da forno,True,True,teglia da forno,True,True,teglia per biscotti,False,False
hobbies,televisione,televisione al plasma,monitor,monitor,False,False,False,False,tv a schermo piatto,False,False,smart tv,False,False,tv a schermo piatto,False,False,televisore,televisore,False,False,False,False,televisione a tubo catodico,False,False,televisore al plasma,False,False,smart tv,False,False
stationery,temperino,temperino singolo,penne,calzature,False,False,False,False,temperino svizzero,False,False,temperino da cucina,False,False,candelabro,False,False,cucchiaio,termometro,False,False,False,False,temperino da cucina,False,False,temperino da tasca,False,False,temperino a lama,False,False
furnishings/fittings,tenda,tenda da campeggio,tenda da camping,tenda da camping,False,False,False,False,tenda a rullo,False,False,tenda da bagno,False,False,tenda da cucina,False,False,tenda da letto,tenda di tela,False,False,False,False,tenda da letto,False,False,tenda da sole,False,False,tenda da campeggio,True,True
housing buildings,terrazzo,balcone,cemento,pavimento,False,False,False,False,terrazzo alla veneziana,False,False,terrazzo in pietra,False,False,pavimento,False,False,balcone,terrazzo esterno,False,False,True,True,terrazzo antico,False,False,terrazzo pensile,False,False,balcone,True,True
body parts,testa,testa grande,testa umana,cervello,False,False,False,False,testa umana,False,False,testa di cavallo,False,False,cranio,False,False,capo,capo,False,False,False,False,testa umana,False,False,testa umana,False,False,testa umana,False,False
housing buildings,tetto,tetto spiovente,tetto in legno,tetto di tegole,False,False,False,False,tetto a falde,False,False,tetto a capriata,False,False,tetto in legno,False,False,tettoia,tettoia,False,False,False,False,tetto in terracotta,False,False,tetto piano,False,False,tetto a due falde,False,False
animals,tigre,tigre bianca,tigre africana,tigre bengalese,False,False,False,False,tigre del bengala,False,False,tigre di sumatra,False,False,tigre del bengala,False,False,tigre africana,tigris,False,False,False,False,tigre indiana,False,False,tigre del bengala,False,False,tigre siberiana,False,False
animals,topo,topo di campagna,topo domestico,ratto,False,False,False,False,topo comune,False,False,topo domestico,False,False,formica,False,False,topolino,topo domestico,False,False,False,False,topo domestico,False,False,topo da laboratorio,False,False,topo campagnolo,False,False
vehicles,traghetto,traghetto a vapore,traghetto a vapore,traghetto a vapore,True,True,True,True,traghetto a catena,False,False,traghetto da carico,False,False,traghetto a motore,False,False,traghetto a vapore,passeggero,False,False,True,True,traghetto a vela,False,False,traghetto passeggeri,False,False,traghetto passeggeri,False,False
vehicles,tram,tram elettrico,azienda,tranvia,False,False,False,False,tram storico,False,False,tram a cavalli,False,False,autobus,False,False,tram aereo,tramway,False,False,False,False,tramway,False,False,tram a pianale ribassato,False,False,tram a cavalli,False,False
vehicles,trattore,trattore standard,trattore agricolo,trattore a motore,False,False,False,False,trattore agricolo,False,False,trattore agricolo,False,False,trattore agricolo,False,False,trattore agricolo,trattore agricolo,False,False,False,False,trattore a ruote,False,False,trattore agricolo,False,False,trattore a ruote,False,False
vehicles,treno,treno regionale,treno passeggeri,treno passeggeri,False,False,False,False,locomotiva,False,False,treno a vapore,False,False,treno a vapore,False,False,locomotiva,locomotiva,False,False,False,False,locomotiva,False,False,treno a vapore,False,False,locomotiva,False,False
plants,tulipano,tulipano rosso,tulipano rosso,,False,False,True,True,tulipano darwin,False,False,tulipano gigante,False,False,tulipano bianco,False,False,tulipano rosso,fiore di tulipano,False,False,True,True,tulipano rosso,True,True,tulipa clusiana,False,False,tulipano nero,False,False
plants,ulivo,frantoio,olio extra vergine,albero,False,False,False,False,ulivo da olio,False,False,ulivo domestico,False,False,frutto,False,False,olivo,pianta,False,False,False,False,albero di ulivo,False,False,ulmus minor,False,False,ulivo selvatico,False,False
foods,uovo,uovo di gallina,uovo di gallina,uovo di gallina,True,True,True,True,uovo di gallina,True,True,uovo di quaglia,False,False,uovo di gallina,True,True,uovo di pollo,uovo di pollo,False,False,False,False,uovo di gallina,True,True,uovo di gallina,True,True,uovo di gallina,True,True
furnishings/fittings,vaso,vaso di ceramica,bicchiere,vase,False,False,False,False,vaso di fiori,False,False,vaso da fiori,False,False,vaso da notte,False,False,tazza,vase,False,False,False,False,vaso da birra,False,False,vaso da fiori,False,False,vaso da fiori,False,False
foods,verdura,zucchina,carota,cipolla,False,False,False,False,spinaci,False,False,spinaci,False,False,carote,False,False,broccoli,broccoli,False,False,False,False,carota,False,False,lattuga,False,False,broccoli,False,False
hobbies,videogioco,videogioco di sport,action,console,False,False,False,False,avventura,False,False,fortnite,False,False,action,False,False,console,joystick,False,False,False,False,adventure game,False,False,azione,False,False,sparatutto,False,False
furnishings/fittings,vite,vite a testa tonda,uva,vite a spirale,False,False,False,False,vite a testa svasata,False,False,vite da parete,False,False,vite da tavola,False,False,vite di legno,vite di plastica,False,False,False,False,vite di trasmissione,False,False,vite a testa esagonale,False,False,vite a testa esagonale,False,False
