,participant,category,concept,concept_eng,exemplar,rank,abs_freq
2843,iter2,PLANTS,ciclamino,cyclamen,ciclone blu sc,18,0.0
2844,iter2,PLANTS,ciliegio,cherry tree,acacia,1,17402.0
2845,iter2,PLANTS,ciliegio,cherry tree,ciliegio,2,20020.0
2846,iter2,PLANTS,ciliegio,cherry tree,ciliegio bianco,3,33.0
2847,iter2,PLANTS,ciliegio,cherry tree,ciliegio rosso,4,19.0
2848,iter2,PLANTS,ciliegio,cherry tree,ciliegio verde,5,3.0
2849,iter2,PLANTS,ciliegio,cherry tree,ciliegio giallo,6,1.0
2850,iter2,PLANTS,ciliegio,cherry tree,ciliegio ros,7,0.0
2851,iter2,FOODS,cioccolato,chocolate,cioccolata,1,16745.0
2852,iter2,FOODS,cioccolato,chocolate,cioccolata fondente,2,450.0
2853,iter2,FOODS,cioccolato,chocolate,cioccolata bianco,3,399.0
2854,iter2,FOODS,cioccolato,chocolate,cioccolata al latte,4,29.0
2855,iter2,FOODS,cioccolato,chocolate,cioccolata nero,5,41.0
2856,iter2,FOODS,cioccolato,chocolate,cioccolata al caramello,6,4.0
2857,iter2,FOODS,cioccolato,chocolate,cioccolata al peperoncino,7,24.0
2858,iter2,FOODS,cioccolato,chocolate,cioccolata al ginger,8,0.0
2859,iter2,FOODS,cioccolato,chocolate,cioccolata al vaniglia,9,0.0
2860,iter2,FOODS,cioccolato,chocolate,cioccolata al limone,10,2.0
2861,iter2,FOODS,cioccolato,chocolate,cioccolata al cinnamon,11,0.0
2862,iter2,FOODS,cioccolato,chocolate,cioccolata al grana,12,0.0
2863,iter2,FOODS,cioccolato,chocolate,cioccolata al salto,13,0.0
2864,iter2,FOODS,cioccolato,chocolate,cioccolata al pistacchio,14,6.0
2865,iter2,FOODS,cioccolato,chocolate,cioccolata al hazelnut,15,0.0
2866,iter2,FOODS,cioccolato,chocolate,cioccolata al mandorla,16,0.0
2867,iter2,FOODS,cioccolato,chocolate,cioccolata al cocco,17,6.0
2868,iter2,FOODS,cioccolato,chocolate,cioc,18,310.0
2869,iter2,STATIONERY,colla,glue,gel colla,1,6.0
2870,iter2,STATIONERY,colla,glue,colla per pizze,2,0.0
2871,iter2,STATIONERY,colla,glue,colla per panini,3,0.0
2872,iter2,STATIONERY,colla,glue,colla per crepi,4,0.0
2873,iter2,STATIONERY,colla,glue,colla per dolci,5,1.0
2874,iter2,STATIONERY,colla,glue,colla per bocconi,6,0.0
2875,iter2,STATIONERY,colla,glue,colla per sushi,7,0.0
2876,iter2,STATIONERY,colla,glue,colla per salsicce,8,0.0
2877,iter2,STATIONERY,colla,glue,colla per fettuccine,9,0.0
2878,iter2,STATIONERY,colla,glue,colla per burger,10,0.0
2879,iter2,STATIONERY,colla,glue,colla per focaccia,11,0.0
2880,iter2,STATIONERY,colla,glue,colla per calzoni,12,0.0
2881,iter2,STATIONERY,colla,glue,colla per frullati,13,0.0
2882,iter2,STATIONERY,colla,glue,colla per crepes,14,0.0
2883,iter2,STATIONERY,colla,glue,colla per cre,15,0.0
2884,iter2,BODY PARTS,collo,neck,collare,1,18046.0
2885,iter2,BODY PARTS,collo,neck,colletto,2,15596.0
2886,iter2,BODY PARTS,collo,neck,colonna,3,16457.0
2887,iter2,BODY PARTS,collo,neck,collina,4,19467.0
2888,iter2,BODY PARTS,collo,neck,collana,5,15161.0
2889,iter2,BODY PARTS,collo,neck,collante,6,20830.0
2890,iter2,BODY PARTS,collo,neck,coll,7,15879.0
2891,iter2,HOUSING BUILDINGS,colonna,column,colonna dell'arco di trionfo,1,0.0
2892,iter2,HOUSING BUILDINGS,colonna,column,colonna di una chiesa,2,20.0
2893,iter2,HOUSING BUILDINGS,colonna,column,colonna di una struttura civile,3,0.0
2894,iter2,HOUSING BUILDINGS,colonna,column,colonna di una torre,4,1.0
2895,iter2,HOUSING BUILDINGS,colonna,column,colonna di una statua,5,0.0
2896,iter2,HOUSING BUILDINGS,colonna,column,colonna di una porta,6,1.0
2897,iter2,HOUSING BUILDINGS,colonna,column,colonna di una navicella,7,0.0
2898,iter2,KITCHENWARE,coltello,knife,coltello da cucina,1,103.0
2899,iter2,KITCHENWARE,coltello,knife,coltello da frullatore,2,0.0
2900,iter2,KITCHENWARE,coltello,knife,coltello da legno,3,0.0
2901,iter2,KITCHENWARE,coltello,knife,coltello da carne,4,30.0
2902,iter2,KITCHENWARE,coltello,knife,coltello da barba,5,3.0
2903,iter2,KITCHENWARE,coltello,knife,coltello da cucina per carne,6,1.0
2904,iter2,KITCHENWARE,coltello,knife,coltello da cucina per frullati,7,0.0
2905,iter2,KITCHENWARE,coltello,knife,coltello da cucina per legno,8,0.0
2906,iter2,KITCHENWARE,coltello,knife,coltello da cucina per legno per pesce,9,0.0
2907,iter2,KITCHENWARE,coltello,knife,coltello da cucina per pesce,10,0.0
2908,iter2,KITCHENWARE,coltello,knife,coltello da cucina per pesce per crostacei,11,0.0
2909,iter2,KITCHENWARE,coltello,knife,coltello da cucina per pesce per granchio,12,0.0
2910,iter2,KITCHENWARE,coltello,knife,coltello da cucina per pesce per vongole,13,0.0
2911,iter2,KITCHENWARE,coltello,knife,coltello,14,16340.0
2912,iter2,FURNITURE,comodino,bedside table,frullatore,1,24713.0
2913,iter2,FURNITURE,comodino,bedside table,aspirapolvere,2,33259.0
2914,iter2,FURNITURE,comodino,bedside table,tostapance,3,0.0
2915,iter2,FURNITURE,comodino,bedside table,lavatrice,4,131287.0
2916,iter2,FURNITURE,comodino,bedside table,microonde,5,20211.0
2917,iter2,FURNITURE,comodino,bedside table,lavastoviglie,6,21923.0
2918,iter2,HOBBIES,computer,computer,laptop,1,21577.0
2919,iter2,HOBBIES,computer,computer,desktop,2,17977.0
2920,iter2,HOBBIES,computer,computer,tablet,3,23900.0
2921,iter2,HOBBIES,computer,computer,smartphone,4,16969.0
2922,iter2,HOBBIES,computer,computer,server,5,17302.0
2923,iter2,HOBBIES,computer,computer,router,6,18176.0
2924,iter2,HOBBIES,computer,computer,modem,7,22701.0
2925,iter2,HOBBIES,computer,computer,monitor,8,23730.0
2926,iter2,HOBBIES,computer,computer,hard disk,9,5222.0
2927,iter2,HOBBIES,computer,computer,mainboard,10,1414.0
2928,iter2,HOBBIES,computer,computer,ram,11,24941.0
2929,iter2,HOBBIES,computer,computer,cpu,12,16076.0
2930,iter2,HOBBIES,computer,computer,gpu,13,34705.0
2931,iter2,HOBBIES,computer,computer,mouse,14,17736.0
2932,iter2,HOBBIES,computer,computer,keyboard,15,6510.0
2933,iter2,HOBBIES,computer,computer,headphones,16,668.0
2934,iter2,HOBBIES,computer,computer,speakers,17,4840.0
2935,iter2,HOBBIES,computer,computer,webcam,18,19007.0
2936,iter2,HOBBIES,computer,computer,printer,19,3072.0
2937,iter2,HOBBIES,computer,computer,scanner,20,23115.0
2938,iter2,HOBBIES,computer,computer,smartwatch,21,19260.0
2939,iter2,HOBBIES,computer,computer,smart home device,22,7.0
2940,iter2,HOBBIES,computer,computer,smart tv,23,516.0
2941,iter2,HOBBIES,computer,computer,smart fridge,24,6.0
2942,iter2,HOBBIES,computer,computer,smart oven,25,58.0
2943,iter2,HOBBIES,computer,computer,smart thermostat,26,31.0
2944,iter2,HOBBIES,computer,computer,smart mirror,27,36.0
2945,iter2,HOBBIES,computer,computer,smart assistant,28,142.0
2946,iter2,HOBBIES,computer,computer,smart door lock,29,11.0
2947,iter2,HOBBIES,computer,computer,smart light bulb,30,10.0
2948,iter2,HOBBIES,computer,computer,smart security camera,31,6.0
2949,iter2,HOBBIES,computer,computer,smart sprinkler system,32,0.0
2950,iter2,HOBBIES,computer,computer,smart lawn mower,33,0.0
2951,iter2,HOBBIES,computer,computer,smart vacuum cleaner,34,3.0
2952,iter2,HOBBIES,computer,computer,smart garden hose,35,0.0
2953,iter2,HOBBIES,computer,computer,smart garden controller,36,0.0
2954,iter2,HOBBIES,computer,computer,smart pet feeder,37,2.0
2955,iter2,HOBBIES,computer,computer,smart pet collar,38,0.0
2956,iter2,FURNITURE,comò,dresser,comò di pioggia,1,0.0
2957,iter2,FURNITURE,comò,dresser,comò di neve,2,0.0
2958,iter2,FURNITURE,comò,dresser,comò di vento,3,0.0
2959,iter2,FURNITURE,comò,dresser,comò di pioggia e vento,4,0.0
2960,iter2,FURNITURE,comò,dresser,comò di neve e vento,5,0.0
2961,iter2,FURNITURE,comò,dresser,"comò di pioggia, neve e vento",6,0.0
2962,iter2,ANIMALS,coniglio,rabbit,coniglio selvatico,1,226.0
2963,iter2,ANIMALS,coniglio,rabbit,coniglio domestico,2,31.0
2964,iter2,ANIMALS,coniglio,rabbit,coniglio americano,3,1.0
2965,iter2,ANIMALS,coniglio,rabbit,coniglio giapponese,4,5.0
2966,iter2,ANIMALS,coniglio,rabbit,coniglio nero,5,156.0
2967,iter2,ANIMALS,coniglio,rabbit,coniglio arabo,6,0.0
2968,iter2,ANIMALS,coniglio,rabbit,coniglio africano,7,2.0
2969,iter2,ANIMALS,coniglio,rabbit,coniglio indiano,8,0.0
2970,iter2,ANIMALS,coniglio,rabbit,coniglio europeo,9,35.0
2971,iter2,ANIMALS,coniglio,rabbit,coniglio svedese,10,0.0
2972,iter2,ANIMALS,coniglio,rabbit,coniglio scozzese,11,3.0
2973,iter2,ANIMALS,coniglio,rabbit,coniglio irlandese,12,0.0
2974,iter2,ANIMALS,coniglio,rabbit,coniglio danese,13,1.0
2975,iter2,ANIMALS,coniglio,rabbit,coniglio norvegese,14,0.0
2976,iter2,ANIMALS,coniglio,rabbit,coniglio islandese,15,0.0
2977,iter2,ANIMALS,coniglio,rabbit,coniglio finlandese,16,0.0
2978,iter2,ANIMALS,coniglio,rabbit,coniglio sassaniano,17,0.0
2979,iter2,ANIMALS,coniglio,rabbit,coniglio pallavicino,18,0.0
2980,iter2,ANIMALS,coniglio,rabbit,coniglio veneziano,19,0.0
2981,iter2,ANIMALS,coniglio,rabbit,coniglio fi,20,0.0
2982,iter2,FURNISHINGS/FITTINGS,cornice,frame,cornice di pavimento,1,0.0
2983,iter2,FURNISHINGS/FITTINGS,cornice,frame,cornice di parete,2,6.0
2984,iter2,FURNISHINGS/FITTINGS,cornice,frame,cornice di finestre,3,21.0
2985,iter2,FURNISHINGS/FITTINGS,cornice,frame,cornice di porte,4,26.0
2986,iter2,FURNISHINGS/FITTINGS,cornice,frame,cornice di vetrate,5,1.0
2987,iter2,FURNISHINGS/FITTINGS,cornice,frame,cornice di soffitto,6,1.0
2988,iter2,FURNISHINGS/FITTINGS,cornice,frame,cornice di camino,7,11.0
2989,iter2,FURNISHINGS/FITTINGS,cornice,frame,cornice di piattaforma,8,0.0
2990,iter2,FURNISHINGS/FITTINGS,cornice,frame,cornice di guardarre,9,0.0
2991,iter2,FURNISHINGS/FITTINGS,cornice,frame,cornice di scalinata,10,0.0
2992,iter2,FURNITURE,credenza,cupboard,armadio,1,21279.0
2993,iter2,FURNITURE,credenza,cupboard,buffet,2,15945.0
2994,iter2,FURNITURE,credenza,cupboard,credenza,3,142189.0
2995,iter2,FURNITURE,credenza,cupboard,scrittoio,4,9766.0
2996,iter2,FURNITURE,credenza,cupboard,scomparto,5,16254.0
2997,iter2,FURNITURE,credenza,cupboard,armadio a vetrina,6,22.0
2998,iter2,FURNITURE,credenza,cupboard,armario,7,322.0
2999,iter2,FURNITURE,credenza,cupboard,armadio per doccimenti,8,0.0
3000,iter2,FURNITURE,credenza,cupboard,armadio per libri,9,6.0
3001,iter2,FURNITURE,credenza,cupboard,armadio per documenti,10,7.0
3002,iter2,FURNITURE,credenza,cupboard,armadio per cd,11,0.0
3003,iter2,FURNITURE,credenza,cupboard,armadio per dvd,12,0.0
3004,iter2,FURNITURE,credenza,cupboard,armadio per dischi,13,0.0
3005,iter2,FURNITURE,credenza,cupboard,armadio per foto,14,0.0
3006,iter2,FURNITURE,credenza,cupboard,armadio per cassette,15,1.0
3007,iter2,FURNITURE,credenza,cupboard,armadio per cassette vhs,16,0.0
3008,iter2,FURNITURE,credenza,cupboard,armadio per cassette dvd,17,0.0
3009,iter2,FURNITURE,credenza,cupboard,armadio per cassette blu-ray,18,0.0
3010,iter2,FURNITURE,credenza,cupboard,armadio per cassettes vhs e dvd,19,0.0
3011,iter2,FURNITURE,credenza,cupboard,armadio per cassettes blu-ray e dvd,20,0.0
3012,iter2,FURNITURE,credenza,cupboard,armadio per cassettes,21,0.0
3013,iter2,HOBBIES,cruciverba,crossword,via cruciata,1,0.0
3014,iter2,HOBBIES,cruciverba,crossword,crocifissione,2,19804.0
3015,iter2,HOBBIES,cruciverba,crossword,croce,3,20918.0
3016,iter2,HOBBIES,cruciverba,crossword,croce di ferro,4,26.0
3017,iter2,HOBBIES,cruciverba,crossword,croce rossa,5,3244.0
3018,iter2,HOBBIES,cruciverba,crossword,croce di legno,6,33.0
3019,iter2,HOBBIES,cruciverba,crossword,croce di cristallo,7,22.0
3020,iter2,HOBBIES,cruciverba,crossword,croce di carta,8,5.0
3021,iter2,HOBBIES,cruciverba,crossword,croce di stoffa,9,20.0
3022,iter2,HOBBIES,cruciverba,crossword,croce di vetro,10,5.0
3023,iter2,HOBBIES,cruciverba,crossword,croce di plastica,11,10.0
3024,iter2,HOBBIES,cruciverba,crossword,croce di metallo,12,21.0
3025,iter2,HOBBIES,cruciverba,crossword,croce di vite,13,2.0
3026,iter2,HOBBIES,cruciverba,crossword,croce di velluto,14,13.0
3027,iter2,KITCHENWARE,cucchiaio,spoon,piatti,1,25161.0
3028,iter2,KITCHENWARE,cucchiaio,spoon,coppe,2,28051.0
3029,iter2,KITCHENWARE,cucchiaio,spoon,piatti da cucina,3,24.0
3030,iter2,KITCHENWARE,cucchiaio,spoon,piatti da pranzo,4,4.0
3031,iter2,KITCHENWARE,cucchiaio,spoon,piatti da dessert,5,20.0
3032,iter2,KITCHENWARE,cucchiaio,spoon,piatti da pasto,6,0.0
3033,iter2,KITCHENWARE,cucchiaio,spoon,piatti da forno,7,21.0
3034,iter2,KITCHENWARE,cucchiaio,spoon,piatti da frullatore,8,0.0
3035,iter2,KITCHENWARE,cucchiaio,spoon,piatti da asciugatrice,9,0.0
3036,iter2,KITCHENWARE,cucchiaio,spoon,piatti da lavastoviglie,10,0.0
3037,iter2,HOUSING BUILDINGS,cucina,kitchen,forno,1,20681.0
3038,iter2,HOUSING BUILDINGS,cucina,kitchen,stovetop,2,31.0
3039,iter2,HOUSING BUILDINGS,cucina,kitchen,frigorifero,3,14771.0
3040,iter2,HOUSING BUILDINGS,cucina,kitchen,tostapane,4,9700.0
3041,iter2,HOUSING BUILDINGS,cucina,kitchen,lavastoviglie,5,21923.0
3042,iter2,HOUSING BUILDINGS,cucina,kitchen,microonde,6,20211.0
3043,iter2,HOUSING BUILDINGS,cucina,kitchen,caffettiera,7,12942.0
3044,iter2,HOUSING BUILDINGS,cucina,kitchen,mixer,8,16877.0
3045,iter2,HOUSING BUILDINGS,cucina,kitchen,grattinoio,9,0.0
3046,iter2,HOUSING BUILDINGS,cucina,kitchen,tagliere,10,14933.0
3047,iter2,HOUSING BUILDINGS,cucina,kitchen,piatti da cucina,11,24.0
3048,iter2,HOUSING BUILDINGS,cucina,kitchen,piatti da tavola,12,22.0
3049,iter2,HOUSING BUILDINGS,cucina,kitchen,piatti da servizio,13,15.0
3050,iter2,HOUSING BUILDINGS,cucina,kitchen,piatti da tavola da cucina,14,0.0
3051,iter2,HOUSING BUILDINGS,cucina,kitchen,piatti da servizio da cucina,15,0.0
3052,iter2,HOUSING BUILDINGS,cucina,kitchen,piatti da servizio da cucina,16,0.0
3053,iter2,BODY PARTS,cuore,heart,cuore umano,1,49.0
3054,iter2,BODY PARTS,cuore,heart,cuore animale,2,52.0
3055,iter2,BODY PARTS,cuore,heart,cuore vegetale,3,10.0
3056,iter2,BODY PARTS,cuore,heart,cuore di legno,4,24.0
3057,iter2,BODY PARTS,cuore,heart,cuore di ghiaccio,5,34.0
3058,iter2,BODY PARTS,cuore,heart,cuore di vetro,6,21.0
3059,iter2,BODY PARTS,cuore,heart,cuore di pietra,7,52.0
3060,iter2,BODY PARTS,cuore,heart,cuore di metallo,8,20.0
3061,iter2,FURNISHINGS/FITTINGS,cuscino,pillow,cuscino da letto,1,23.0
3062,iter2,FURNISHINGS/FITTINGS,cuscino,pillow,cuscino da sedere,2,2.0
3063,iter2,FURNISHINGS/FITTINGS,cuscino,pillow,cuscino da riposo,3,9.0
3064,iter2,FURNISHINGS/FITTINGS,cuscino,pillow,cuscino da viaggio,4,22.0
3065,iter2,FURNISHINGS/FITTINGS,cuscino,pillow,cuscino anti-stress,5,10.0
3066,iter2,FURNISHINGS/FITTINGS,cuscino,pillow,cuscino per bambini,6,20.0
3067,iter2,FURNISHINGS/FITTINGS,cuscino,pillow,cuscino per cani,7,28.0
3068,iter2,FURNISHINGS/FITTINGS,cuscino,pillow,cuscino per gatti,8,23.0
3069,iter2,FURNISHINGS/FITTINGS,cuscino,pillow,cuscino per cavalli,9,0.0
3070,iter2,FURNISHINGS/FITTINGS,cuscino,pillow,cuscino per orsi,10,0.0
3071,iter2,FURNISHINGS/FITTINGS,cuscino,pillow,cuscino per pesci,11,0.0
3072,iter2,FURNISHINGS/FITTINGS,cuscino,pillow,cuscino per topi,12,0.0
3073,iter2,FURNISHINGS/FITTINGS,cuscino,pillow,cuscino per coniglio,13,0.0
3074,iter2,FURNISHINGS/FITTINGS,cuscino,pillow,cuscino per topolino,14,0.0
3075,iter2,FURNISHINGS/FITTINGS,cuscino,pillow,cuscino per gatto,15,21.0
3076,iter2,FURNISHINGS/FITTINGS,cuscino,pillow,cuscino per gatto,16,21.0
3077,iter2,ANIMALS,delfino,dolphin,delfino comune,1,123.0
3078,iter2,ANIMALS,delfino,dolphin,delfino bottone,2,0.0
3079,iter2,ANIMALS,delfino,dolphin,delfino del pacifico,3,6.0
3080,iter2,ANIMALS,delfino,dolphin,delfino del mar rosso,4,4.0
3081,iter2,ANIMALS,delfino,dolphin,delfino del mar mediterraneo,5,4.0
3082,iter2,ANIMALS,delfino,dolphin,delfino del mar nero,6,6.0
3083,iter2,ANIMALS,delfino,dolphin,delfino del mar dei caraibi,7,1.0
3084,iter2,ANIMALS,delfino,dolphin,delfino del mar argento,8,0.0
3085,iter2,ANIMALS,delfino,dolphin,delfino del mar bianco,9,0.0
3086,iter2,FURNITURE,divano,sofa,divano da letto,1,3.0
3087,iter2,FURNITURE,divano,sofa,divano da salotto,2,23.0
3088,iter2,FURNITURE,divano,sofa,divano da studio,3,0.0
3089,iter2,FURNITURE,divano,sofa,divano da giochi,4,0.0
3090,iter2,FURNITURE,divano,sofa,divano da giardino,5,21.0
3091,iter2,FURNITURE,divano,sofa,divano da bagno,6,0.0
3092,iter2,FURNITURE,divano,sofa,divano da pranzo,7,2.0
3093,iter2,FURNITURE,divano,sofa,divano da camerino,8,0.0
3094,iter2,FURNITURE,divano,sofa,divano da bagno,9,0.0
3095,iter2,PLANTS,edera,ivy,edera americana,1,1.0
3096,iter2,PLANTS,edera,ivy,edera asiatica,2,0.0
3097,iter2,PLANTS,edera,ivy,edera australiana,3,0.0
3098,iter2,PLANTS,edera,ivy,edera europea,4,1.0
3099,iter2,PLANTS,edera,ivy,edera africana,5,0.0
3100,iter2,PLANTS,edera,ivy,edera sudamericana,6,0.0
3101,iter2,ANIMALS,elefante,elephant,africano,1,22669.0
3102,iter2,ANIMALS,elefante,elephant,asiatico,2,16776.0
3103,iter2,ANIMALS,elefante,elephant,indiano,3,25552.0
3104,iter2,ANIMALS,elefante,elephant,indonesiano,4,18714.0
3105,iter2,ANIMALS,elefante,elephant,africano sudamericano,5,2.0
3106,iter2,ANIMALS,elefante,elephant,elefante africano,6,150.0
3107,iter2,ANIMALS,elefante,elephant,elefante asiatico,7,125.0
3108,iter2,ANIMALS,elefante,elephant,elefante indiano,8,56.0
3109,iter2,ANIMALS,elefante,elephant,elefante indonesiano,9,1.0
3110,iter2,ANIMALS,elefante,elephant,elefante sudamericano,10,0.0
3111,iter2,VEHICLES,elicottero,helicopter,bell 214,1,10.0
3112,iter2,VEHICLES,elicottero,helicopter,bell 47,2,96.0
3113,iter2,VEHICLES,elicottero,helicopter,bell 206,3,47.0
3114,iter2,VEHICLES,elicottero,helicopter,bell 412,4,38.0
3115,iter2,VEHICLES,elicottero,helicopter,bell 205,5,28.0
3116,iter2,VEHICLES,elicottero,helicopter,bell 206a,6,4.0
3117,iter2,VEHICLES,elicottero,helicopter,bell 212,7,20.0
3118,iter2,VEHICLES,elicottero,helicopter,bell 47g,8,14.0
3119,iter2,VEHICLES,elicottero,helicopter,boeing ch-47,9,45.0
3120,iter2,VEHICLES,elicottero,helicopter,boeing ch-47d,10,1.0
3121,iter2,VEHICLES,elicottero,helicopter,boeing ch-47f,11,5.0
3122,iter2,VEHICLES,elicottero,helicopter,boeing ch-47sd,12,0.0
3123,iter2,VEHICLES,elicottero,helicopter,boeing ch-47td,13,0.0
3124,iter2,VEHICLES,elicottero,helicopter,boeing ch-47z,14,0.0
3125,iter2,VEHICLES,elicottero,helicopter,boeing ch-47c,15,1.0
3126,iter2,VEHICLES,elicottero,helicopter,boeing ch-47e,16,0.0
3127,iter2,VEHICLES,elicottero,helicopter,boeing ch-47g,17,0.0
3128,iter2,VEHICLES,elicottero,helicopter,boeing ch-47h,18,0.0
3129,iter2,VEHICLES,elicottero,helicopter,boeing ch,19,3.0
3130,iter2,STATIONERY,evidenziatore,marker,evidenziario,1,1.0
3131,iter2,CLOTHES,felpa,sweatshirt,frullatore,1,24713.0
3132,iter2,CLOTHES,felpa,sweatshirt,aspirapolvere,2,33259.0
3133,iter2,CLOTHES,felpa,sweatshirt,tostapance,3,0.0
3134,iter2,CLOTHES,felpa,sweatshirt,lavatrice,4,131287.0
3135,iter2,CLOTHES,felpa,sweatshirt,microonde,5,20211.0
3136,iter2,CLOTHES,felpa,sweatshirt,lavastoviglie,6,21923.0
3137,iter2,CLOTHES,felpa,sweatshirt,lavacucine,7,0.0
3138,iter2,CLOTHES,felpa,sweatshirt,lavastoviglie a gettoni,8,0.0
3139,iter2,CLOTHES,felpa,sweatshirt,lavastoviglie a cartuccia,9,0.0
3140,iter2,CLOTHES,felpa,sweatshirt,lavastoviglie a palloncino,10,0.0
3141,iter2,CLOTHES,felpa,sweatshirt,lavastoviglie a tamburo,11,0.0
3142,iter2,CLOTHES,felpa,sweatshirt,lavastoviglie a tamburo a gettoni,12,0.0
3143,iter2,CLOTHES,felpa,sweatshirt,lavastoviglie a tamburo a cartuccia,13,0.0
3144,iter2,CLOTHES,felpa,sweatshirt,lavastoviglie a tamburo a palloncino,14,0.0
3145,iter2,CLOTHES,felpa,sweatshirt,lavastoviglie a tamburo a palloncino a gettoni,15,0.0
3146,iter2,CLOTHES,felpa,sweatshirt,lavastoviglie a tamburo a,16,0.0
3147,iter2,PLANTS,ficus,rubber plant,figo,1,16931.0
3148,iter2,PLANTS,ficus,rubber plant,figo selvatico,2,0.0
3149,iter2,PLANTS,ficus,rubber plant,figo comune,3,0.0
3150,iter2,PLANTS,ficus,rubber plant,figo nero,4,0.0
3151,iter2,PLANTS,ficus,rubber plant,figo verde,5,0.0
3152,iter2,PLANTS,ficus,rubber plant,figo giallo,6,0.0
3153,iter2,PLANTS,ficus,rubber plant,figo bianco,7,0.0
3154,iter2,PLANTS,ficus,rubber plant,figo giallo con gocce rosse,8,0.0
3155,iter2,PLANTS,ficus,rubber plant,figo con gocce rosse,9,0.0
3156,iter2,PLANTS,ficus,rubber plant,figo con gocce rosse nere,10,0.0
3157,iter2,PLANTS,ficus,rubber plant,figo con gocce rosse viola,11,0.0
3158,iter2,PLANTS,ficus,rubber plant,figo con gocce rosse giallo,12,0.0
3159,iter2,PLANTS,ficus,rubber plant,figo con gocce rosse arancio,13,0.0
3160,iter2,PLANTS,ficus,rubber plant,figo con gocce rosse rosa,14,0.0
3161,iter2,PLANTS,ficus,rubber plant,figo con gocce rosse rosa scarlatto,15,0.0
3162,iter2,PLANTS,ficus,rubber plant,figo con gocce ros,16,0.0
3163,iter2,HOUSING BUILDINGS,finestra,window,finestra,1,21205.0
3164,iter2,FURNISHINGS/FITTINGS,fioriera,flowerpot,bar,1,15421.0
3165,iter2,FURNISHINGS/FITTINGS,fioriera,flowerpot,ristorante,2,22048.0
3166,iter2,FURNISHINGS/FITTINGS,fioriera,flowerpot,caffè,3,17465.0
3167,iter2,FURNISHINGS/FITTINGS,fioriera,flowerpot,paninoteca,4,4134.0
3168,iter2,FURNISHINGS/FITTINGS,fioriera,flowerpot,gelateria,5,17101.0
3169,iter2,FURNISHINGS/FITTINGS,fioriera,flowerpot,pasticceria,6,14040.0
3170,iter2,FURNISHINGS/FITTINGS,fioriera,flowerpot,banco di mutuo soccorso,7,27.0
3171,iter2,FURNISHINGS/FITTINGS,fioriera,flowerpot,bancomat,8,18869.0
3172,iter2,FURNISHINGS/FITTINGS,fioriera,flowerpot,agenzia di viaggi,9,92.0
3173,iter2,FURNISHINGS/FITTINGS,fioriera,flowerpot,kiosco,10,95.0
3174,iter2,FURNISHINGS/FITTINGS,fioriera,flowerpot,negozio di calzature,11,21.0
3175,iter2,FURNISHINGS/FITTINGS,fioriera,flowerpot,negozio di abbigliamento,12,37.0
3176,iter2,FURNISHINGS/FITTINGS,fioriera,flowerpot,negozio di elettrodomestici,13,23.0
3177,iter2,FURNISHINGS/FITTINGS,fioriera,flowerpot,negozio di elettronica,14,49.0
3178,iter2,FURNISHINGS/FITTINGS,fioriera,flowerpot,negozio di elettronica di consumo,15,20.0
3179,iter2,FURNISHINGS/FITTINGS,fioriera,flowerpot,negozio di elettronica di comunicazione,16,0.0
3180,iter2,FURNISHINGS/FITTINGS,fioriera,flowerpot,negozio di elettronica di professionali,17,0.0
3181,iter2,FURNISHINGS/FITTINGS,fioriera,flowerpot,negoz,18,153.0
3182,iter2,STATIONERY,foglio,sheet,certificazione,1,18382.0
3183,iter2,STATIONERY,foglio,sheet,documento,2,19912.0
3184,iter2,STATIONERY,foglio,sheet,etichetta,3,18603.0
3185,iter2,STATIONERY,foglio,sheet,foglio di carta,4,131.0
3186,iter2,STATIONERY,foglio,sheet,foglio di lavoro,5,20.0
3187,iter2,STATIONERY,foglio,sheet,foglio di risultato,6,2.0
3188,iter2,STATIONERY,foglio,sheet,foglio di spesa,7,3.0
3189,iter2,STATIONERY,foglio,sheet,foglio di lavoro,8,20.0
3190,iter2,KITCHENWARE,forbice,scissors,forbice per capelli,1,27.0
3191,iter2,KITCHENWARE,forbice,scissors,forbice per barba,2,10.0
3192,iter2,KITCHENWARE,forbice,scissors,forbice per taglio,3,23.0
3193,iter2,KITCHENWARE,forbice,scissors,forbice per taglio leggero,4,0.0
3194,iter2,KITCHENWARE,forbice,scissors,forbice per taglio forte,5,0.0
3195,iter2,KITCHENWARE,forbice,scissors,forbice per taglio forte leggero,6,0.0
3196,iter2,KITCHENWARE,forchetta,fork,forchetta metallica,1,11.0
3197,iter2,KITCHENWARE,forchetta,fork,forchetta in plastica,2,26.0
3198,iter2,KITCHENWARE,forchetta,fork,forchetta di legno,3,20.0
3199,iter2,KITCHENWARE,forchetta,fork,forchetta con manico,4,6.0
3200,iter2,KITCHENWARE,forchetta,fork,forchetta con punta,5,2.0
3201,iter2,KITCHENWARE,forchetta,fork,forchetta con denti,6,5.0
3202,iter2,KITCHENWARE,forchetta,fork,forchetta con manico a dente,7,0.0
3203,iter2,KITCHENWARE,forchetta,fork,forchetta con manico a dente lungo,8,0.0
3204,iter2,KITCHENWARE,forchetta,fork,forchetta con manico a dente corto,9,0.0
3205,iter2,KITCHENWARE,forchetta,fork,forchetta con manico a dente largo,10,0.0
3206,iter2,KITCHENWARE,forchetta,fork,forchetta con manico a dente stretto,11,0.0
