category,category_ita,concept,concept_exemplar,exemplar,count,min_rank,max_rank,mean_rank,first_occurrence,dominance,participant_concept,availability,asb_freq
kitchenware,utensili da cucina,cucchiaio,CUCCHIAIO_cucchiaio misurino,misurino,1,4,4,4.0,0.0,1.0,1,0.10026,
kitchenware,utensili da cucina,cucchiaio,CUCCHIAIO_cucchiaio di legno,di legno,1,5,5,5.0,0.0,1.0,1,0.10026,35.0
kitchenware,utensili da cucina,cucchiaio,CUCCHIAIO_cucchiaio di plastica,di plastica,1,6,6,6.0,0.0,1.0,1,0.10026,672.0
kitchenware,utensili da cucina,cucchiaio,CUCCHIAIO_cucchiaio da servire,da servire,1,7,7,7.0,0.0,1.0,1,0.10026,
kitchenware,utensili da cucina,cucchiaio,CUCCHIAIO_cucchiaio da minestra,da minestra,1,8,8,8.0,0.0,1.0,1,0.10026,
kitchenware,utensili da cucina,cucchiaio,CUCCHIAIO_cucchiaio da the,da the,1,9,9,9.0,0.0,1.0,1,0.10026,
kitchenware,utensili da cucina,cucchiaio,CUCCHIAIO_cucchiaio da dessert,da dessert,1,10,10,10.0,0.0,1.0,1,0.10026,
kitchenware,utensili da cucina,cucchiaio,CUCCHIAIO_cucchiaio da gelato,da gelato,1,11,11,11.0,0.0,1.0,1,0.10026,71.0
kitchenware,utensili da cucina,cucchiaio,CUCCHIAIO_cucchiaio da frutta,da frutta,1,12,12,12.0,0.0,1.0,1,0.10026,207.0
kitchenware,utensili da cucina,cucchiaio,CUCCHIAIO_cucchiaio da portata,da portata,1,13,13,13.0,0.0,1.0,1,0.10026,
kitchenware,utensili da cucina,cucchiaio,CUCCHIAIO_cucchiaio da zucchero,da zucchero,1,14,14,14.0,0.0,1.0,1,0.10026,
kitchenware,utensili da cucina,cucchiaio,CUCCHIAIO_cucchiaio da caffè,da caffè,1,15,15,15.0,0.0,1.0,1,0.10026,454.0
housing buildings,edifici residenziali,cucina,CUCINA_cucina americana,americana,1,1,1,1.0,1.0,1.0,1,1.0,23978.0
housing buildings,edifici residenziali,cucina,CUCINA_cucina a isola,a isola,1,2,2,2.0,0.0,1.0,1,0.10026,
housing buildings,edifici residenziali,cucina,CUCINA_cucina angolare,angolare,1,3,3,3.0,0.0,1.0,1,0.10026,17571.0
housing buildings,edifici residenziali,cucina,CUCINA_cucina con penisola,con penisola,1,4,4,4.0,0.0,1.0,1,0.10026,
housing buildings,edifici residenziali,cucina,CUCINA_cucina a u,a u,1,5,5,5.0,0.0,1.0,1,0.10026,
housing buildings,edifici residenziali,cucina,CUCINA_cucina a l,a l,1,6,6,6.0,0.0,1.0,1,0.10026,
housing buildings,edifici residenziali,cucina,CUCINA_cucina a parete,a parete,1,7,7,7.0,0.0,1.0,1,0.10026,341.0
housing buildings,edifici residenziali,cucina,CUCINA_cucina rustica,rustica,1,8,8,8.0,0.0,1.0,1,0.10026,31307.0
housing buildings,edifici residenziali,cucina,CUCINA_cucina moderna,moderna,1,9,9,9.0,0.0,1.0,1,0.10026,22252.0
housing buildings,edifici residenziali,cucina,CUCINA_cucina in muratura,in muratura,1,10,10,10.0,0.0,1.0,1,0.10026,
housing buildings,edifici residenziali,cucina,CUCINA_cucina minimalista,minimalista,1,11,11,11.0,0.0,1.0,1,0.10026,15079.0
housing buildings,edifici residenziali,cucina,CUCINA_cucina industriale,industriale,1,12,12,12.0,0.0,1.0,1,0.10026,16424.0
housing buildings,edifici residenziali,cucina,CUCINA_cucina di design,di design,1,13,13,13.0,0.0,1.0,1,0.10026,231.0
housing buildings,edifici residenziali,cucina,CUCINA_cucina componibile,componibile,1,14,14,14.0,0.0,1.0,1,0.10026,14785.0
housing buildings,edifici residenziali,cucina,CUCINA_cucina su misura,su misura,1,15,15,15.0,0.0,1.0,1,0.10026,
housing buildings,edifici residenziali,cucina,CUCINA_cucina aperta,aperta,1,16,16,16.0,0.0,1.0,1,0.10026,
housing buildings,edifici residenziali,cucina,CUCINA_cucina chiusa,chiusa,1,17,17,17.0,0.0,1.0,1,0.10026,
housing buildings,edifici residenziali,cucina,CUCINA_cucina con bar,con bar,1,18,18,18.0,0.0,1.0,1,0.10026,
housing buildings,edifici residenziali,cucina,CUCINA_cucina con tavolo,con tavolo,1,19,19,19.0,0.0,1.0,1,0.10026,
housing buildings,edifici residenziali,cucina,CUCINA_cucina con penisola bar,con penisola bar,1,20,20,20.0,0.0,1.0,1,0.10026,
body parts,parti del corpo,cuore,CUORE_cuore umano,umano,1,1,1,1.0,1.0,1.0,1,1.0,39518.0
body parts,parti del corpo,cuore,CUORE_cuore di bovino,di bovino,1,2,2,2.0,0.0,1.0,1,0.10026,
body parts,parti del corpo,cuore,CUORE_cuore di maiale,di maiale,1,3,3,3.0,0.0,1.0,1,0.10026,
body parts,parti del corpo,cuore,CUORE_cuore di pollo,di pollo,1,4,4,4.0,0.0,1.0,1,0.10026,184.0
body parts,parti del corpo,cuore,CUORE_cuore di pesce,di pesce,1,5,5,5.0,0.0,1.0,1,0.10026,28.0
body parts,parti del corpo,cuore,CUORE_cuore artificiale,artificiale,1,6,6,6.0,0.0,1.0,1,0.10026,9647.0
body parts,parti del corpo,cuore,CUORE_cuore trapiantato,trapiantato,1,7,7,7.0,0.0,1.0,1,0.10026,
body parts,parti del corpo,cuore,CUORE_cuore malato,malato,1,8,8,8.0,0.0,1.0,1,0.10026,
body parts,parti del corpo,cuore,CUORE_cuore sano,sano,1,9,9,9.0,0.0,1.0,1,0.10026,
body parts,parti del corpo,cuore,CUORE_cuore pulsante,pulsante,1,10,10,10.0,0.0,1.0,1,0.10026,
body parts,parti del corpo,cuore,CUORE_cuore inattivo,inattivo,1,11,11,11.0,0.0,1.0,1,0.10026,
body parts,parti del corpo,cuore,CUORE_cuore umano geneticamente modificato,umano geneticamente modificato,1,12,12,12.0,0.0,1.0,1,0.10026,
body parts,parti del corpo,cuore,CUORE_cuore di un animale estinto,di un animale estinto,1,13,13,13.0,0.0,1.0,1,0.10026,
body parts,parti del corpo,cuore,CUORE_cuore di un animale mitologico,di un animale mitologico,1,14,14,14.0,0.0,1.0,1,0.10026,
body parts,parti del corpo,cuore,CUORE_cuore di un alieno,di un alieno,1,15,15,15.0,0.0,1.0,1,0.10026,
body parts,parti del corpo,cuore,CUORE_cuore di un robot,di un robot,1,16,16,16.0,0.0,1.0,1,0.10026,
furnishings/fittings,arredamenti/accessori,cuscino,CUSCINO_cuscino da seduta,da seduta,1,1,1,1.0,1.0,1.0,1,1.0,
furnishings/fittings,arredamenti/accessori,cuscino,CUSCINO_cuscino da letto,da letto,1,2,2,2.0,0.0,1.0,1,0.10026,110.0
furnishings/fittings,arredamenti/accessori,cuscino,CUSCINO_cuscino da orlo,da orlo,1,3,3,3.0,0.0,1.0,1,0.10026,
furnishings/fittings,arredamenti/accessori,cuscino,CUSCINO_cuscino da poggiatesta,da poggiatesta,1,4,4,4.0,0.0,1.0,1,0.10026,
furnishings/fittings,arredamenti/accessori,cuscino,CUSCINO_cuscino da allattamento,da allattamento,1,5,5,5.0,0.0,1.0,1,0.10026,
furnishings/fittings,arredamenti/accessori,cuscino,CUSCINO_cuscino da meditazione,da meditazione,1,6,6,6.0,0.0,1.0,1,0.10026,
furnishings/fittings,arredamenti/accessori,cuscino,CUSCINO_cuscino da viaggio,da viaggio,1,7,7,7.0,0.0,1.0,1,0.10026,391.0
furnishings/fittings,arredamenti/accessori,cuscino,CUSCINO_cuscino da schiena,da schiena,1,8,8,8.0,0.0,1.0,1,0.10026,
furnishings/fittings,arredamenti/accessori,cuscino,CUSCINO_cuscino ortopedico,ortopedico,1,9,9,9.0,0.0,1.0,1,0.10026,17094.0
furnishings/fittings,arredamenti/accessori,cuscino,CUSCINO_cuscino da decorazione,da decorazione,1,10,10,10.0,0.0,1.0,1,0.10026,
furnishings/fittings,arredamenti/accessori,cuscino,CUSCINO_cuscino da grembo,da grembo,1,11,11,11.0,0.0,1.0,1,0.10026,
furnishings/fittings,arredamenti/accessori,cuscino,CUSCINO_cuscino da pavimento,da pavimento,1,12,12,12.0,0.0,1.0,1,0.10026,76.0
furnishings/fittings,arredamenti/accessori,cuscino,CUSCINO_cuscino da nuoto,da nuoto,1,13,13,13.0,0.0,1.0,1,0.10026,32.0
furnishings/fittings,arredamenti/accessori,cuscino,CUSCINO_cuscino per cani,per cani,1,14,14,14.0,0.0,1.0,1,0.10026,
furnishings/fittings,arredamenti/accessori,cuscino,CUSCINO_cuscino per gatti,per gatti,1,15,15,15.0,0.0,1.0,1,0.10026,
furnishings/fittings,arredamenti/accessori,cuscino,CUSCINO_cuscino per animali domestici,per animali domestici,1,16,16,16.0,0.0,1.0,1,0.10026,
furnishings/fittings,arredamenti/accessori,cuscino,CUSCINO_cuscino gonfiabile,gonfiabile,1,17,17,17.0,0.0,1.0,1,0.10026,18610.0
furnishings/fittings,arredamenti/accessori,cuscino,CUSCINO_cuscino da estern,da estern,1,18,18,18.0,0.0,1.0,1,0.10026,
animals,animali,delfino,DELFINO_delfino comune,comune,1,1,1,1.0,1.0,1.0,1,1.0,16107.0
animals,animali,delfino,DELFINO_delfino tursiope,tursiope,1,2,2,2.0,0.0,1.0,1,0.10026,1088.0
animals,animali,delfino,DELFINO_delfino comune striato,comune striato,1,3,3,3.0,0.0,1.0,1,0.10026,
animals,animali,delfino,DELFINO_delfino dal becco bianco,dal becco bianco,1,4,4,4.0,0.0,1.0,1,0.10026,
animals,animali,delfino,DELFINO_delfino comune tropicale,comune tropicale,1,5,5,5.0,0.0,1.0,1,0.10026,
animals,animali,delfino,DELFINO_delfino di risso,di risso,1,6,6,6.0,0.0,1.0,1,0.10026,
animals,animali,delfino,DELFINO_delfino dal becco lungo,dal becco lungo,1,7,7,7.0,0.0,1.0,1,0.10026,
animals,animali,delfino,DELFINO_delfino di fraser,di fraser,1,8,8,8.0,0.0,1.0,1,0.10026,
animals,animali,delfino,DELFINO_delfino di heaviside,di heaviside,1,9,9,9.0,0.0,1.0,1,0.10026,
furniture,mobili,divano,DIVANO_divano letto,letto,1,1,1,1.0,1.0,1.0,1,1.0,36526.0
furniture,mobili,divano,DIVANO_divano angolare,angolare,1,2,2,2.0,0.0,1.0,1,0.10026,17571.0
furniture,mobili,divano,DIVANO_divano a due posti,a due posti,1,3,3,3.0,0.0,1.0,1,0.10026,
furniture,mobili,divano,DIVANO_divano a tre posti,a tre posti,1,4,4,4.0,0.0,1.0,1,0.10026,
furniture,mobili,divano,DIVANO_divano reclinabile,reclinabile,1,5,5,5.0,0.0,1.0,1,0.10026,6294.0
furniture,mobili,divano,DIVANO_divano chesterfield,chesterfield,1,6,6,6.0,0.0,1.0,1,0.10026,2566.0
furniture,mobili,divano,DIVANO_divano chaise longue,chaise longue,1,7,7,7.0,0.0,1.0,1,0.10026,4099.0
furniture,mobili,divano,DIVANO_divano dormeuse,dormeuse,1,8,8,8.0,0.0,1.0,1,0.10026,
furniture,mobili,divano,DIVANO_divano ad l,ad l,1,9,9,9.0,0.0,1.0,1,0.10026,
furniture,mobili,divano,DIVANO_divano modulare,modulare,1,10,10,10.0,0.0,1.0,1,0.10026,16922.0
furniture,mobili,divano,DIVANO_divano per esterni,per esterni,1,11,11,11.0,0.0,1.0,1,0.10026,
furniture,mobili,divano,DIVANO_divano in pelle,in pelle,1,12,12,12.0,0.0,1.0,1,0.10026,788.0
furniture,mobili,divano,DIVANO_divano in tessuto,in tessuto,1,13,13,13.0,0.0,1.0,1,0.10026,414.0
furniture,mobili,divano,DIVANO_divano in vimini,in vimini,1,14,14,14.0,0.0,1.0,1,0.10026,
furniture,mobili,divano,DIVANO_divano in microfibra,in microfibra,1,15,15,15.0,0.0,1.0,1,0.10026,
furniture,mobili,divano,DIVANO_divano con chaiselongue,con chaiselongue,1,16,16,16.0,0.0,1.0,1,0.10026,
furniture,mobili,divano,DIVANO_divano con penisola,con penisola,1,17,17,17.0,0.0,1.0,1,0.10026,
furniture,mobili,divano,DIVANO_divano con contenitore,con contenitore,1,18,18,18.0,0.0,1.0,1,0.10026,85.0
furniture,mobili,divano,DIVANO_divano gonfiabile,gonfiabile,1,19,19,19.0,0.0,1.0,1,0.10026,18610.0
furniture,mobili,divano,DIVANO_divano ad isola,ad isola,1,20,20,20.0,0.0,1.0,1,0.10026,332.0
plants,piante,edera,EDERA_edera comune,comune,1,1,1,1.0,1.0,1.0,1,1.0,16107.0
plants,piante,edera,EDERA_edera giapponese,giapponese,1,2,2,2.0,0.0,1.0,1,0.10026,36646.0
plants,piante,edera,EDERA_edera variegata,variegata,1,3,3,3.0,0.0,1.0,1,0.10026,53461.0
plants,piante,edera,EDERA_edera a foglie larghe,a foglie larghe,1,4,4,4.0,0.0,1.0,1,0.10026,
plants,piante,edera,EDERA_edera panachée,panachée,1,5,5,5.0,0.0,1.0,1,0.10026,
plants,piante,edera,EDERA_edera di boston,di boston,1,6,6,6.0,0.0,1.0,1,0.10026,
plants,piante,edera,EDERA_edera inglese,inglese,1,7,7,7.0,0.0,1.0,1,0.10026,31384.0
plants,piante,edera,EDERA_edera di star,di star,1,8,8,8.0,0.0,1.0,1,0.10026,
plants,piante,edera,EDERA_edera di siebold,di siebold,1,9,9,9.0,0.0,1.0,1,0.10026,
plants,piante,edera,EDERA_edera a foglie piccole,a foglie piccole,1,10,10,10.0,0.0,1.0,1,0.10026,
animals,animali,elefante,ELEFANTE_africano,africano,1,1,1,1.0,1.0,1.0,1,1.0,45338.0
animals,animali,elefante,ELEFANTE_asiatico,asiatico,1,2,2,2.0,0.0,1.0,1,0.10026,33552.0
animals,animali,elefante,ELEFANTE_elefante di savana,di savana,1,3,3,3.0,0.0,1.0,1,0.10026,
animals,animali,elefante,ELEFANTE_elefante di foresta,di foresta,1,4,4,4.0,0.0,1.0,1,0.10026,94.0
animals,animali,elefante,ELEFANTE_elefante indiano,indiano,1,5,5,5.0,0.0,1.0,1,0.10026,51104.0
animals,animali,elefante,ELEFANTE_elefante africano delle foreste,africano delle foreste,1,6,6,6.0,0.0,1.0,1,0.10026,26.0
animals,animali,elefante,ELEFANTE_elefante di sumatra,di sumatra,1,7,7,7.0,0.0,1.0,1,0.10026,41.0
animals,animali,elefante,ELEFANTE_elefante di borneo,di borneo,1,8,8,8.0,0.0,1.0,1,0.10026,26.0
animals,animali,elefante,ELEFANTE_elefante pigmeo,pigmeo,1,9,9,9.0,0.0,1.0,1,0.10026,5362.0
animals,animali,elefante,ELEFANTE_elefante di foresta africano,di foresta africano,1,10,10,10.0,0.0,1.0,1,0.10026,
animals,animali,elefante,ELEFANTE_elefante asiatico delle foreste,asiatico delle foreste,1,11,11,11.0,0.0,1.0,1,0.10026,
animals,animali,elefante,ELEFANTE_elefante asiatico delle pianure,asiatico delle pianure,1,12,12,12.0,0.0,1.0,1,0.10026,
animals,animali,elefante,ELEFANTE_elefante del bengala,del bengala,1,13,13,13.0,0.0,1.0,1,0.10026,70.0
animals,animali,elefante,ELEFANTE_elefante di ceylon,di ceylon,1,14,14,14.0,0.0,1.0,1,0.10026,31.0
animals,animali,elefante,ELEFANTE_elefante indiano delle foreste,indiano delle foreste,1,15,15,15.0,0.0,1.0,1,0.10026,
animals,animali,elefante,ELEFANTE_elefante di sumatra settentrionale,di sumatra settentrionale,1,16,16,16.0,0.0,1.0,1,0.10026,
animals,animali,elefante,ELEFANTE_elefante di sumatra occidentale,di sumatra occidentale,1,17,17,17.0,0.0,1.0,1,0.10026,
animals,animali,elefante,ELEFANTE_ele,ele,1,18,18,18.0,0.0,1.0,1,0.10026,18286.0
vehicles,veicoli,elicottero,ELICOTTERO_elicottero da turismo,da turismo,1,1,1,1.0,1.0,1.0,1,1.0,111.0
vehicles,veicoli,elicottero,ELICOTTERO_elicottero da soccorso,da soccorso,1,2,2,2.0,0.0,1.0,1,0.10026,
vehicles,veicoli,elicottero,ELICOTTERO_elicottero da combattimento,da combattimento,1,3,3,3.0,0.0,1.0,1,0.10026,319.0
vehicles,veicoli,elicottero,ELICOTTERO_elicottero utility,utility,1,4,4,4.0,0.0,1.0,1,0.10026,21364.0
vehicles,veicoli,elicottero,ELICOTTERO_elicottero d'attacco,d'attacco,1,5,5,5.0,0.0,1.0,1,0.10026,
vehicles,veicoli,elicottero,ELICOTTERO_elicottero da trasporto,da trasporto,1,6,6,6.0,0.0,1.0,1,0.10026,275.0
vehicles,veicoli,elicottero,ELICOTTERO_elicottero leggero,leggero,1,7,7,7.0,0.0,1.0,1,0.10026,16889.0
vehicles,veicoli,elicottero,ELICOTTERO_elicottero medio,medio,1,8,8,8.0,0.0,1.0,1,0.10026,47336.0
vehicles,veicoli,elicottero,ELICOTTERO_elicottero pesante,pesante,1,9,9,9.0,0.0,1.0,1,0.10026,16929.0
vehicles,veicoli,elicottero,ELICOTTERO_elicottero notturno,notturno,1,10,10,10.0,0.0,1.0,1,0.10026,17081.0
vehicles,veicoli,elicottero,ELICOTTERO_elicottero a decollo verticale,a decollo verticale,1,11,11,11.0,0.0,1.0,1,0.10026,
vehicles,veicoli,elicottero,ELICOTTERO_elicottero senza pilota,senza pilota,1,12,12,12.0,0.0,1.0,1,0.10026,
vehicles,veicoli,elicottero,ELICOTTERO_elicottero anfibio,anfibio,1,13,13,13.0,0.0,1.0,1,0.10026,17370.0
vehicles,veicoli,elicottero,ELICOTTERO_elicottero da osservazione,da osservazione,1,14,14,14.0,0.0,1.0,1,0.10026,
vehicles,veicoli,elicottero,ELICOTTERO_elic,elic,1,15,15,15.0,0.0,1.0,1,0.10026,88.0
stationery,cancelleria,evidenziatore,EVIDENZIATORE_evidenziatore a penna,a penna,1,1,1,1.0,1.0,1.0,1,1.0,93.0
stationery,cancelleria,evidenziatore,EVIDENZIATORE_evidenziatore a punta tonda,a punta tonda,1,2,2,2.0,0.0,1.0,1,0.10026,
stationery,cancelleria,evidenziatore,EVIDENZIATORE_evidenziatore ad acqua,ad acqua,1,3,3,3.0,0.0,1.0,1,0.10026,63.0
stationery,cancelleria,evidenziatore,EVIDENZIATORE_evidenziatore gel,gel,1,4,4,4.0,0.0,1.0,1,0.10026,31718.0
stationery,cancelleria,evidenziatore,EVIDENZIATORE_evidenziatore a secco,a secco,1,5,5,5.0,0.0,1.0,1,0.10026,26.0
stationery,cancelleria,evidenziatore,EVIDENZIATORE_evidenziatore indelebile,indelebile,1,6,6,6.0,0.0,1.0,1,0.10026,
stationery,cancelleria,evidenziatore,EVIDENZIATORE_evidenziatore duo,duo,1,7,7,7.0,0.0,1.0,1,0.10026,
stationery,cancelleria,evidenziatore,EVIDENZIATORE_evidenziatore triplo,triplo,1,8,8,8.0,0.0,1.0,1,0.10026,
stationery,cancelleria,evidenziatore,EVIDENZIATORE_evidenziatore per bambini,per bambini,1,9,9,9.0,0.0,1.0,1,0.10026,73.0
stationery,cancelleria,evidenziatore,EVIDENZIATORE_evidenziatore per marker,per marker,1,10,10,10.0,0.0,1.0,1,0.10026,
stationery,cancelleria,evidenziatore,EVIDENZIATORE_evidenziatore per lavagne,per lavagne,1,11,11,11.0,0.0,1.0,1,0.10026,
stationery,cancelleria,evidenziatore,EVIDENZIATORE_evidenziatore per biancheria,per biancheria,1,12,12,12.0,0.0,1.0,1,0.10026,
stationery,cancelleria,evidenziatore,EVIDENZIATORE_evidenziatore per libri,per libri,1,13,13,13.0,0.0,1.0,1,0.10026,
stationery,cancelleria,evidenziatore,EVIDENZIATORE_evidenziatore per documenti,per documenti,1,14,14,14.0,0.0,1.0,1,0.10026,
stationery,cancelleria,evidenziatore,EVIDENZIATORE_evidenziatore per mappe,per mappe,1,15,15,15.0,0.0,1.0,1,0.10026,
stationery,cancelleria,evidenziatore,EVIDENZIATORE_evidenziatore per presentazioni,per presentazioni,1,16,16,16.0,0.0,1.0,1,0.10026,
stationery,cancelleria,evidenziatore,EVIDENZIATORE_evidenziatore per riunioni,per riunioni,1,17,17,17.0,0.0,1.0,1,0.10026,
clothes,vestiti,felpa,FELPA_felpa con cappuccio,con cappuccio,1,1,1,1.0,1.0,1.0,1,1.0,125.0
clothes,vestiti,felpa,FELPA_felpa senza cappuccio,senza cappuccio,1,2,2,2.0,0.0,1.0,1,0.10026,148.0
clothes,vestiti,felpa,FELPA_felpa da ginnastica,da ginnastica,1,3,3,3.0,0.0,1.0,1,0.10026,393.0
clothes,vestiti,felpa,FELPA_felpa termica,termica,1,4,4,4.0,0.0,1.0,1,0.10026,15945.0
clothes,vestiti,felpa,FELPA_felpa da baseball,da baseball,1,5,5,5.0,0.0,1.0,1,0.10026,55.0
clothes,vestiti,felpa,FELPA_felpa da rugby,da rugby,1,6,6,6.0,0.0,1.0,1,0.10026,30.0
clothes,vestiti,felpa,FELPA_felpa da football,da football,1,7,7,7.0,0.0,1.0,1,0.10026,
clothes,vestiti,felpa,FELPA_felpa da basket,da basket,1,8,8,8.0,0.0,1.0,1,0.10026,135.0
clothes,vestiti,felpa,FELPA_felpa da hockey,da hockey,1,9,9,9.0,0.0,1.0,1,0.10026,22.0
clothes,vestiti,felpa,FELPA_felpa da golf,da golf,1,10,10,10.0,0.0,1.0,1,0.10026,28.0
clothes,vestiti,felpa,FELPA_felpa da corsa,da corsa,1,11,11,11.0,0.0,1.0,1,0.10026,690.0
clothes,vestiti,felpa,FELPA_felpa da yoga,da yoga,1,12,12,12.0,0.0,1.0,1,0.10026,67.0
clothes,vestiti,felpa,FELPA_felpa da pilates,da pilates,1,13,13,13.0,0.0,1.0,1,0.10026,23.0
clothes,vestiti,felpa,FELPA_felpa da arti marziali,da arti marziali,1,14,14,14.0,0.0,1.0,1,0.10026,56.0
clothes,vestiti,felpa,FELPA_felpa da boxe,da boxe,1,15,15,15.0,0.0,1.0,1,0.10026,22.0
clothes,vestiti,felpa,FELPA_felpa da danza,da danza,1,16,16,16.0,0.0,1.0,1,0.10026,25.0
clothes,vestiti,felpa,FELPA_felpa da equitazione,da equitazione,1,17,17,17.0,0.0,1.0,1,0.10026,29.0
clothes,vestiti,felpa,FELPA_felpa da tennis,da tennis,1,18,18,18.0,0.0,1.0,1,0.10026,896.0
clothes,vestiti,felpa,FELPA_felpa da nuoto,da nuoto,1,19,19,19.0,0.0,1.0,1,0.10026,32.0
clothes,vestiti,felpa,FELPA_felpa da surf,da surf,1,20,20,20.0,0.0,1.0,1,0.10026,66.0
clothes,vestiti,felpa,FELPA_felpa da vela,da vela,1,21,21,21.0,0.0,1.0,1,0.10026,20.0
clothes,vestiti,felpa,FELPA_felpa da pesca,da pesca,1,22,22,22.0,0.0,1.0,1,0.10026,576.0
plants,piante,ficus,FICUS_ficus benjamina,benjamina,1,1,1,1.0,1.0,1.0,1,1.0,
plants,piante,ficus,FICUS_ficus elastica,elastica,1,2,2,2.0,0.0,1.0,1,0.10026,64416.0
plants,piante,ficus,FICUS_ficus lyrata,lyrata,1,3,3,3.0,0.0,1.0,1,0.10026,
plants,piante,ficus,FICUS_ficus microcarpa,microcarpa,1,4,4,4.0,0.0,1.0,1,0.10026,
plants,piante,ficus,FICUS_ficus pumila,pumila,1,5,5,5.0,0.0,1.0,1,0.10026,385.0
plants,piante,ficus,FICUS_ficus retusa,retusa,1,6,6,6.0,0.0,1.0,1,0.10026,
plants,piante,ficus,FICUS_ficus rubiginosa,rubiginosa,1,7,7,7.0,0.0,1.0,1,0.10026,
housing buildings,edifici residenziali,finestra,FINESTRA_finestra a battente,a battente,1,1,1,1.0,1.0,1.0,1,1.0,97.0
housing buildings,edifici residenziali,finestra,FINESTRA_finestra a vasistas,a vasistas,1,2,2,2.0,0.0,1.0,1,0.10026,21.0
housing buildings,edifici residenziali,finestra,FINESTRA_finestra scorrevole,scorrevole,1,3,3,3.0,0.0,1.0,1,0.10026,19937.0
housing buildings,edifici residenziali,finestra,FINESTRA_finestra a ribalta,a ribalta,1,4,4,4.0,0.0,1.0,1,0.10026,98.0
housing buildings,edifici residenziali,finestra,FINESTRA_finestra a oscillo-battente,a oscillo-battente,1,5,5,5.0,0.0,1.0,1,0.10026,
housing buildings,edifici residenziali,finestra,FINESTRA_finestra a nastro,a nastro,1,6,6,6.0,0.0,1.0,1,0.10026,148.0
housing buildings,edifici residenziali,finestra,FINESTRA_finestra a ghigliottina,a ghigliottina,1,7,7,7.0,0.0,1.0,1,0.10026,36.0
housing buildings,edifici residenziali,finestra,FINESTRA_finestra a bovindo,a bovindo,1,8,8,8.0,0.0,1.0,1,0.10026,
housing buildings,edifici residenziali,finestra,FINESTRA_finestra a baia,a baia,1,9,9,9.0,0.0,1.0,1,0.10026,
housing buildings,edifici residenziali,finestra,FINESTRA_finestra a bow-window,a bow-window,1,10,10,10.0,0.0,1.0,1,0.10026,8.0
housing buildings,edifici residenziali,finestra,FINESTRA_finestra a lucernaio,a lucernaio,1,11,11,11.0,0.0,1.0,1,0.10026,
housing buildings,edifici residenziali,finestra,FINESTRA_finestra a serliana,a serliana,1,12,12,12.0,0.0,1.0,1,0.10026,
housing buildings,edifici residenziali,finestra,FINESTRA_finestra a oculo,a oculo,1,13,13,13.0,0.0,1.0,1,0.10026,
housing buildings,edifici residenziali,finestra,FINESTRA_finestra a cleristorio,a cleristorio,1,14,14,14.0,0.0,1.0,1,0.10026,
housing buildings,edifici residenziali,finestra,FINESTRA_finestra a bifora,a bifora,1,15,15,15.0,0.0,1.0,1,0.10026,
housing buildings,edifici residenziali,finestra,FINESTRA_finestra a trifora,a trifora,1,16,16,16.0,0.0,1.0,1,0.10026,
housing buildings,edifici residenziali,finestra,FINESTRA_finestra a giorno,a giorno,1,17,17,17.0,0.0,1.0,1,0.10026,495.0
housing buildings,edifici residenziali,finestra,FINESTRA_finestra a pennaile,a pennaile,1,18,18,18.0,0.0,1.0,1,0.10026,
housing buildings,edifici residenziali,finestra,FINESTRA_finestra a ghiera,a ghiera,1,19,19,19.0,0.0,1.0,1,0.10026,
furnishings/fittings,arredamenti/accessori,fioriera,FIORIERA_fioriera da terra,da terra,1,1,1,1.0,1.0,1.0,1,1.0,24.0
furnishings/fittings,arredamenti/accessori,fioriera,FIORIERA_fioriera sospesa,sospesa,1,2,2,2.0,0.0,1.0,1,0.10026,23210.0
furnishings/fittings,arredamenti/accessori,fioriera,FIORIERA_fioriera da interno,da interno,1,3,3,3.0,0.0,1.0,1,0.10026,632.0
furnishings/fittings,arredamenti/accessori,fioriera,FIORIERA_fioriera da esterno,da esterno,1,4,4,4.0,0.0,1.0,1,0.10026,602.0
furnishings/fittings,arredamenti/accessori,fioriera,FIORIERA_fioriera in plastica,in plastica,1,5,5,5.0,0.0,1.0,1,0.10026,952.0
furnishings/fittings,arredamenti/accessori,fioriera,FIORIERA_fioriera in terracotta,in terracotta,1,6,6,6.0,0.0,1.0,1,0.10026,
furnishings/fittings,arredamenti/accessori,fioriera,FIORIERA_fioriera in metallo,in metallo,1,7,7,7.0,0.0,1.0,1,0.10026,26.0
furnishings/fittings,arredamenti/accessori,fioriera,FIORIERA_fioriera in legno,in legno,1,8,8,8.0,0.0,1.0,1,0.10026,210.0
furnishings/fittings,arredamenti/accessori,fioriera,FIORIERA_fioriera autodrenante,autodrenante,1,9,9,9.0,0.0,1.0,1,0.10026,
furnishings/fittings,arredamenti/accessori,fioriera,FIORIERA_fioriera con ruote,con ruote,1,10,10,10.0,0.0,1.0,1,0.10026,131.0
furnishings/fittings,arredamenti/accessori,fioriera,FIORIERA_fioriera in fibra di cocco,in fibra di cocco,1,11,11,11.0,0.0,1.0,1,0.10026,
furnishings/fittings,arredamenti/accessori,fioriera,FIORIERA_fioriera in vetro,in vetro,1,12,12,12.0,0.0,1.0,1,0.10026,637.0
furnishings/fittings,arredamenti/accessori,fioriera,FIORIERA_fioriera in resina,in resina,1,13,13,13.0,0.0,1.0,1,0.10026,194.0
